impid,aid,name
1382,Mark McKinney,Joseph Hazelwood
1383,Dana Carvey,Tom Brokaw
1384,Molly Shannon,Madonna
1385,Dana Carvey,Bill Clinton
781,Dana Carvey,Johnny Carson
1372,Jim Breuer,Jim Lehrer
1377,Ana Gasteyer,Ellen Fein
1378,Molly Shannon,Sherrie Schneider
1374,Lisa Kudrow,Jenny McCarthy
1373,Mark McKinney,Chris Hardwick
1375,Tracy Morgan,Royale Watkins
1376,Fred Wolf,Martina Navratilova
699,Tom Hanks,Peter Jennings
1366,Tom Hanks,Andrew Ridgeley
1368,Tracy Morgan,"William ""The Refrigerator"" Perry"
1367,Cheri Oteri,Tina Yothers
1369,Mark McKinney,Bela Karolyi
1364,Jim Carrey,Jimmy Stewart
1305,Mark McKinney,Jim Carrey
1355,Darrell Hammond,Tom Brokaw
1354,Mark McKinney,Jim Miklaszewski
1302,Nancy Walls,Bobbie Battista
1356,Christine Baranski,Julie Andrews
1357,Darrell Hammond,Marge Schott
1360,Christine Baranski,Loni Anderson
1362,Jim Breuer,Sean Penn
1363,Will Ferrell,Tony Orlando
1361,Chris Kattan,Menachim Begin
1359,David Koechner,Burt Reynolds
1358,Tim Meadows,Anwar Sadat
1349,Darrell Hammond,Daniel Benzali
1277,Steve Higgins,F. Lee Bailey
1350,David Koechner,David Kaczynski
1352,Mark McKinney,Greg Norman
1337,David Koechner,Pat Buchanan
1330,Mark McKinney,Steve Forbes
595,Phil Hartman,Charlton Heston
1347,Jim Breuer,Matt LeBlanc
1281,Molly Shannon,Ann Miller
1341,Tim Meadows,Christopher Darden
1343,Nancy Walls,Marcia Clark
1344,John Goodman,Robert DeNiro
1345,Cheri Oteri,Marisa Tomei
1339,Darrell Hammond,Jon Lovitz
1340,Nancy Walls,Kathy Ireland
1336,Jim Breuer,Morry Taylor
1338,Will Ferrell,Robert Dornan
1335,Darrell Hammond,Lamar Alexander
1332,Molly Shannon,Karen Brown
1334,Nancy Walls,Judy Woodruff
1331,Nancy Walls,Martha Stewart
1325,Jim Breuer,Stephen Hawking
1324,Nancy Walls,Diane Sawyer
1328,Mark McKinney,Mel Gibson
1326,David Spade,Brad Pitt
1320,Norm MacDonald,George Burns
1322,Tim Meadows,RuPaul
1313,Cheri Oteri,Lisa Marie Presley
1314,David Alan Grier,Bryant Gumbel
1317,David Koechner,Willard Scott
1316,Mark McKinney,Slobodan Milosevic
1293,David Koechner,Phil Graham
1304,Mark McKinney,Pat Buchanan
1307,Anthony Edwards,Macaulay Culkin
1308,Nancy Walls,Sharon Stone
1309,Tim Meadows,Julius Erving
1311,Anthony Edwards,Princess Di
1312,Mark McKinney,Martin Bashir
1301,Darrell Hammond,Newt Gingrich
1298,David Koechner,Oliver Stone
1297,Mark McKinney,Gus Van Sant
1299,Tim Meadows,Spike Lee
1295,Gabriel Byrne,Keith Richards
1291,Darrell Hammond,Peter Jennings
1288,David Koechner,Charlie Sheen
1290,Tim Meadows,Darius Rucker
1289,Nancy Walls,Cokie Roberts
1285,Will Ferrell,Marv Levy
1286,David Koechner,Mike Ditka
1287,Chevy Chase,Mark Fuhrman
1276,Jim Breuer,Barry Scheck
1278,David Koechner,Robert Shapiro
1246,Mark McKinney,Lance Ito
871,Tim Meadows,Colin Powell
1283,Mariel Hemingway,Elizabeth Berkley
1274,Michael McKean,Adam West
1275,David Duchovny,Burt Ward
1240,Jay Mohr,Ricki Lake
1099,Adam Sandler,Bruce Springsteen
1273,Adam Sandler,Charles Manson
1269,Chris Farley,Roger Ebert
1265,David Spade,Jeff Foxworthy
1173,Laura Kightlinger,Marcia Clark
1175,Michael McKean,Robert Shapiro
1176,Kevin Nealon,Terry Moran
1066,Jay Mohr,Christopher Walken
1270,Damon Wayans,Babyface
1272,Jay Mohr,Tony Bennett
1271,Adam Sandler,Tom Jones
1267,Michael McKean,George F. Will
1266,Mark McKinney,David Brinkley
618,Kevin Nealon,Sam Donaldson
26,Dan Aykroyd,Tom Snyder
1171,David Spade,Brian Kato Kaelin
1268,Dan Aykroyd,Rush Limbaugh
1162,Ellen Cleghorne,Robin Quivers
1161,Michael McKean,Howard Stern
1160,Adam Sandler,Gary Dell'Abate
132,Dan Aykroyd,Robert Stack
1201,Chris Farley,Newt Gingrich
1264,Mark McKinney,Candace Gingrich
1257,George Clooney,Jay Leno
1258,Norm MacDonald,Slim Pickens
469,Michael McKean,Vincent Price
1259,Chris Elliott,"Anthony Edwards , Mark Greene"
1260,Janeane Garofalo,"Sherry Stringfield , Susan Lewis"
1261,Mark McKinney,"Noah Wyle , John Carter"
1263,Tim Meadows,"Eriq La Salle , Peter Benton"
1262,Molly Shannon,"Julianna Margulies , Carol Hathaway"
1073,Chris Farley,John Kruk
1247,Michael McKean,Donald Fehr
1248,Jon Bon Jovi,Andre Agassi
1252,Ellen Cleghorne,Florence Griffith Joiner
1251,Chris Elliott,Chris Berman
1253,Chris Farley,John Goodman
1255,Janeane Garofalo,Susan Sarandon
1250,Laura Kightlinger,Brooke Shields
1256,Mark McKinney,Tim Robbins
1254,Tim Meadows,Mike Espy
1150,Jay Mohr,Dick Vitale
1249,Adam Sandler,Bobcat Goldthwait
1239,Michael McKean,Donald Belfi
1238,Mark McKinney,George Peck
1237,Tim Meadows,Colin Ferguson
1241,Janeane Garofalo,"Pamela Anderson , C.J. Parker"
1243,Laura Kightlinger,"Yasmine Bleeth , Caroline Holden"
1245,Michael McKean,"David Hasselhoff , Mitch Buchannon"
1244,Mark McKinney,"David Charvet , Matt Brody"
1242,Jay Mohr,"Jaason Simmons , Logan Fowler"
1234,Chris Farley,F. Lee Bailey
1172,Mike Myers,Lance Ito
1236,David Hyde Pierce,Patrick Van Horn
1222,Janeane Garofalo,Susan Molinari
1220,Michael McKean,Richard Gephardt
1217,Mark McKinney,Barney Frank
1218,Tim Meadows,J.C. Watts
1219,Mike Myers,Richard Armey
1223,Kevin Nealon,Thomas DeLay
1221,David Spade,Sonny Bono
1225,Jeff Daniels,Dan Rather
1226,Janeane Garofalo,Kathleen Gingrich
1224,Laura Kightlinger,Connie Chung
1229,Jeff Daniels,Liam Neeson
1227,Janeane Garofalo,Jodie Foster
1230,Laura Kightlinger,Mary Hart
1228,Michael McKean,John Tesh
1231,Ellen Cleghorne,Marguerite Simpson
1232,Jay Mohr,Joe Perry
1233,Adam Sandler,Steven Tyler
1211,Janeane Garofalo,Hillary Clinton
1180,Michael McKean,Bill Clinton
1036,Mike Myers,George Stephanopoulos
1214,Chris Farley,Benito Mussolini
1212,Mike Myers,Adolf Hitler
1213,David Spade,Joseph Goebbels
1215,Janeane Garofalo,Martha Stewart
1216,Janeane Garofalo,Jackie Stallone
1124,Ellen Cleghorne,Joycelyn Elders
1107,Kevin Nealon,Rudy Giuliani
1207,Mike Myers,Jesse Helms
1209,Roseanne,Rosie O'Donnell
835,Chris Farley,Tom Arnold
1208,Janeane Garofalo,Madonna
1210,Michael McKean,Patrick Stewart
1202,John Turturro,Richard Nixon
1200,Laura Kightlinger,Marianne Ginther
1204,Janeane Garofalo,Juliette Lewis
1203,Michael McKean,Gary Busey
1205,John Turturro,Martin Scorsese
1206,John Turturro,Robert DeNiro
1198,Tim Meadows,Rick James
1197,Jay Mohr,Mickey Rourke
1199,Michael McKean,Robert Evans
1185,Janeane Garofalo,Joan Embery
1188,Dana Carvey,Garry Shandling
1187,Ellen Cleghorne,Debbie Allen
1195,Ellen Cleghorne,Toni Morrison
1196,Chris Elliott,Yasser Arafat
213,Al Franken,Henry Kissinger
1191,Janeane Garofalo,Mary Lou Retton
1193,Laura Kightlinger,Paula Poundstone
1189,Michael McKean,Jimmy Carter
1194,Michael McKean,Tom Skerritt
1192,Tim Meadows,Nelson Mandela
1190,Mike Myers,John Denver
1186,Kevin Nealon,Charles Grodin
1184,John Travolta,Marlon Brando
988,Kevin Nealon,Larry King
1181,Marisa Tomei,Lisa Marie Presley
1183,Michael McKean,Spalding Gray
1182,Adam Sandler,Eric Bogosian
1170,Tim Meadows,Al Cowlings
1178,Steve Martin,Leon Redbone
1013,Ellen Cleghorne,Whoopi Goldberg
1177,Chris Farley,Gerard Depardieu
1179,Adam Sandler,Jackie Mason
1168,Norm MacDonald,Andy Rooney
1169,Tim Meadows,Ed Bradley
976,Adam Sandler,David Brenner
989,Melanie Hutsell,Tori Spelling
1052,Tim Meadows,Ike Turner
937,Phil Hartman,Mario Cuomo
1165,Chris Farley,Rush Limbaugh
1163,Sarah Silverman,Marisa Tomei
962,Phil Hartman,Bill Clinton
1166,Rob Schneider,Warren Christopher
985,Jan Hooks,Hillary Clinton
747,Phil Hartman,Michael Caine
1167,Tim Meadows,Nat King Cole
1147,Kevin Nealon,Michael Bolton
1157,Emilio Estevez,Michael Fay
1158,Ellen Cleghorne,Alfre Woodard
1159,Tim Meadows,Denzel Washington
1105,Chris Farley,Andrew Giuliani
1103,Tim Meadows,David Dinkins
1152,Kelsey Grammer,"James Mason , Captain Nemo"
1153,Phil Hartman,"Kirk Douglas , Ned Land"
1154,Mike Myers,"Paul Lukas , Professor Pierre Arronax"
1155,Rob Schneider,"Peter Lorre , Conseil"
1156,Norm MacDonald,Charles Kuralt
1149,Ellen Cleghorne,Tina Turner
1145,Chris Farley,Jerry Garcia
1141,Phil Hartman,Elton John
1092,Melanie Hutsell,Wynonna Judd
1143,Norm MacDonald,Flea
1142,Michael McKean,Elvis Costello
1138,Tim Meadows,Aaron Neville
1139,Jay Mohr,Anthony Kiedis
1144,Mike Myers,Garth Brooks
905,Adam Sandler,Axl Rose
1087,Rob Schneider,K.D. Lang
1140,Sarah Silverman,Cher
1146,David Spade,Kurt Cobain
1148,Julia Sweeney,Naomi Judd
1151,Michael McKean,Jeffrey Dahmer
1135,Chris Farley,Shawn Eckhardt
1116,Melanie Hutsell,Tonya Harding
1131,Rob Schneider,Jeff Gillooly
1134,David Spade,Oksana Baiul
1085,Adam Sandler,Bono
954,Phil Hartman,Verne Lundquist
1136,Tim Meadows,Greg Gumbel
1137,David Spade,Scott Hamilton
1004,Phil Hartman,Michael Eisner
1132,Martin Lawrence,Joe Jackson
1133,Melanie Hutsell,Ricki Lake
1127,Phil Hartman,Ray Combs
1126,Tim Meadows,James Baldwin
1128,Alec Baldwin,Sonny West
1129,Kim Basinger,"Ann-Margret , Dr. Bonnie Stevens"
1130,Kevin Nealon,Red West
1122,Melanie Hutsell,Charo
1123,David Spade,Joan Rivers
1048,Adam Sandler,Bill Cosby
1125,Patrick Stewart,Slobodan Milosevic
1077,Julia Sweeney,Leslie Abramson
1093,Mike Myers,John Wayne Bobbitt
1115,Julia Sweeney,Cynthia McFadden
1117,Sara Gilbert,"Jenna von Oÿ , Six"
1118,Melanie Hutsell,"Mayim Bialik , Blossom"
1082,Mike Myers,"Joey Lawrence , Joey"
1119,Kevin Nealon,"Ted Wass , Nick"
1106,Dave Attell,Ron Silver
1113,Jason Patric,Luke Perry
1112,Ellen Cleghorne,Kim Wayans
1111,Chris Farley,John Madden
1110,Phil Hartman,Jimmy Johnson
1108,Tim Meadows,Deion Sanders
1109,Jay Mohr,Don Rickles
1114,Adam Sandler,Richard Lewis
1050,David Spade,Don Lapre
721,Phil Hartman,Burt Reynolds
1102,Sally Field,Elizabeth Taylor
1104,Norm MacDonald,Dr. Jack Kevorkian
1100,Mike Myers,Jonathan Pryce
1101,Rob Schneider,"Edward G. Robinson , Dathan"
1083,Phil Hartman,Bob Packwood
1089,Rosie O'Donnell,Liza Minnelli
1086,Dave Attell,Frank Sinatra Jr.
1084,Ellen Cleghorne,Anita Baker
1063,Chris Farley,Meat Loaf
1090,Tim Meadows,Luther Vandross
1088,Jay Mohr,Kenny G
1011,Mike Myers,Barbra Streisand
1064,Sarah Silverman,Natalie Merchant
883,David Spade,Tom Petty
1091,Julia Sweeney,Nancy Sinatra
1094,Rosie O'Donnell,Lorena Bobbitt
1095,Mike Myers,Jean Chretien
1097,Rosie O'Donnell,Penny Marshall
1096,Ellen Cleghorne,Marla Gibbs
1098,Jay Mohr,Sean Penn
1081,Jay Mohr,Andrew McCarthy
1072,Melanie Hutsell,Anne Murray
1078,John Malkovich,Lyle Menendez
1079,Phil Hartman,Stanley Weisberg
1076,Mike Myers,Gregg Jarrett
1074,Kevin Nealon,David Conn
1075,Rob Schneider,Erik Menendez
1080,John Malkovich,James Carville
1058,Ellen Cleghorne,Dr. Dre
827,Phil Hartman,Frank Gifford
1062,Melanie Hutsell,Cindy Wilson
1056,Norm MacDonald,Craig Reid
1065,Tim Meadows,Snoop Doggy Dogg
1053,Jay Mohr,Billy Idol
1054,Mike Myers,Charlie Reid
1061,Kevin Nealon,James Taylor
1059,Adam Sandler,Eddie Vedder
1060,Rob Schneider,Fred Schneider
1057,David Spade,David Pirner
1055,Julia Sweeney,Kate Pierson
1068,Tim Meadows,Todd Bridges
1067,David Spade,Crispin Glover
1071,Phil Hartman,Thomas Edison
1069,Mike Myers,Albert Einstein
1070,Adam Sandler,Orville Wright
1051,Julia Sweeney,Loni Anderson
1044,Christina Applegate,Cher
1046,Chris Farley,Lori Davis
1045,Melanie Hutsell,Georganne LaPiere
1047,Julia Sweeney,Paulette Betts
1049,Christina Applegate,Karen Duffy
1041,Tim Meadows,Montel Williams
1043,Kirstie Alley,Susan Powter
1038,Ellen Cleghorne,Norma Quarles
1035,Chris Farley,Boris Yeltsin
1037,Julia Sweeney,Naina Yeltsin
1040,Ellen Cleghorne,Mary J. Blige
1039,Chris Rock,Eddie Murphy
818,David Spade,Michael J. Fox
1028,Rob Schneider,Adolf Hitler
1033,Chris Farley,Simon Le Bon
1029,Phil Hartman,Dame Edna
1032,Mike Myers,Prince Andrew
1031,Adam Sandler,Pauly Shore
1030,David Spade,Denis Leary
1034,Julia Sweeney,Tabitha Soren
1027,Mike Myers,David Koresh
1026,Sting,Rod Stewart
1025,Chris Farley,Rob Reiner
1024,Kevin Nealon,Michael Eisner
941,Chris Rock,Michael Jackson
1021,Mike Myers,Stone Phillips
918,Julia Sweeney,Jane Pauley
1022,Alec Baldwin,David Hasselhoff
1023,Ellen Cleghorne,Patti LaBelle
821,Kevin Nealon,Jay Leno
1014,Giorgio Armani,Giuliano Amato
1016,Dana Carvey,Prince Charles
1003,Mike Myers,Queen Elizabeth
1015,Julia Sweeney,Camilla Parker-Bowles
1017,Mick Jagger,Keith Richards
846,Mike Myers,Mick Jagger
1020,Luke Perry,Rick Schroder
1019,Adam Sandler,Mark Wahlberg
1018,David Spade,Christian Slater
1012,Julia Sweeney,Chelsea Clinton
696,Jeff Renaudo,Dan Quayle
1007,Danny DeVito,Joey Buttafuoco
1006,Jan Hooks,Jean Marsh
960,Ellen Cleghorne,"Jackée Harry , Amy Fisher"
1008,Danny DeVito,Al Goldstein
1010,Danny DeVito,Ron Popeil
1009,Jan Hooks,Mary Jo Buttafuoco
1005,Tim Meadows,Ted Lange
1001,Melanie Hutsell,Monica Seles
1002,Sinbad,Joe Jackson
995,Ellen Cleghorne,Alice Walker
914,Chris Farley,Norman Schwarzkopf
997,Phil Hartman,Gabriel García Márquez
998,Melanie Hutsell,Kitty Kelley
999,Kevin Nealon,Robert Fulghum
996,Rob Schneider,Billy Crystal
1000,Julia Sweeney,Susan Sontag
994,Ellen Cleghorne,Sister Souljah
992,Phil Hartman,James Stockdale
868,Jan Hooks,Sinead O'Connor
993,Phil Hartman,Kris Kristofferson
990,David Spade,Ross Perot
666,Dana Carvey,Dennis Miller
986,Phil Hartman,Nick Bakay
987,Tim Robbins,Brian Wilson
978,Jan Hooks,Mia Farrow
981,Dana Carvey,Woody Allen
980,Adam Sandler,Tony Roberts
979,Rob Schneider,Soon-Yi Previn
977,Robert Smigel,Alan Dershowitz
982,Chris Farley,Joe Esposito
983,Kevin Nealon,Sonny West
984,Rob Schneider,Red West
610,Dana Carvey,Ted Koppel
780,Phil Hartman,Ed McMahon
842,Chris Rock,Arsenio Hall
917,Julia Sweeney,Joan Embery
963,Dana Carvey,Jerry Brown
964,Al Franken,Paul Tsongas
850,Dana Carvey,John McLaughlin
875,Chris Farley,Jack Germond
852,Phil Hartman,Pat Buchanan
925,Mike Myers,Fred Barnes
851,Kevin Nealon,Morton Kondracke
965,John Goodman,Elvis Presley
970,Ellen Cleghorne,Natalie Cole
969,Chris Farley,Mama Cass
972,Melanie Hutsell,Tammy Wynette
913,Tim Meadows,Sammy Davis Jr.
968,Mike Myers,Judy Garland
966,Rob Schneider,Elvis Presley
967,Julia Sweeney,Ethel Merman
971,John Goodman,Cecil Jacobson
897,Dana Carvey,"William Demarest , Uncle Charlie"
973,Beth Cahill,Pam Hurn
974,Siobhan Fallon,Katharine Hepburn
961,Chris Rock,Jaleel White
952,Dana Carvey,Scott Hamilton
953,Julia Sweeney,Tracy Wilson
957,Jason Priestley,Joey McIntyre
959,Dana Carvey,Jordan Knight
958,Mike Myers,Jonathan Knight
956,Adam Sandler,Donnie Wahlberg
955,Rob Schneider,Danny Wood
949,Susan Dey,Patricia Gifford
951,Phil Hartman,J. Gregory Garrison
950,Mike Myers,Vincent Fuller
948,Chevy Chase,Jeffrey Dahmer
693,Phil Hartman,Barbara Bush
946,Phil Hartman,Oliver Stone
947,Mike Myers,Vladimir Lenin
945,David Spade,Michael Gelman
944,Julia Sweeney,Joy Philbin
942,Hammer,Wilt Chamberlain
940,Dana Carvey,David Duke
933,Siobhan Fallon,Mary Lupo
934,Kevin Nealon,Roy Black
936,Kiefer Sutherland,Lloyd Bentsen
680,Dana Carvey,Richard Gephardt
938,Victoria Jackson,Tipper Gore
935,Kevin Nealon,Bill Bradley
939,Kiefer Sutherland,Slash
927,Dana Carvey,Ray Combs
930,Dana Carvey,Keanu Reeves
932,Victoria Jackson,Rob Lowe
928,Mike Myers,Charlie Sheen
929,Rob Schneider,Emilio Estevez
931,David Spade,Matthew Broderick
924,Dana Carvey,Strom Thurmond
919,Ellen Cleghorne,Anita Hill
921,Chris Farley,Howell Heflin
681,Al Franken,Sen. Paul Simon
922,Kevin Nealon,Joe Biden
923,Chris Rock,Long Dong Silver
632,Dana Carvey,"John Travolta , James"
916,Jeff Daniels,Jay Leno
857,Chris Farley,Dom DeLuise
915,Victoria Jackson,LaToya Jackson
901,Jan Hooks,Barbara Mandrell
903,Mike Myers,Tony Orlando
902,Kevin Nealon,Tom Selleck
904,Steven Seagal,Andrew Dice Clay
882,Dana Carvey,Bob Dylan
581,Dana Carvey,Casey Kasem
877,Chris Farley,Carnie Wilson
909,Phil Hartman,Kenny Rogers
908,Jan Hooks,Diana Ross
907,Victoria Jackson,Cyndi Lauper
910,Tim Meadows,Lenny Kravitz
912,Chris Rock,Whoopi Goldberg
911,Rob Schneider,Rick Dees
906,Christine Zander,Annie Lennox
593,Phil Hartman,Ronald Reagan
617,Jan Hooks,Nancy Reagan
880,Spike Feresten,Matthew Nelson
900,Jan Hooks,Rose Kennedy
898,Victoria Jackson,Christina Applegate
899,Chris Rock,Flavor Flav
878,David Spade,Gunnar Nelson
885,Michael J. Fox,Dan Quayle
886,Phil Hartman,Thomas Foley
686,Dana Carvey,Michael J. Fox
890,Michael J. Fox,Danny Bonaduce
894,Chris Farley,Mindy Cohn
892,Phil Hartman,John Walsh
891,Jan Hooks,Drew Barrymore
895,Tim Meadows,Rodney Allen Rippy
887,Mike Myers,Barry Livingston
893,Kevin Nealon,Johnny Whitaker
896,Chris Rock,Todd Bridges
888,Adam Sandler,Barry Williams
889,Julia Sweeney,Dana Plato
848,Jan Hooks,Eleanor Clift
876,Alec Baldwin,Bono
707,Dana Carvey,Paul McCartney
881,Tim Meadows,Tracy Chapman
879,Mike Myers,Phil Collins
884,Tim Meadows,Flavor Flav
862,Jan Hooks,Sally Jessy Raphael
744,Victoria Jackson,Roseanne
873,Kevin Nealon,Jeff Harris
874,Mike Myers,Shelby Foote
870,Phil Hartman,Dick Cheney
872,Kevin Bacon,Vanilla Ice
866,Sting,Billy Idol
867,Victoria Jackson,Eydie Gorme
869,Mike Myers,Steve Lawrence
823,Chris Rock,Luther Campbell
844,Phil Hartman,Saddam Hussein
697,Jan Hooks,Diane Sawyer
863,Kevin Nealon,Danny Sheridan
864,Dana Carvey,Thomas Edison
865,Adam Sandler,Héctor Camacho
853,Tom Hanks,Dennis Miller
856,Tom Hanks,Dean Martin
858,Phil Hartman,Issac Asimov
855,Jan Hooks,Crystal Gayle
861,Victoria Jackson,Sally Struthers
854,Mike Myers,Carl Sagan
761,Kevin Nealon,George Hamilton
860,Julia Sweeney,Petula Clark
859,Christine Zander,Linda McCartney
845,Dana Carvey,Keith Richards
847,Phil Hartman,Telly Savalas
849,John Goodman,Jack Germond
829,Jan Hooks,Kathie Lee Gifford
730,Phil Hartman,Jack Nicholson
843,Kevin Nealon,Gerry Cooney
841,Phil Hartman,Sam Walton
808,Jan Hooks,Susan Dey
837,Dana Carvey,Pol Pot
838,Kevin Nealon,Saddam Hussein
836,Chris Rock,Idi Amin
840,Dana Carvey,Walter Mondale
839,Jan Hooks,Shelley Long
826,Phil Hartman,Victor Kiam
830,Tom Davis,Michael Gelman
828,Mike Myers,Jerome Mackey
833,Dana Carvey,Siegfried Fischbacher
832,David Spade,Roy Horn
834,Chris Rock,M.C. Hammer
822,Akira Yoshimura,Chris Wong Won
825,Kyle MacLachlan,K.D. Lang
804,Dana Carvey,Frank Zappa
817,Dana Carvey,Adolf Hitler
819,Andrew Dice Clay,Jake LaMotta
820,Jon Lovitz,Joey LaMotta
811,Alec Baldwin,"Marlon Brando , Johnny"
812,Jan Hooks,Greta Garbo
813,Nora Dunn,Cindy Adams
814,Phil Hartman,Joey Adams
816,Dana Carvey,Bill Moyers
815,Al Franken,Al Goldstein
600,Phil Hartman,"Jimmy ""The Greek"" Snyder"
599,Kevin Nealon,Brent Musburger
806,Phil Hartman,Andy Griffith
807,Jon Lovitz,Raymond Burr
809,Corbin Bernsen,Mike Schmidt
650,Dana Carvey,George F. Will
810,Jon Lovitz,Tommy Lasorda
803,Debra Winger,Calamity Jane
805,Phil Hartman,Ozzy Osbourne
802,Victoria Jackson,Linda Blair
727,Phil Hartman,Donald Trump
801,Jan Hooks,Marla Maples
728,Jan Hooks,Ivana Trump
799,Tom Hanks,Randy Travis
797,Dana Carvey,Joel Siegel
784,Nora Dunn,Martina Navratilova
776,Jon Lovitz,Gene Shalit
798,Kevin Nealon,Kenny Rogers
800,Phil Hartman,Andy Rooney
796,Quincy Jones,Marion Barry
585,Nora Dunn,Leona Helmsley
625,Jan Hooks,Tammy Faye Bakker
794,Phil Hartman,Mikhail Gorbachev
793,Jon Lovitz,Andrew Dice Clay
795,Christopher Walken,Rainbow Head
736,Nora Dunn,Linda Dano
756,Jan Hooks,Dee Kelly
792,Jon Lovitz,Manuel Noriega
791,Jan Hooks,Nadia Comaneci
607,Nora Dunn,Liza Minnelli
606,Phil Hartman,Johnny Cash
604,Jan Hooks,Betty Ford
580,Jon Lovitz,David Crosby
790,Phil Hartman,David Rockefeller
592,Dana Carvey,"Jimmy Stewart , George Bailey"
788,Jon Lovitz,Alan Cranston
594,Jan Hooks,Corazon Aquino
789,Phil Hartman,Mike Ditka
787,Akira Yoshimura,Connie Chung
783,Jon Lovitz,Queen Elizabeth
785,Nora Dunn,Barbara Merrill
786,Phil Hartman,Michael Merrill
759,Jan Hooks,Bette Davis
782,Dana Carvey,Kirk Cameron
766,Phil Hartman,Lee Iacocca
775,Kathleen Turner,Deborah Norville
777,Jan Hooks,Jane Pauley
778,Nora Dunn,Linda Ellerbee
779,Jon Lovitz,Willard Scott
767,Rick Moranis,Jackie Mason
768,Rick Moranis,Jim Bakker
769,Victoria Jackson,Zsa Zsa Gabor
770,Rick Moranis,Merv Griffin
771,Phil Hartman,Fay Vincent
772,Kevin Nealon,Fred Wilpon
773,Mike Myers,Mark Linn-Baker
774,Kevin Nealon,Richard Chamberlain
574,Phil Hartman,Phil Donahue
722,Nora Dunn,Imelda Marcos
765,Jan Hooks,Tammy Wynette
717,Dana Carvey,Jimmy Carter
758,Nora Dunn,Cokie Roberts
649,Phil Hartman,David Brinkley
760,Tom Davis,Ed Begley Jr.
631,Nora Dunn,Brigitte Nielsen
689,Victoria Jackson,Tina Yothers
763,Jon Lovitz,Sylvester Stallone
762,Mike Myers,Howie Mandel
764,Jan Hooks,"Ann-Margret , Kitten"
757,Phil Hartman,Robert Palmer
753,Kevin Nealon,Joseph Hazelwood
741,Nora Dunn,Jeane Dixon
754,Ben Stiller,Butch Patrick
755,Jan Hooks,Tracy Ullman
752,Phil Hartman,Pete Rose
748,Mary Tyler Moore,Marilyn Quayle
710,Dana Carvey,Dan Quayle
751,Nora Dunn,"Rose Marie , Sally Rogers"
750,Jon Lovitz,"Morey Amsterdam , Buddy Sorrell"
749,Jeff Renaudo,Tucker Quayle
725,Phil Hartman,Wilford Brimley
746,Victoria Jackson,Lulu
742,Phil Hartman,John Tower
701,Jan Hooks,Kitty Dukakis
678,Jon Lovitz,Michael Dukakis
743,Ted Danson,Pat Riley
740,Dana Carvey,Ted Bundy
734,Kevin Nealon,Bill Walsh
737,Jan Hooks,Nancy Glass
738,Phil Hartman,Gary Busey
739,Jan Hooks,Sandra Day O'Connor
698,Nora Dunn,Marilyn Quayle
733,Jon Lovitz,Jamie Farr
688,Kevin Nealon,Michael Gross
731,Kevin Kline,Peter Allen
732,Dana Carvey,George Burns
636,Jan Hooks,Jessica Hahn
726,Jon Lovitz,Yasser Arafat
723,Jan Hooks,Oprah Winfrey
724,John Lithgow,Margaret Thatcher
719,Matthew Modine,Lloyd Bentsen
587,Nora Dunn,Joan Baez
716,Victoria Jackson,Donna Rice
718,Kevin Nealon,LeRoy Neiman
720,Dana Carvey,Bert Convy
708,Jan Hooks,Susan Estrich
709,Kevin Nealon,Lloyd Bentsen
711,John Larroquette,James Baker
712,Kevin Nealon,Michael Deaver
713,Jon Lovitz,Pablo Picasso
714,Al Franken,Lyndon LaRouche
715,John Larroquette,Bob Vila
702,Matthew Broderick,Dan Quayle
654,Nora Dunn,Jeane Kirkpatrick
706,Matthew Broderick,John Lennon
703,Phil Hartman,Albert Goldman
539,Jon Lovitz,Ringo Starr
705,Dennis Miller,George Harrison
704,Kevin Nealon,Elvis Presley
700,Grafton True,Carl Rowan
684,Al Franken,Pat Robertson
695,Phil Hartman,Jimmy Swaggart
691,Dana Carvey,Jim McKay
690,Phil Hartman,Dick Button
692,Jan Hooks,Peggy Fleming
694,Jan Hooks,Elizabeth Dole
679,Nora Dunn,Pat Schroeder
683,Phil Hartman,Jack Kemp
685,Kevin Nealon,Pierre du Pont IV
687,Jan Hooks,"Meredith Baxter-Birney , Elyse"
672,Nora Dunn,Barbara Bush
673,Carl Weathers,Doug Williams
677,Carl Weathers,Jesse Jackson
675,Phil Hartman,Bruce Babbitt
676,Dennis Miller,Gary Hart
674,Kevin Nealon,Al Gore
667,Robin Williams,Dr. Gene Scott
669,Dana Carvey,Gallagher
671,Nora Dunn,Shelley Duvall
670,Phil Hartman,Robert Vaughn
668,Jan Hooks,Elayne Boosler
619,Phil Hartman,Peter Graves
663,Nora Dunn,Raisa Gorbachev
664,Jon Lovitz,Stephen King
596,Nora Dunn,"Tyne Daly , Mary Beth Lacey"
665,Phil Hartman,"Earl Holliman , Sergeant Crowley"
660,Danny DeVito,Mikhail Gorbachev
662,Phil Hartman,Roger Ebert
661,Kevin Nealon,Gene Siskel
570,Nora Dunn,Ann Landers
659,Jon Lovitz,Douglas Ginsburg
615,Dana Carvey,Robin Leach
658,Nora Dunn,Peggy Lee
656,Jon Lovitz,Louis Rukeyser
657,Sean Penn,Robert DeNiro
653,Jon Lovitz,Robert Bork
655,Dana Carvey,George Plimpton
648,Jon Lovitz,Judd Nelson
651,Jon Lovitz,Hodding Carter
643,Phil Hartman,Robert McFarlane
