,index,sid,eid,tid,aid,actorType
2855,5358,17.0,9.0,199112141.0,BeCa,cast
2856,5359,17.0,9.0,199112141.0,DaCa,cast
2857,5360,17.0,9.0,199112141.0,ElCl,cast
2858,5361,17.0,9.0,199112141.0,JoDi,crew
2859,5363,17.0,9.0,199112141.0,SiFa,cast
2860,5364,17.0,9.0,199112141.0,ChFa,cast
2861,5366,17.0,9.0,199112141.0,WaFe,crew
2862,5367,17.0,9.0,199112141.0,PhHa,cast
2863,5368,17.0,9.0,199112141.0,MeHu,cast
2864,5369,17.0,9.0,199112141.0,ViJa,cast
2865,5370,17.0,9.0,199112141.0,TiMe,cast
2866,5371,17.0,9.0,199112141.0,LoMi,crew
2867,5372,17.0,9.0,199112141.0,MiMy,cast
2868,5373,17.0,9.0,199112141.0,KeNe,cast
2869,5374,17.0,9.0,199112141.0,ChRo,cast
2870,5375,17.0,9.0,199112141.0,AdSa,cast
2871,5376,17.0,9.0,199112141.0,RoSc,cast
2872,5377,17.0,9.0,199112141.0,DaSp,cast
2873,5378,17.0,9.0,199112141.0,JuSw,cast
2874,5380,17.0,8.0,199112071.0,DaCa,cast
2875,5381,17.0,8.0,199112071.0,DoPa,crew
2876,5394,17.0,7.0,199111231.0,Macaulay Culkin,host
2877,5395,17.0,7.0,199111231.0,DaCa,cast
2878,5396,17.0,7.0,199111231.0,ElCl,cast
2879,5397,17.0,7.0,199111231.0,SiFa,cast
2880,5398,17.0,7.0,199111231.0,ChFa,cast
2881,5399,17.0,7.0,199111231.0,PhHa,cast
2882,5400,17.0,7.0,199111231.0,MeHu,cast
2883,5401,17.0,7.0,199111231.0,ViJa,cast
2884,5402,17.0,7.0,199111231.0,TiMe,cast
2885,5403,17.0,7.0,199111231.0,LoMi,crew
2886,5404,17.0,7.0,199111231.0,KeNe,cast
2887,5405,17.0,7.0,199111231.0,ChRo,cast
2888,5406,17.0,7.0,199111231.0,AdSa,cast
2889,5407,17.0,7.0,199111231.0,RoSc,cast
2890,5408,17.0,7.0,199111231.0,DaSp,cast
2891,5409,17.0,7.0,199111231.0,JuSw,cast
2892,5412,17.0,6.0,199111161.0,DaCa,cast
2893,5413,17.0,6.0,199111161.0,MeHu,cast
2894,5414,17.0,6.0,199111161.0,KeNe,cast
2895,5415,17.0,6.0,199111161.0,DoPa,crew
2896,5416,17.0,6.0,199111161.0,JiPi,crew
2897,5417,17.0,6.0,199111161.0,MiSh,crew
2898,5418,17.0,6.0,199111161.0,DaSp,cast
2899,5420,17.0,5.0,199111021.0,ElCl,cast
2900,5421,17.0,5.0,199111021.0,ToDa,cast
2901,5422,17.0,5.0,199111021.0,SiFa,cast
2902,5423,17.0,5.0,199111021.0,ChFa,cast
2903,5424,17.0,5.0,199111021.0,ViJa,cast
2904,5425,17.0,5.0,199111021.0,MiMy,cast
2905,5426,17.0,5.0,199111021.0,KeNe,cast
2906,5427,17.0,3.0,199110121.0,DaCa,cast
2907,5428,17.0,3.0,199110121.0,ElCl,cast
2908,5429,17.0,3.0,199110121.0,ChFa,cast
2909,5430,17.0,3.0,199110121.0,AlFr,cast
2910,5431,17.0,3.0,199110121.0,PhHa,cast
2911,5433,17.0,3.0,199110121.0,WaHu,crew
2912,5434,17.0,3.0,199110121.0,TiMe,cast
2913,5435,17.0,3.0,199110121.0,KeNe,cast
2914,5436,17.0,3.0,199110121.0,DoPa,crew
2915,5437,17.0,3.0,199110121.0,ChRo,cast
2916,5439,17.0,4.0,199110261.0,John McLaughlin,cameo
2917,5440,17.0,4.0,199110261.0,DaCa,cast
2918,5441,17.0,4.0,199110261.0,ChFa,cast
2919,5442,17.0,4.0,199110261.0,PhHa,cast
2920,5443,17.0,4.0,199110261.0,MiMy,cast
2921,5444,17.0,4.0,199110261.0,KeNe,cast
2922,5446,17.0,5.0,199111021.0,JuSw,cast
2923,5456,17.0,1.0,199109281.0,DaCa,cast
2924,5457,17.0,1.0,199109281.0,PhHa,cast
2925,5458,17.0,1.0,199109281.0,MiMy,cast
2926,5502,18.0,18.0,199304171.0,ElCl,cast
2927,5503,18.0,18.0,199304171.0,ChFa,cast
2928,5504,18.0,18.0,199304171.0,AlFr,cast
2929,5505,18.0,18.0,199304171.0,PhHa,cast
2930,5506,18.0,18.0,199304171.0,MeHu,cast
2931,5507,18.0,18.0,199304171.0,TiMe,cast
2932,5508,18.0,18.0,199304171.0,MiMy,cast
2933,5509,18.0,18.0,199304171.0,KeNe,cast
2934,5510,18.0,18.0,199304171.0,ChRo,cast
2935,5511,18.0,18.0,199304171.0,AdSa,cast
2936,5512,18.0,18.0,199304171.0,RoSc,cast
2937,5513,18.0,18.0,199304171.0,RoSm,cast
2938,5514,18.0,18.0,199304171.0,DaSp,cast
2939,5515,18.0,18.0,199304171.0,JuSw,cast
2940,5521,18.0,17.0,199304101.0,ElCl,cast
2941,5522,18.0,17.0,199304101.0,ChFa,cast
2942,5523,18.0,17.0,199304101.0,PhHa,cast
2943,5524,18.0,17.0,199304101.0,MiMy,cast
2944,5525,18.0,17.0,199304101.0,JuSw,cast
2945,5529,18.0,16.0,199303201.0,Miranda Richardson,host
2946,5531,18.0,16.0,199303201.0,Stephen Rea,cameo
2947,5532,18.0,16.0,199303201.0,JuSw,cast
2948,5537,18.0,15.0,199303131.0,MeHu,cast
2949,5538,18.0,15.0,199303131.0,MiMy,cast
2950,5539,18.0,15.0,199303131.0,RoSc,cast
2951,5542,18.0,9.0,199212121.0,PhHa,cast
2952,5543,18.0,9.0,199212121.0,MiMy,cast
2953,5546,18.0,6.0,199211141.0,DaCa,cast
2954,5547,18.0,6.0,199211141.0,PhHa,cast
2955,5548,18.0,6.0,199211141.0,JuSw,cast
2956,5550,18.0,13.0,199302131.0,MiMy,cast
2957,5551,18.0,13.0,199302131.0,JuSw,cast
2958,5553,18.0,11.0,199301161.0,Madonna,music
2959,5556,18.0,7.0,199211211.0,DaCa,cast
2960,5557,18.0,7.0,199211211.0,PhHa,cast
2961,5559,18.0,8.0,199212051.0,DaCa,cast
2962,5560,18.0,8.0,199212051.0,MiMy,cast
2963,5563,18.0,3.0,199210101.0,DaCa,cast
2964,5564,18.0,3.0,199210101.0,DaCa,cast
2965,5565,18.0,3.0,199210101.0,PhHa,cast
2966,5566,18.0,3.0,199210101.0,TiMe,cast
2967,5567,18.0,3.0,199210101.0,AnMu,crew
2968,5568,18.0,3.0,199210101.0,KeNe,cast
2969,5569,18.0,3.0,199210101.0,DaSp,cast
2970,5570,18.0,3.0,199210101.0,JuSw,cast
2971,5572,18.0,3.0,199210101.0,GrTr,crew
2972,5575,18.0,4.0,199210241.0,DaCa,cast
2973,5576,18.0,4.0,199210241.0,PhHa,cast
2974,5578,18.0,5.0,199210311.0,DaCa,cast
2975,5579,18.0,5.0,199210311.0,ElCl,cast
2976,5580,18.0,5.0,199210311.0,TiMe,cast
2977,5581,18.0,5.0,199210311.0,KeNe,cast
2978,5582,18.0,5.0,199210311.0,AdSa,cast
2979,5583,18.0,5.0,199210311.0,RoSc,cast
2980,5584,18.0,5.0,199210311.0,JuSw,cast
2981,5588,18.0,2.0,199210031.0,DaCa,cast
2982,5594,19.0,19.0,199405071.0,ElCl,cast
2983,5595,19.0,19.0,199405071.0,ChFa,cast
2984,5596,19.0,19.0,199405071.0,PhHa,cast
2985,5597,19.0,19.0,199405071.0,MeHu,cast
2986,5598,19.0,19.0,199405071.0,MiMc,cast
2987,5599,19.0,19.0,199405071.0,JaMo,cast
2988,5600,19.0,19.0,199405071.0,AnMu,crew
2989,5601,19.0,19.0,199405071.0,AdSa,cast
2990,5603,19.0,19.0,199405071.0,SaSi,cast
2991,5607,19.0,16.0,199403191.0,Cindy Crawford,cameo
2992,5608,19.0,16.0,199403191.0,ElCl,cast
2993,5609,19.0,16.0,199403191.0,ChFa,cast
2994,5610,19.0,16.0,199403191.0,PhHa,cast
2995,5611,19.0,16.0,199403191.0,MeHu,cast
2996,5612,19.0,16.0,199403191.0,NoMa,cast
2997,5613,19.0,16.0,199403191.0,MiMc,cast
2998,5614,19.0,16.0,199403191.0,TiMe,cast
2999,5615,19.0,16.0,199403191.0,JaMo,cast
3000,5616,19.0,16.0,199403191.0,MiMy,cast
3001,5617,19.0,16.0,199403191.0,KeNe,cast
3002,5618,19.0,16.0,199403191.0,AdSa,cast
3003,5619,19.0,16.0,199403191.0,RoSc,cast
3004,5620,19.0,16.0,199403191.0,SaSi,cast
3005,5621,19.0,16.0,199403191.0,DaSp,cast
3006,5622,19.0,16.0,199403191.0,JuSw,cast
3007,5628,19.0,14.0,199402191.0,RoSc,cast
3008,5630,19.0,13.0,199402121.0,Alec Baldwin,host
3009,5632,19.0,13.0,199402121.0,Kim Basinger,host
3010,5634,19.0,13.0,199402121.0,DaAt,crew
3011,5635,19.0,13.0,199402121.0,ElCl,cast
3012,5636,19.0,13.0,199402121.0,ChFa,cast
3013,5637,19.0,13.0,199402121.0,PhHa,cast
3014,5638,19.0,13.0,199402121.0,MeHu,cast
3015,5640,19.0,13.0,199402121.0,StKo,crew
3016,5641,19.0,13.0,199402121.0,NoMa,cast
3017,5643,19.0,13.0,199402121.0,IaMG,crew
3018,5644,19.0,13.0,199402121.0,TiMe,cast
3019,5646,19.0,12.0,199402051.0,Patrick Stewart,host
3020,5647,19.0,13.0,199402121.0,JaMo,cast
3021,5648,19.0,13.0,199402121.0,MiMy,cast
3022,5649,19.0,13.0,199402121.0,KeNe,cast
3023,5650,19.0,13.0,199402121.0,AdSa,cast
3024,5651,19.0,13.0,199402121.0,RoSc,cast
3025,5652,19.0,13.0,199402121.0,DaSp,cast
3026,5653,19.0,13.0,199402121.0,JuSw,cast
3027,5654,19.0,12.0,199402051.0,ElCl,cast
3028,5655,19.0,12.0,199402051.0,PhHa,cast
3029,5656,19.0,12.0,199402051.0,TiMe,cast
3030,5657,19.0,12.0,199402051.0,SaSi,cast
3031,5658,19.0,13.0,199402121.0,FrWo,cast
3032,5660,19.0,12.0,199402051.0,JuSw,cast
3033,5663,19.0,15.0,199403121.0,ElCl,cast
3034,5664,19.0,15.0,199403121.0,PhHa,cast
3035,5665,19.0,15.0,199403121.0,TiMe,cast
3036,5666,19.0,15.0,199403121.0,MiMy,cast
3037,5667,19.0,15.0,199403121.0,KeNe,cast
3038,5668,19.0,15.0,199403121.0,JuSw,cast
3039,5670,19.0,11.0,199401151.0,ElCl,cast
3040,5671,19.0,11.0,199401151.0,MeHu,cast
3041,5672,19.0,11.0,199401151.0,MiMy,cast
3042,5673,19.0,11.0,199401151.0,JuSw,cast
3043,5675,19.0,10.0,199401081.0,DaAt,crew
3044,5676,19.0,10.0,199401081.0,ElCl,cast
3045,5677,19.0,10.0,199401081.0,ChFa,cast
3046,5678,19.0,10.0,199401081.0,TiMe,cast
3047,5679,19.0,10.0,199401081.0,AnMu,crew
3048,5680,19.0,10.0,199401081.0,KeNe,cast
3049,5681,19.0,9.0,199312111.0,AdSa,cast
3050,5694,19.0,8.0,199312041.0,Charlton Heston,host
3051,5695,19.0,8.0,199312041.0,JoDi,crew
3052,5696,19.0,8.0,199312041.0,ChFa,cast
3053,5697,19.0,8.0,199312041.0,PhHa,cast
3054,5698,19.0,8.0,199312041.0,MeHu,cast
3055,5699,19.0,6.0,199311131.0,PhHa,cast
3056,5701,19.0,5.0,199310301.0,MaSM,crew
3057,5702,19.0,5.0,199310301.0,JaMo,cast
3058,5703,19.0,5.0,199310301.0,MiMy,cast
3059,5704,19.0,5.0,199310301.0,SaSi,cast
3060,5706,19.0,3.0,199310091.0,Steven Tyler,music
3061,5708,19.0,3.0,199310091.0,Joe Perry,music
3062,5709,19.0,3.0,199310091.0,ElCl,cast
3063,5710,19.0,3.0,199310091.0,ChFa,cast
3064,5711,19.0,3.0,199310091.0,PhHa,cast
3065,5712,19.0,3.0,199310091.0,MeHu,cast
3066,5713,19.0,8.0,199312041.0,TiMe,cast
3067,5714,19.0,8.0,199312041.0,JaMo,cast
3068,5715,19.0,8.0,199312041.0,KeNe,cast
3069,5716,19.0,8.0,199312041.0,RoSc,cast
3070,5717,19.0,8.0,199312041.0,DaWi,crew
3071,5720,19.0,3.0,199310091.0,NoMa,cast
3072,5721,19.0,3.0,199310091.0,TiMe,cast
3073,5722,19.0,3.0,199310091.0,JaMo,cast
3074,5723,19.0,3.0,199310091.0,MiMy,cast
3075,5724,19.0,3.0,199310091.0,KeNe,cast
3076,5725,19.0,3.0,199310091.0,AdSa,cast
3077,5726,19.0,3.0,199310091.0,RoSc,cast
3078,5727,19.0,3.0,199310091.0,SaSi,cast
3079,5728,19.0,4.0,199310231.0,ChFa,cast
3080,5729,19.0,4.0,199310231.0,PhHa,cast
3081,5730,19.0,4.0,199310231.0,PhHa,cast
3082,5731,19.0,4.0,199310231.0,MeHu,cast
3083,5732,19.0,4.0,199310231.0,TiMe,cast
3084,5733,19.0,4.0,199310231.0,MiMy,cast
3085,5734,19.0,4.0,199310231.0,AdSa,cast
3086,5735,19.0,3.0,199310091.0,DaSp,cast
3087,5736,19.0,3.0,199310091.0,JuSw,cast
3088,5744,19.0,2.0,199310021.0,PhHa,cast
3089,5745,19.0,2.0,199310021.0,AdSa,cast
3090,5753,19.0,1.0,199309251.0,PhHa,cast
3091,5787,11.0,10.0,198602151.0,Jerry Hall,host
3092,5789,11.0,10.0,198602151.0,Mick Jagger,cameo
3093,5790,11.0,10.0,198602151.0,JoLo,cast
3094,5793,11.0,9.0,198602081.0,Ron Reagan,host
3095,5795,11.0,9.0,198602081.0,RaQu,cast
3096,5796,11.0,9.0,198602081.0,TeSw,cast
3097,5799,11.0,8.0,198601251.0,RoDJ,cast
3098,5800,11.0,8.0,198601251.0,JoLo,cast
3099,5801,11.0,8.0,198601251.0,DeMi,cast
3100,5802,11.0,8.0,198601251.0,AnMu,crew
3101,5803,11.0,8.0,198601251.0,RaQu,cast
3102,5804,11.0,8.0,198601251.0,TeSw,cast
3103,5807,11.0,17.0,198605171.0,Marvelous Marvin Hagler,guest
3104,5808,11.0,17.0,198605171.0,RoDJ,cast
3105,5810,11.0,17.0,198605171.0,AnMH,cast
3106,5811,11.0,17.0,198605171.0,JoLo,cast
3107,5812,11.0,17.0,198605171.0,DeMi,cast
3108,5813,11.0,17.0,198605171.0,AnMu,crew
3109,5814,11.0,17.0,198605171.0,RoSm,cast
3110,5816,11.0,18.0,198605241.0,Billy Martin,host
3111,5818,11.0,18.0,198605241.0,JoCu,cast
3112,5819,11.0,18.0,198605241.0,RoDJ,cast
3113,5820,11.0,18.0,198605241.0,NoDu,cast
3114,5821,11.0,18.0,198605241.0,RaQu,cast
3115,5822,11.0,18.0,198605241.0,TeSw,cast
3116,5824,11.0,11.0,198602221.0,Jay Leno,host
3117,5826,11.0,11.0,198602221.0,The Neville Brothers,music
3118,5828,11.0,11.0,198602221.0,Mike The Dog,guest
3119,5829,11.0,11.0,198602221.0,JiDo,cast
3120,5830,11.0,11.0,198602221.0,RoDJ,cast
3121,5831,11.0,11.0,198602221.0,NoDu,cast
3122,5832,11.0,7.0,198601181.0,AWBr,cast
3123,5833,11.0,7.0,198601181.0,JoCu,cast
3124,5834,11.0,7.0,198601181.0,ToDa,cast
3125,5835,11.0,7.0,198601181.0,JiDo,cast
3126,5836,11.0,7.0,198601181.0,NoDu,cast
3127,5838,11.0,7.0,198601181.0,CaLe,crew
3128,5839,11.0,7.0,198601181.0,JoLo,cast
3129,5840,11.0,7.0,198601181.0,DeMi,cast
3130,5841,11.0,7.0,198601181.0,RaQu,cast
3131,5842,11.0,8.0,198601251.0,DaWa,cast
3132,5846,11.0,18.0,198605241.0,DaVa,cast
3133,5848,11.0,11.0,198602221.0,JoLo,cast
3134,5849,11.0,11.0,198602221.0,RaQu,cast
3135,5851,11.0,11.0,198602221.0,JoSw,crew
3136,5852,11.0,7.0,198601181.0,RoSm,cast
3137,5853,11.0,7.0,198601181.0,JoSw,crew
3138,5855,11.0,11.0,198602221.0,TeSw,cast
3139,5857,11.0,16.0,198605101.0,Paul Simon,host
3140,5858,11.0,16.0,198605101.0,LeDG,crew
3141,5859,11.0,16.0,198605101.0,ChHa,crew
3142,5861,11.0,16.0,198605101.0,LePe,crew
3143,5863,11.0,16.0,198605101.0,LePi,crew
3144,5864,11.0,16.0,198605101.0,GESm,crew
3145,5866,11.0,16.0,198605101.0,StTu,crew
3146,5868,11.0,16.0,198605101.0,TBWo,crew
3147,5871,10.0,17.0,198504131.0,BiCr,cast
3148,5874,10.0,16.0,198504061.0,JiBe,cast
3149,5875,10.0,16.0,198504061.0,BiCr,cast
3150,5876,10.0,16.0,198504061.0,MaGr,cast
3151,5877,10.0,16.0,198504061.0,ChGu,cast
3152,5879,10.0,16.0,198504061.0,RiHa,cast
3153,5880,10.0,16.0,198504061.0,GaKr,cast
3154,5881,10.0,17.0,198504131.0,ChGu,cast
3155,5883,10.0,16.0,198504061.0,JuLD,cast
3156,5885,10.0,16.0,198504061.0,RbRi,crew
3157,5887,10.0,16.0,198504061.0,MaSh,cast
3158,5889,10.0,16.0,198504061.0,PaSt,cast
3159,5892,10.0,15.0,198503301.0,Mr. T,host
3160,5894,10.0,15.0,198503301.0,Hulk Hogan,host
3161,5895,10.0,15.0,198503301.0,JiBe,cast
3162,5896,10.0,15.0,198503301.0,BiCr,cast
3163,5897,10.0,15.0,198503301.0,MaGr,cast
3164,5898,10.0,15.0,198503301.0,RiHa,cast
3165,5899,10.0,15.0,198503301.0,GaKr,cast
3166,5901,11.0,1.0,198511091.0,Brandon Tartikoff,cameo
3167,5902,11.0,1.0,198511091.0,AnMH,cast
3168,5905,9.0,6.0,198311191.0,Jerry Lewis,host
3169,5906,9.0,6.0,198311191.0,MaGr,cast
3170,5907,9.0,6.0,198311191.0,TiKa,cast
3171,5908,9.0,6.0,198311191.0,GaKr,cast
3172,5909,9.0,6.0,198311191.0,JuLD,cast
3173,5910,9.0,6.0,198311191.0,EdMu,cast
3174,5911,9.0,6.0,198311191.0,JoPi,cast
3175,5912,10.0,15.0,198503301.0,JuLD,cast
3176,5913,10.0,15.0,198503301.0,MaSh,cast
3177,5914,10.0,15.0,198503301.0,PaSt,cast
3178,5927,9.0,18.0,198405051.0,Barry Bostwick,host
3179,5928,9.0,18.0,198405051.0,MaGr,cast
3180,5929,9.0,18.0,198405051.0,JuLD,cast
3181,5945,9.0,17.0,198404141.0,TiKa,cast
3182,5946,9.0,17.0,198404141.0,JoPi,cast
3183,5950,9.0,16.0,198404071.0,Michael Douglas,host
3184,5951,9.0,16.0,198404071.0,JoDi,crew
3185,5952,9.0,16.0,198404071.0,RoDu,cast
3186,5953,9.0,16.0,198404071.0,MaGr,cast
3187,5954,9.0,16.0,198404071.0,TiKa,cast
3188,5955,9.0,16.0,198404071.0,JoPi,cast
3189,5957,9.0,15.0,198403171.0,Ed Koch,cameo
3190,5958,9.0,15.0,198403171.0,AnBr,crew
3191,5959,9.0,15.0,198403171.0,MaGr,cast
3192,5960,9.0,15.0,198403171.0,BrHa,cast
3193,5962,9.0,15.0,198403171.0,NaHe,crew
3194,5964,9.0,14.0,198402251.0,Edwin Newman,host
3195,5965,9.0,14.0,198402251.0,JoDi,crew
3196,5966,9.0,14.0,198402251.0,EdMu,cast
3197,5967,9.0,14.0,198402251.0,JoPi,cast
3198,5968,9.0,15.0,198403171.0,TiKa,cast
3199,5969,9.0,15.0,198403171.0,GaKr,cast
3200,5970,9.0,15.0,198403171.0,JuLD,cast
3201,5971,9.0,15.0,198403171.0,AnSm,crew
3202,5973,9.0,10.0,198401211.0,AnBr,crew
3203,5974,9.0,10.0,198401211.0,JoDi,crew
3204,5975,9.0,10.0,198401211.0,MaGr,cast
3205,5976,9.0,10.0,198401211.0,BrHa,cast
3206,5977,9.0,10.0,198401211.0,NaHe,crew
3207,5978,9.0,10.0,198401211.0,TiKa,cast
3208,5980,9.0,13.0,198402181.0,JiBe,cast
3209,5983,9.0,11.0,198401281.0,JoPi,cast
3210,5986,9.0,12.0,198402111.0,Robin Williams,host
3211,5987,9.0,12.0,198402111.0,JiBe,cast
3212,5988,9.0,10.0,198401211.0,KeKe,crew
3213,5989,9.0,10.0,198401211.0,GaKr,cast
3214,5990,9.0,10.0,198401211.0,JuLD,cast
3215,5991,9.0,10.0,198401211.0,JoPi,cast
3216,5993,9.0,12.0,198402111.0,EdMu,cast
3217,5994,9.0,12.0,198402111.0,JoPi,cast
3218,5996,9.0,9.0,198401141.0,MaGr,cast
3219,5997,9.0,9.0,198401141.0,JoPi,cast
3220,6000,9.0,5.0,198311121.0,Teri Garr,host
3221,6001,9.0,5.0,198311121.0,RoDu,cast
3222,6002,9.0,5.0,198311121.0,MaGr,cast
3223,6003,9.0,5.0,198311121.0,JuLD,cast
3224,6006,9.0,8.0,198312101.0,Flip Wilson,host
3225,6007,9.0,8.0,198312101.0,EdMu,cast
3226,6008,9.0,8.0,198312101.0,JoPi,cast
3227,6012,9.0,7.0,198312031.0,Tom Smothers,host
3228,6014,9.0,7.0,198312031.0,Dick Smothers,host
3229,6016,9.0,7.0,198312031.0,Ron Luciano,cameo
3230,6018,9.0,7.0,198312031.0,Tom Seaver,cameo
3231,6019,9.0,7.0,198312031.0,JiBe,cast
3232,6020,9.0,7.0,198312031.0,RoDu,cast
3233,6021,9.0,7.0,198312031.0,MaGr,cast
3234,6022,9.0,7.0,198312031.0,BrHa,cast
3235,6023,9.0,7.0,198312031.0,TiKa,cast
3236,6024,9.0,7.0,198312031.0,GaKr,cast
3237,6025,9.0,7.0,198312031.0,JuLD,cast
3238,6026,9.0,7.0,198312031.0,JoPi,cast
3239,6029,9.0,3.0,198310221.0,John Candy,host
3240,6030,9.0,3.0,198310221.0,JiBe,cast
3241,6031,9.0,3.0,198310221.0,MaGr,cast
3242,6032,9.0,3.0,198310221.0,TiKa,cast
3243,6033,9.0,3.0,198310221.0,JuLD,cast
3244,6034,9.0,3.0,198310221.0,EdMu,cast
3245,6035,9.0,3.0,198310221.0,JoPi,cast
3246,6036,9.0,2.0,198310151.0,JuLD,cast
3247,6038,9.0,4.0,198311051.0,JoPi,cast
3248,6042,9.0,1.0,198310081.0,MaGr,cast
3249,6043,9.0,1.0,198310081.0,TiKa,cast
3250,6044,9.0,1.0,198310081.0,EdMu,cast
3251,6069,10.0,14.0,198502161.0,Pamela Sue Martin,host
3252,6070,10.0,14.0,198502161.0,JiBe,cast
3253,6078,10.0,13.0,198502091.0,RiHa,cast
3254,6081,10.0,9.0,198412151.0,MaGr,cast
3255,6083,10.0,11.0,198501191.0,PaSt,cast
3256,6084,10.0,12.0,198502021.0,JiBe,cast
3257,6085,10.0,12.0,198502021.0,BiCr,cast
3258,6086,10.0,12.0,198502021.0,BiCr,cast
3259,6088,10.0,12.0,198502021.0,LaDa,crew
3260,6090,10.0,12.0,198502021.0,AuPD,crew
3261,6091,10.0,12.0,198502021.0,RiHa,cast
3262,6092,10.0,12.0,198502021.0,GaKr,cast
3263,6093,10.0,12.0,198502021.0,JuLD,cast
3264,6094,10.0,12.0,198502021.0,BVRy,crew
3265,6096,10.0,12.0,198502021.0,DaWi,crew
3266,6099,10.0,8.0,198412081.0,Ringo Starr,host
3267,6100,10.0,8.0,198412081.0,AnBr,crew
3268,6101,10.0,8.0,198412081.0,MaGr,cast
3269,6102,10.0,8.0,198412081.0,KeKe,crew
3270,6103,10.0,8.0,198412081.0,GaKr,cast
3271,6104,10.0,8.0,198412081.0,JuLD,cast
3272,6105,10.0,8.0,198412081.0,MaSh,cast
3273,6106,10.0,10.0,198501121.0,BiCr,cast
3274,6107,10.0,10.0,198501121.0,RiHa,cast
3275,6108,10.0,10.0,198501121.0,RbRi,crew
3276,6111,10.0,6.0,198411171.0,Ed Asner,host
3277,6112,10.0,6.0,198411171.0,JiBe,cast
3278,6113,10.0,6.0,198411171.0,BiCr,cast
3279,6114,10.0,6.0,198411171.0,MaGr,cast
3280,6115,10.0,6.0,198411171.0,ChGu,cast
3281,6116,10.0,6.0,198411171.0,RiHa,cast
3282,6117,10.0,7.0,198412011.0,JiBe,cast
3283,6118,10.0,7.0,198412011.0,HaSh,cast
3284,6120,10.0,8.0,198412081.0,PaSt,cast
3285,6122,10.0,6.0,198411171.0,GaKr,cast
3286,6123,10.0,6.0,198411171.0,JuLD,cast
3287,6124,10.0,6.0,198411171.0,PaSt,cast
3288,6127,10.0,5.0,198411101.0,GaKr,cast
3289,6129,10.0,4.0,198411031.0,MaGr,cast
3290,6132,10.0,3.0,198410201.0,Jesse Jackson,host
3291,6133,10.0,3.0,198410201.0,BiCr,cast
3292,6135,10.0,1.0,198410061.0,ChGu,cast
3293,6136,10.0,1.0,198410061.0,HaSh,cast
3294,6137,10.0,1.0,198410061.0,MaSh,cast
3295,6139,11.0,15.0,198604191.0,RoDJ,cast
3296,6140,11.0,15.0,198604191.0,AnMH,cast
3297,6141,11.0,15.0,198604191.0,RaQu,cast
3298,6143,10.0,2.0,198410131.0,ChGu,cast
3299,6144,10.0,2.0,198410131.0,MaSh,cast
3300,6145,10.0,2.0,198410131.0,PaSt,cast
3301,6149,11.0,14.0,198604121.0,Oprah Winfrey,host
3302,6150,11.0,14.0,198604121.0,LoMi,crew
3303,6151,11.0,14.0,198604121.0,DaVa,cast
3304,6155,11.0,13.0,198603221.0,JoCu,cast
3305,6156,11.0,13.0,198603221.0,RoDJ,cast
3306,6157,11.0,13.0,198603221.0,NoDu,cast
3307,6158,11.0,13.0,198603221.0,AnMH,cast
3308,6159,11.0,13.0,198603221.0,JoLo,cast
3309,6160,11.0,13.0,198603221.0,LoMi,crew
3310,6161,11.0,13.0,198603221.0,RaQu,cast
3311,6162,11.0,13.0,198603221.0,TeSw,cast
3312,6163,11.0,13.0,198603221.0,DaVa,cast
3313,6167,11.0,12.0,198603151.0,JoLo,cast
3314,6169,11.0,6.0,198512211.0,CaLe,crew
3315,6170,11.0,6.0,198512211.0,DaVa,cast
3316,6171,11.0,6.0,198512211.0,DaWa,cast
3317,6173,11.0,2.0,198511161.0,Chevy Chase,host
3318,6174,11.0,2.0,198511161.0,RoDJ,cast
3319,6175,11.0,2.0,198511161.0,AnMH,cast
3320,6176,11.0,2.0,198511161.0,JoLo,cast
3321,6177,11.0,2.0,198511161.0,DoNo,cast
3322,6178,11.0,4.0,198512071.0,John Lithgow,host
3323,6179,11.0,4.0,198512071.0,RoDJ,cast
3324,6180,11.0,4.0,198512071.0,RaQu,cast
3325,6182,11.0,2.0,198511161.0,RaQu,cast
3326,6183,11.0,2.0,198511161.0,TeSw,cast
3327,6185,11.0,2.0,198511161.0,DaVi,cast
3328,6186,11.0,2.0,198511161.0,DaWa,cast
3329,6189,11.0,3.0,198511231.0,Pee-Wee Herman,host
3330,6190,11.0,3.0,198511231.0,JoCu,cast
3331,6191,11.0,3.0,198511231.0,RoDJ,cast
3332,6192,11.0,3.0,198511231.0,NoDu,cast
3333,6193,11.0,3.0,198511231.0,AnMH,cast
3334,6194,11.0,3.0,198511231.0,JoLo,cast
3335,6195,11.0,3.0,198511231.0,DaVa,cast
