,index,sid,eid,tid,aid,actorType
2360,4384,21.0,8.0,199512091.0,DaKo,cast
2361,4385,21.0,8.0,199512091.0,TiMe,cast
2362,4386,21.0,8.0,199512091.0,ChOt,cast
2363,4390,21.0,9.0,199512161.0,DaHa,cast
2364,4391,21.0,9.0,199512161.0,NoMa,cast
2365,4392,21.0,9.0,199512161.0,MaMc,cast
2366,4393,21.0,9.0,199512161.0,TiMe,cast
2367,4394,21.0,9.0,199512161.0,ChOt,cast
2368,4395,21.0,3.0,199510211.0,JiBr,cast
2369,4396,21.0,3.0,199510211.0,WiFe,cast
2370,4397,21.0,9.0,199512161.0,MoSh,cast
2371,4399,21.0,3.0,199510211.0,DaHa,cast
2372,4400,21.0,3.0,199510211.0,DaKo,cast
2373,4401,21.0,3.0,199510211.0,AdMc,crew
2374,4402,21.0,3.0,199510211.0,TiMe,cast
2375,4403,21.0,2.0,199510071.0,WiFe,cast
2376,4404,21.0,2.0,199510071.0,DaHa,cast
2377,4405,21.0,2.0,199510071.0,DaKo,cast
2378,4406,21.0,2.0,199510071.0,TiMe,cast
2379,4407,21.0,3.0,199510211.0,NaWa,cast
2380,4413,21.0,1.0,199509301.0,JiBr,cast
2381,4414,21.0,1.0,199509301.0,WiFe,cast
2382,4415,21.0,1.0,199509301.0,StHi,crew
2383,4416,21.0,1.0,199509301.0,DaKo,cast
2384,4417,21.0,1.0,199509301.0,John Henry Kurtz,unknown
2385,4418,21.0,1.0,199509301.0,MaMc,cast
2386,4419,21.0,1.0,199509301.0,TiMe,cast
2387,4469,23.0,18.0,199804111.0,Greg Kinnear,host
2388,4470,23.0,18.0,199804111.0,AnGa,cast
2389,4471,23.0,18.0,199804111.0,StHi,crew
2390,4476,23.0,17.0,199804041.0,Lewis Lapham,cameo
2391,4477,23.0,17.0,199804041.0,JiBr,cast
2392,4478,23.0,17.0,199804041.0,WiFe,cast
2393,4479,23.0,17.0,199804041.0,AnGa,cast
2394,4480,23.0,17.0,199804041.0,DaHa,cast
2395,4481,23.0,17.0,199804041.0,TiMe,cast
2396,4482,23.0,17.0,199804041.0,TiMe,cast
2397,4483,23.0,17.0,199804041.0,TiMe,cast
2398,4484,23.0,17.0,199804041.0,ChOt,cast
2399,4485,23.0,17.0,199804041.0,MoSh,cast
2400,4492,23.0,16.0,199803141.0,WiFe,cast
2401,4493,23.0,16.0,199803141.0,DaHa,cast
2402,4496,23.0,15.0,199803071.0,JiBr,cast
2403,4497,23.0,15.0,199803071.0,JiBr,cast
2404,4499,23.0,15.0,199803071.0,RoCa,crew
2405,4500,23.0,15.0,199803071.0,WiFe,cast
2406,4502,23.0,15.0,199803071.0,WiFe,cast
2407,4503,23.0,15.0,199803071.0,TiFe,cast
2408,4504,23.0,15.0,199803071.0,AnGa,cast
2409,4506,23.0,15.0,199803071.0,ToGi,crew
2410,4507,23.0,15.0,199803071.0,DaHa,cast
2411,4508,23.0,15.0,199803071.0,ChKa,cast
2412,4509,23.0,15.0,199803071.0,NoMa,cast
2413,4510,23.0,15.0,199803071.0,TiMe,cast
2414,4512,23.0,15.0,199803071.0,LoNa,crew
2415,4513,23.0,15.0,199803071.0,ChOt,cast
2416,4514,23.0,15.0,199803071.0,CoQu,cast
2417,4515,23.0,15.0,199803071.0,MoSh,cast
2418,4516,23.0,15.0,199803071.0,MoSh,cast
2419,4518,23.0,15.0,199803071.0,MiSh,crew
2420,4521,23.0,14.0,199802281.0,WiFe,cast
2421,4522,23.0,14.0,199802281.0,DaHa,cast
2422,4523,23.0,14.0,199802281.0,TiMe,cast
2423,4524,23.0,14.0,199802281.0,MoSh,cast
2424,4527,23.0,9.0,199712131.0,Helen Hunt,host
2425,4528,23.0,9.0,199712131.0,WiFe,cast
2426,4529,23.0,9.0,199712131.0,AnGa,cast
2427,4530,23.0,9.0,199712131.0,TiMe,cast
2428,4532,23.0,13.0,199802141.0,AnGa,cast
2429,4533,23.0,13.0,199802141.0,DaHa,cast
2430,4534,23.0,13.0,199802141.0,StHi,crew
2431,4535,23.0,13.0,199802141.0,ChKa,cast
2432,4536,23.0,13.0,199802141.0,TiMe,cast
2433,4537,23.0,13.0,199802141.0,MoSh,cast
2434,4543,23.0,10.0,199801101.0,WiFe,cast
2435,4544,23.0,10.0,199801101.0,DaHa,cast
2436,4546,23.0,11.0,199801171.0,WiFe,cast
2437,4547,23.0,11.0,199801171.0,AnGa,cast
2438,4548,23.0,11.0,199801171.0,ChKa,cast
2439,4549,23.0,11.0,199801171.0,TiMe,cast
2440,4550,23.0,11.0,199801171.0,MoSh,cast
2441,4552,23.0,8.0,199712061.0,JiBr,cast
2442,4553,23.0,8.0,199712061.0,WiFe,cast
2443,4554,23.0,8.0,199712061.0,AnGa,cast
2444,4555,23.0,8.0,199712061.0,DaHa,cast
2445,4556,23.0,8.0,199712061.0,ChKa,cast
2446,4557,23.0,8.0,199712061.0,ChOt,cast
2447,4558,23.0,8.0,199712061.0,MoSh,cast
2448,4559,23.0,6.0,199711151.0,WiFe,cast
2449,4560,23.0,6.0,199711151.0,AnGa,cast
2450,4561,23.0,6.0,199711151.0,DaHa,cast
2451,4562,23.0,6.0,199711151.0,ChOt,cast
2452,4564,23.0,5.0,199711081.0,JiBr,cast
2453,4565,23.0,5.0,199711081.0,WiFe,cast
2454,4566,23.0,5.0,199711081.0,DaHa,cast
2455,4567,23.0,5.0,199711081.0,DaHa,cast
2456,4568,23.0,5.0,199711081.0,ChKa,cast
2457,4571,23.0,7.0,199711221.0,Rudy Giuliani,host
2458,4572,23.0,7.0,199711221.0,ChKa,cast
2459,4573,23.0,7.0,199711221.0,CoQu,cast
2460,4574,23.0,7.0,199711221.0,MoSh,cast
2461,4579,23.0,3.0,199710181.0,WiFe,cast
2462,4580,23.0,3.0,199710181.0,DaHa,cast
2463,4581,23.0,3.0,199710181.0,TiMe,cast
2464,4584,23.0,4.0,199710251.0,Chris Farley,host
2465,4585,23.0,4.0,199710251.0,Chevy Chase,cameo
2466,4586,23.0,4.0,199710251.0,TiMe,cast
2467,4587,23.0,4.0,199710251.0,LoMi,crew
2468,4589,23.0,2.0,199710041.0,WiFe,cast
2469,4590,23.0,2.0,199710041.0,ChOt,cast
2470,4592,23.0,1.0,199709271.0,NoMa,cast
2471,4593,23.0,1.0,199709271.0,TiMe,cast
2472,4594,23.0,1.0,199709271.0,TrMo,cast
2473,4595,23.0,1.0,199709271.0,MoSh,cast
2474,4647,19.0,20.0,199405141.0,Heather Locklear,host
2475,4649,19.0,20.0,199405141.0,MaSM,crew
2476,4650,19.0,20.0,199405141.0,JaMo,cast
2477,4651,19.0,20.0,199405141.0,MiMy,cast
2478,4653,16.0,20.0,199105181.0,SpFe,crew
2479,4654,16.0,20.0,199105181.0,MaKl,crew
2480,4655,16.0,20.0,199105181.0,LoMi,crew
2481,4658,16.0,19.0,199105111.0,DaCa,cast
2482,4661,16.0,20.0,199105181.0,DeMi,cast
2483,4664,16.0,17.0,199104131.0,PhHa,cast
2484,4665,16.0,17.0,199104131.0,PhHa,cast
2485,4667,16.0,17.0,199104131.0,JaHo,cast
2486,4668,16.0,17.0,199104131.0,KeNe,cast
2487,4669,18.0,19.0,199305081.0,MaSM,crew
2488,4670,18.0,19.0,199305081.0,MiMy,cast
2489,4671,18.0,19.0,199305081.0,RoSm,cast
2490,4673,18.0,19.0,199305081.0,JuSw,cast
2491,4677,16.0,18.0,199104201.0,Steven Seagal,host
2492,4678,16.0,18.0,199104201.0,DaCa,cast
2493,4679,16.0,18.0,199104201.0,PhHa,cast
2494,4680,16.0,18.0,199104201.0,KeNe,cast
2495,4682,16.0,16.0,199103231.0,DaCa,cast
2496,4683,16.0,16.0,199103231.0,PhHa,cast
2497,4684,16.0,16.0,199103231.0,MiMy,cast
2498,4685,16.0,16.0,199103231.0,KeNe,cast
2499,4688,12.0,20.0,198705231.0,Dennis Hopper,host
2500,4689,12.0,20.0,198705231.0,DaCa,cast
2501,4690,12.0,20.0,198705231.0,PhHa,cast
2502,4692,12.0,20.0,198705231.0,JoLo,cast
2503,4694,14.0,19.0,198905131.0,DaCa,cast
2504,4695,14.0,19.0,198905131.0,ToDa,cast
2505,4696,14.0,19.0,198905131.0,PhHa,cast
2506,4697,14.0,19.0,198905131.0,JoLo,cast
2507,4698,14.0,19.0,198905131.0,MiMy,cast
2508,4699,14.0,19.0,198905131.0,KeNe,cast
2509,4701,15.0,20.0,199005191.0,DaCa,cast
2510,4703,14.0,18.0,198904221.0,DaCa,cast
2511,4708,15.0,19.0,199005121.0,Andrew Dice Clay,host
2512,4709,15.0,19.0,199005121.0,DaCa,cast
2513,4710,15.0,19.0,199005121.0,JoLo,cast
2514,4711,15.0,19.0,199005121.0,MaMc,cast
2515,4716,12.0,19.0,198705161.0,PhHa,cast
2516,4717,12.0,19.0,198705161.0,JaHo,cast
2517,4718,12.0,19.0,198705161.0,JoLo,cast
2518,4719,12.0,19.0,198705161.0,KeNe,cast
2519,4720,12.0,19.0,198705161.0,RoSm,cast
2520,4721,12.0,19.0,198705161.0,AkYo,crew
2521,4724,14.0,20.0,198905201.0,DaCa,cast
2522,4728,13.0,13.0,198802271.0,Judge Reinhold,host
2523,4729,13.0,13.0,198802271.0,DaCa,cast
2524,4730,13.0,13.0,198802271.0,PhHa,cast
2525,4731,13.0,13.0,198802271.0,KeNe,cast
2526,4739,13.0,12.0,198802201.0,Tom Hanks,host
2527,4740,13.0,12.0,198802201.0,DaCa,cast
2528,4741,13.0,12.0,198802201.0,PhHa,cast
2529,4742,13.0,12.0,198802201.0,JaHo,cast
2530,4745,13.0,7.0,198712121.0,DaCa,cast
2531,4746,13.0,7.0,198712121.0,PhHa,cast
2532,4747,13.0,7.0,198712121.0,KeNe,cast
2533,4748,13.0,10.0,198801301.0,DaCa,cast
2534,4750,13.0,10.0,198801301.0,NoDu,cast
2535,4751,13.0,10.0,198801301.0,PhHa,cast
2536,4753,13.0,10.0,198801301.0,BoOd,crew
2537,4756,13.0,10.0,198801301.0,JiPi,crew
2538,4757,13.0,10.0,198801301.0,JoZo,crew
2539,4762,13.0,3.0,198710311.0,Ric Ocasek,music
2540,4764,13.0,3.0,198710311.0,Elvira,guest
2541,4765,13.0,3.0,198710311.0,DaCa,cast
2542,4767,13.0,9.0,198801231.0,DaCa,cast
2543,4768,13.0,9.0,198801231.0,KeNe,cast
2544,4770,13.0,8.0,198712191.0,Paul Simon,host
2545,4772,13.0,8.0,198712191.0,AWBr,cast
2546,4773,13.0,8.0,198712191.0,DaCa,cast
2547,4774,13.0,8.0,198712191.0,ToDa,cast
2548,4775,13.0,8.0,198712191.0,PhHa,cast
2549,4776,13.0,8.0,198712191.0,JaHo,cast
2550,4777,13.0,8.0,198712191.0,JoLo,cast
2551,4778,13.0,8.0,198712191.0,DeMi,cast
2552,4779,13.0,8.0,198712191.0,KeNe,cast
2553,4782,13.0,4.0,198711141.0,DaCa,cast
2554,4783,13.0,4.0,198711141.0,PhHa,cast
2555,4784,13.0,5.0,198711211.0,DaCa,cast
2556,4785,13.0,5.0,198711211.0,AlFr,cast
2557,4786,13.0,5.0,198711211.0,DoPa,crew
2558,4788,13.0,4.0,198711141.0,ViJa,cast
2559,4789,13.0,4.0,198711141.0,JoLo,cast
2560,4793,13.0,1.0,198710171.0,DaCa,cast
2561,4794,13.0,1.0,198710171.0,PhHa,cast
2562,4795,13.0,1.0,198710171.0,JoLo,cast
2563,4797,12.0,18.0,198705091.0,Mark Harmon,host
2564,4798,12.0,18.0,198705091.0,NoDu,cast
2565,4799,12.0,18.0,198705091.0,PhHa,cast
2566,4801,12.0,18.0,198705091.0,PhHa,cast
2567,4802,12.0,18.0,198705091.0,JaHo,cast
2568,4803,12.0,18.0,198705091.0,ViJa,cast
2569,4804,12.0,18.0,198705091.0,JoLo,cast
2570,4810,13.0,2.0,198710241.0,Sean Penn,host
2571,4812,13.0,2.0,198710241.0,LL Cool J,music
2572,4813,13.0,2.0,198710241.0,JoDi,crew
2573,4818,12.0,16.0,198704111.0,John Lithgow,host
2574,4819,12.0,16.0,198704111.0,DaCa,cast
2575,4820,12.0,16.0,198704111.0,NoDu,cast
2576,4821,12.0,16.0,198704111.0,PhHa,cast
2577,4822,12.0,16.0,198704111.0,JaHo,cast
2578,4823,12.0,16.0,198704111.0,JoLo,cast
2579,4824,12.0,16.0,198704111.0,KeNe,cast
2580,4828,12.0,17.0,198704181.0,John Larroquette,host
2581,4829,12.0,17.0,198704181.0,DaCa,cast
2582,4830,12.0,17.0,198704181.0,NoDu,cast
2583,4831,12.0,17.0,198704181.0,JaHo,cast
2584,4835,12.0,15.0,198703281.0,Charlton Heston,host
2585,4836,12.0,15.0,198703281.0,PhHa,cast
2586,4837,12.0,15.0,198703281.0,JaHo,cast
2587,4840,12.0,14.0,198703211.0,Bill Murray,host
2588,4841,12.0,14.0,198703211.0,BiMc,crew
2589,4842,12.0,14.0,198703211.0,LoMi,crew
2590,4843,12.0,14.0,198703211.0,RoSm,cast
2591,4847,12.0,12.0,198702211.0,DaCa,cast
2592,4848,12.0,12.0,198702211.0,PhHa,cast
2593,4849,12.0,12.0,198702211.0,JoLo,cast
2594,4851,12.0,11.0,198702141.0,PhHa,cast
2595,4853,12.0,13.0,198702281.0,PhHa,cast
2596,4854,12.0,13.0,198702281.0,JaHo,cast
2597,4855,12.0,13.0,198702281.0,KeNe,cast
2598,4859,12.0,10.0,198701311.0,Paul Shaffer,host
2599,4860,12.0,10.0,198701311.0,DaCa,cast
2600,4861,12.0,10.0,198701311.0,NoDu,cast
2601,4862,12.0,10.0,198701311.0,JoLo,cast
2602,4867,12.0,9.0,198701241.0,Walter Payton,host
2603,4868,12.0,9.0,198701241.0,DaCa,cast
2604,4869,12.0,9.0,198701241.0,PhHa,cast
2605,4870,12.0,9.0,198701241.0,JoLo,cast
2606,4873,12.0,7.0,198612131.0,AWBr,cast
2607,4874,12.0,7.0,198612131.0,DaCa,cast
2608,4875,12.0,7.0,198612131.0,PhHa,cast
2609,4876,12.0,7.0,198612131.0,JoLo,cast
2610,4877,12.0,7.0,198612131.0,KeNe,cast
2611,4880,12.0,6.0,198612061.0,Chevy Chase,host
2612,4881,12.0,6.0,198612061.0,Steve Martin,host
2613,4883,12.0,6.0,198612061.0,Martin Short,host
2614,4884,12.0,6.0,198612061.0,KeNe,cast
2615,4889,12.0,4.0,198611151.0,Sam Kinison,host
2616,4891,12.0,4.0,198611151.0,Seka,cameo
2617,4893,12.0,4.0,198611151.0,AnBr,crew
2618,4894,12.0,4.0,198611151.0,DaCa,cast
2619,4895,12.0,4.0,198611151.0,NoDu,cast
2620,4896,12.0,4.0,198611151.0,PhHa,cast
2621,4897,12.0,4.0,198611151.0,RoSm,cast
2622,4903,12.0,3.0,198611081.0,Ron Darling,filmed
2623,4904,12.0,3.0,198611081.0,DoPa,crew
2624,4905,12.0,2.0,198610181.0,AWBr,cast
2625,4906,12.0,2.0,198610181.0,PhHa,cast
2626,4908,14.0,17.0,198904151.0,DaCa,cast
2627,4909,14.0,17.0,198904151.0,NoDu,cast
2628,4910,14.0,17.0,198904151.0,AlFr,cast
2629,4911,14.0,17.0,198904151.0,PhHa,cast
2630,4912,14.0,17.0,198904151.0,ViJa,cast
2631,4913,14.0,17.0,198904151.0,JoLo,cast
2632,4915,14.0,17.0,198904151.0,KeNe,cast
2633,4917,14.0,17.0,198904151.0,BeSt,cast
2634,4921,12.0,1.0,198610111.0,Madonna,cameo
2635,4925,14.0,16.0,198904011.0,DaCa,cast
2636,4926,14.0,16.0,198904011.0,PhHa,cast
2637,4927,14.0,16.0,198904011.0,KeNe,cast
2638,4928,14.0,16.0,198904011.0,BeSt,cast
2639,4932,14.0,11.0,198901281.0,DaCa,cast
2640,4935,14.0,14.0,198902251.0,Glenn Close,host
2641,4936,14.0,14.0,198902251.0,PhHa,cast
2642,4937,14.0,14.0,198902251.0,JaHo,cast
2643,4938,14.0,14.0,198902251.0,JoLo,cast
2644,4940,14.0,15.0,198903251.0,PhHa,cast
2645,4941,14.0,15.0,198903251.0,PhHa,cast
2646,4942,14.0,15.0,198903251.0,JoLo,cast
2647,4943,14.0,15.0,198903251.0,KeNe,cast
2648,4946,14.0,12.0,198902111.0,Ted Danson,host
2649,4947,14.0,12.0,198902111.0,DaCa,cast
2650,4948,14.0,12.0,198902111.0,PhHa,cast
2651,4949,14.0,12.0,198902111.0,JaHo,cast
2652,4950,14.0,12.0,198902111.0,JoLo,cast
2653,4951,14.0,12.0,198902111.0,KeNe,cast
2654,4954,14.0,13.0,198902181.0,DaCa,cast
2655,4955,14.0,13.0,198902181.0,PhHa,cast
2656,4956,14.0,13.0,198902181.0,JaHo,cast
2657,4957,14.0,13.0,198902181.0,JoLo,cast
2658,4962,14.0,10.0,198901211.0,DaCa,cast
2659,4963,14.0,10.0,198901211.0,PhHa,cast
2660,4964,14.0,10.0,198901211.0,JoLo,cast
2661,4965,14.0,10.0,198901211.0,KeNe,cast
2662,4967,14.0,8.0,198812101.0,PhHa,cast
2663,4968,14.0,8.0,198812101.0,JaHo,cast
2664,4969,14.0,8.0,198812101.0,AnMu,crew
2665,4973,14.0,7.0,198812031.0,Danny DeVito,host
2666,4975,14.0,7.0,198812031.0,Arnold Schwarzenegger,cameo
2667,4976,14.0,7.0,198812031.0,DaCa,cast
2668,4977,14.0,7.0,198812031.0,PhHa,cast
2669,4978,14.0,7.0,198812031.0,KeNe,cast
2670,4980,14.0,9.0,198812171.0,DaCa,cast
2671,4981,14.0,9.0,198812171.0,JoLo,cast
2672,4987,14.0,5.0,198811121.0,Kirsten Dunst,cameo
2673,4988,14.0,5.0,198811121.0,DaCa,cast
2674,4992,14.0,6.0,198811191.0,DaCa,cast
2675,4993,14.0,6.0,198811191.0,DaCa,cast
2676,4994,14.0,6.0,198811191.0,NoDu,cast
2677,4995,14.0,6.0,198811191.0,PhHa,cast
2678,4996,14.0,6.0,198811191.0,JaHo,cast
2679,4997,14.0,6.0,198811191.0,JoLo,cast
2680,4998,14.0,6.0,198811191.0,AnMu,crew
2681,4999,14.0,6.0,198811191.0,KeNe,cast
2682,5003,14.0,4.0,198811051.0,Matthew Modine,host
2683,5004,14.0,4.0,198811051.0,AWBr,cast
2684,5005,14.0,4.0,198811051.0,DaCa,cast
2685,5006,14.0,3.0,198810221.0,DaCa,cast
2686,5007,14.0,3.0,198810221.0,NoDu,cast
2687,5008,14.0,3.0,198810221.0,PhHa,cast
2688,5009,14.0,3.0,198810221.0,JaHo,cast
2689,5010,14.0,3.0,198810221.0,JoLo,cast
2690,5011,14.0,4.0,198811051.0,PhHa,cast
2691,5012,14.0,4.0,198811051.0,JoLo,cast
2692,5013,14.0,4.0,198811051.0,DeMi,cast
2693,5014,14.0,4.0,198811051.0,KeNe,cast
2694,5016,14.0,3.0,198810221.0,KeNe,cast
2695,5020,14.0,1.0,198810081.0,DaCa,cast
2696,5021,14.0,1.0,198810081.0,PhHa,cast
2697,5022,14.0,1.0,198810081.0,KeNe,cast
2698,5026,15.0,17.0,199004141.0,PhHa,cast
2699,5027,15.0,17.0,199004141.0,JaHo,cast
2700,5029,15.0,15.0,199003171.0,Rob Lowe,host
2701,5030,15.0,15.0,199003171.0,DaCa,cast
2702,5031,15.0,17.0,199004141.0,KeNe,cast
2703,5032,15.0,17.0,199004141.0,DoPa,crew
2704,5034,15.0,15.0,199003171.0,JoDi,crew
2705,5035,15.0,15.0,199003171.0,ViJa,cast
2706,5036,15.0,15.0,199003171.0,LoMi,crew
2707,5037,15.0,15.0,199003171.0,KeNe,cast
2708,5040,15.0,18.0,199004211.0,DaCa,cast
2709,5042,15.0,16.0,199003241.0,PhHa,cast
2710,5043,15.0,16.0,199003241.0,ViJa,cast
2711,5047,15.0,14.0,199002241.0,Fred Savage,host
2712,5048,15.0,14.0,199002241.0,DaCa,cast
2713,5049,15.0,14.0,199002241.0,PhHa,cast
2714,5050,15.0,14.0,199002241.0,PhHa,cast
2715,5051,15.0,14.0,199002241.0,JaHo,cast
2716,5055,15.0,13.0,199002171.0,PhHa,cast
2717,5056,15.0,13.0,199002171.0,JaHo,cast
2718,5057,15.0,13.0,199002171.0,ViJa,cast
2719,5062,15.0,12.0,199002101.0,DaCa,cast
2720,5063,15.0,12.0,199002101.0,PhHa,cast
2721,5064,15.0,12.0,199002101.0,KeNe,cast
2722,5072,15.0,9.0,198912161.0,PhHa,cast
2723,5073,15.0,9.0,198912161.0,KeNe,cast
2724,5075,15.0,10.0,199001131.0,DaCa,cast
2725,5076,15.0,10.0,199001131.0,ToDa,cast
2726,5077,15.0,10.0,199001131.0,JoLo,cast
2727,5080,15.0,5.0,198911111.0,Chris Evert,host
2728,5081,15.0,5.0,198911111.0,JoLo,cast
2729,5088,15.0,8.0,198912091.0,DaCa,cast
2730,5090,15.0,8.0,198912091.0,JeRe,crew
2731,5092,15.0,6.0,198911181.0,NoDu,cast
2732,5093,15.0,6.0,198911181.0,PhHa,cast
2733,5094,15.0,6.0,198911181.0,ViJa,cast
2734,5096,15.0,7.0,198912021.0,DaCa,cast
2735,5097,15.0,7.0,198912021.0,PhHa,cast
2736,5098,15.0,7.0,198912021.0,JoLo,cast
2737,5099,15.0,7.0,198912021.0,MiMy,cast
2738,5101,15.0,4.0,198910281.0,DaCa,cast
2739,5102,15.0,4.0,198910281.0,PhHa,cast
2740,5103,15.0,4.0,198910281.0,JaHo,cast
2741,5104,15.0,4.0,198910281.0,ViJa,cast
2742,5105,15.0,11.0,199001201.0,DaCa,cast
2743,5106,15.0,11.0,199001201.0,PhHa,cast
2744,5107,15.0,11.0,199001201.0,PhHa,cast
2745,5108,15.0,11.0,199001201.0,JoLo,cast
2746,5112,15.0,3.0,198910211.0,Kathleen Turner,host
2747,5113,15.0,3.0,198910211.0,PhHa,cast
2748,5114,15.0,3.0,198910211.0,KeNe,cast
2749,5135,15.0,1.0,198909301.0,DaCa,cast
2750,5145,16.0,11.0,199101191.0,DaCa,cast
2751,5146,16.0,11.0,199101191.0,MiMy,cast
2752,5148,16.0,9.0,199012151.0,DaCa,cast
2753,5150,16.0,14.0,199102231.0,DaCa,cast
2754,5151,16.0,14.0,199102231.0,ChFa,cast
2755,5153,16.0,14.0,199102231.0,Joel Godard,unknown
2756,5154,16.0,14.0,199102231.0,PhHa,cast
2757,5155,16.0,14.0,199102231.0,JaHo,cast
2758,5156,16.0,14.0,199102231.0,KeNe,cast
2759,5158,16.0,13.0,199102161.0,PhHa,cast
2760,5159,16.0,13.0,199102161.0,TiMe,cast
2761,5160,16.0,13.0,199102161.0,KeNe,cast
2762,5162,16.0,13.0,199102161.0,AnRo,crew
2763,5163,16.0,13.0,199102161.0,DaSp,cast
2764,5165,16.0,12.0,199102091.0,DaCa,cast
2765,5166,16.0,12.0,199102091.0,ToDa,cast
2766,5167,16.0,12.0,199102091.0,ChFa,cast
2767,5168,16.0,12.0,199102091.0,PhHa,cast
2768,5169,16.0,12.0,199102091.0,JaHo,cast
2769,5170,16.0,12.0,199102091.0,TiMe,cast
2770,5171,16.0,12.0,199102091.0,MiMy,cast
2771,5172,16.0,12.0,199102091.0,KeNe,cast
2772,5174,16.0,12.0,199102091.0,CoOB,crew
2773,5176,16.0,12.0,199102091.0,RoSc,cast
2774,5177,16.0,12.0,199102091.0,JuSw,cast
2775,5180,16.0,8.0,199012081.0,KeNe,cast
2776,5181,16.0,8.0,199012081.0,DoPa,crew
2777,5184,16.0,4.0,199010271.0,Patrick Swayze,host
2778,5185,16.0,4.0,199010271.0,PhHa,cast
2779,5186,16.0,4.0,199010271.0,JaHo,cast
2780,5187,16.0,4.0,199010271.0,GESm,crew
2781,5191,16.0,7.0,199012011.0,John Goodman,host
2782,5192,16.0,7.0,199012011.0,DaCa,cast
2783,5193,16.0,7.0,199012011.0,PhHa,cast
2784,5195,16.0,5.0,199011101.0,DaCa,cast
2785,5196,16.0,5.0,199011101.0,JeRe,crew
2786,5198,16.0,1.0,199009291.0,DaCa,cast
2787,5199,16.0,1.0,199009291.0,ToDa,cast
2788,5200,16.0,1.0,199009291.0,PhHa,cast
2789,5201,16.0,1.0,199009291.0,PhHa,cast
2790,5202,16.0,1.0,199009291.0,JaHo,cast
2791,5203,16.0,1.0,199009291.0,KeNe,cast
2792,5205,16.0,10.0,199101121.0,Joe Mantegna,host
2793,5206,16.0,10.0,199101121.0,DaCa,cast
2794,5207,16.0,10.0,199101121.0,PhHa,cast
2795,5215,16.0,3.0,199010201.0,George Steinbrenner,host
2796,5217,16.0,3.0,199010201.0,Bob Costas ,filmed
2797,5218,16.0,3.0,199010201.0,ViJa,cast
2798,5219,16.0,3.0,199010201.0,KeNe,cast
2799,5222,16.0,2.0,199010061.0,PhHa,cast
2800,5224,16.0,6.0,199011171.0,DaCa,cast
2801,5225,16.0,6.0,199011171.0,JoDi,crew
2802,5226,16.0,6.0,199011171.0,JaHo,cast
2803,5227,16.0,6.0,199011171.0,RoSc,cast
2804,5287,17.0,17.0,199204111.0,DaCa,cast
2805,5288,17.0,17.0,199204111.0,PhHa,cast
2806,5289,17.0,17.0,199204111.0,MiMy,cast
2807,5292,17.0,20.0,199205161.0,DaCa,cast
2808,5293,17.0,20.0,199205161.0,DaCa,cast
2809,5294,17.0,20.0,199205161.0,PhHa,cast
2810,5295,17.0,20.0,199205161.0,KeNe,cast
2811,5297,17.0,20.0,199205161.0,ChRo,cast
2812,5298,17.0,20.0,199205161.0,AdSa,cast
2813,5299,17.0,20.0,199205161.0,JuSw,cast
2814,5303,17.0,19.0,199205091.0,DaCa,cast
2815,5306,17.0,18.0,199204181.0,DaCa,cast
2816,5307,17.0,18.0,199204181.0,AlFr,cast
2817,5308,17.0,18.0,199204181.0,PhHa,cast
2818,5309,17.0,18.0,199204181.0,ViJa,cast
2819,5311,17.0,16.0,199203211.0,DaCa,cast
2820,5312,17.0,16.0,199203211.0,ChFa,cast
2821,5313,17.0,16.0,199203211.0,PhHa,cast
2822,5314,17.0,16.0,199203211.0,MiMy,cast
2823,5315,17.0,16.0,199203211.0,KeNe,cast
2824,5317,17.0,14.0,199202221.0,DaCa,cast
2825,5318,17.0,14.0,199202221.0,JeRe,crew
2826,5320,17.0,15.0,199203141.0,DaCa,cast
2827,5321,17.0,15.0,199203141.0,JiDo,cast
2828,5322,17.0,15.0,199203141.0,ChFa,cast
2829,5323,17.0,15.0,199203141.0,AlFr,cast
2830,5324,17.0,15.0,199203141.0,PhHa,cast
2831,5325,17.0,15.0,199203141.0,MiMy,cast
2832,5326,17.0,15.0,199203141.0,DaSp,cast
2833,5328,17.0,11.0,199201181.0,DaCa,cast
2834,5329,17.0,11.0,199201181.0,MiMy,cast
2835,5332,17.0,12.0,199202081.0,Susan Dey,host
2836,5333,17.0,12.0,199202081.0,ChFa,cast
2837,5334,17.0,12.0,199202081.0,PhHa,cast
2838,5335,17.0,12.0,199202081.0,ViJa,cast
2839,5336,17.0,12.0,199202081.0,MiMy,cast
2840,5338,17.0,13.0,199202151.0,Jason Priestley,host
2841,5339,17.0,13.0,199202151.0,DaCa,cast
2842,5340,17.0,13.0,199202151.0,PhHa,cast
2843,5342,17.0,13.0,199202151.0,MeHu,cast
2844,5343,17.0,13.0,199202151.0,JuSw,cast
2845,5345,17.0,12.0,199202081.0,KeNe,cast
2846,5346,17.0,12.0,199202081.0,ChRo,cast
2847,5347,17.0,12.0,199202081.0,RoSc,cast
2848,5348,17.0,12.0,199202081.0,DaSp,cast
2849,5350,17.0,10.0,199201111.0,DaCa,cast
2850,5351,17.0,10.0,199201111.0,PhHa,cast
2851,5352,17.0,10.0,199201111.0,PhHa,cast
2852,5353,17.0,10.0,199201111.0,ViJa,cast
2853,5354,17.0,10.0,199201111.0,KeNe,cast
2854,5356,17.0,9.0,199112141.0,Steve Martin,host
