sid,eid,1,10,2,3,4,5,6,7,8,9,Aged 18-29,Aged 18-29_avg,Aged 30-44,Aged 30-44_avg,Aged 45+,Aged 45+_avg,Aged under 18,Aged under 18_avg,Females,Females Aged 18-29,Females Aged 18-29_avg,Females Aged 30-44,Females Aged 30-44_avg,Females Aged 45+,Females Aged 45+_avg,Females under 18,Females under 18_avg,Females_avg,IMDb staff,IMDb staff_avg,IMDb users,IMDb users_avg,Males,Males Aged 18-29,Males Aged 18-29_avg,Males Aged 30-44,Males Aged 30-44_avg,Males Aged 45+,Males Aged 45+_avg,Males under 18,Males under 18_avg,Males_avg,Non-US users,Non-US users_avg,Top 1000 voters,Top 1000 voters_avg,US users,US users_avg
32,1,21,20,2,4,4,11,10,12,3,6,28,6.4,38,4.8,19,4.5,0,,16.0,6,7.7,7,7.1,3,5.3,0,,7.0,0,,93,5.7,68.0,21,6.3,31,4.4,16,4.4,0,,4.9,36,4.1,18,6.1,42,5.9
32,2,7,9,1,4,2,4,15,4,3,0,15,6.6,18,5.0,11,5.2,0,,9.0,4,9.0,2,6.0,3,5.7,0,,7.2,0,,49,5.7,34.0,10,6.1,16,4.8,8,5.0,0,,5.2,14,5.9,15,6.2,25,5.2
32,5,5,22,0,1,1,2,8,13,24,3,16,7.8,34,7.6,18,6.7,0,,17.0,6,8.2,6,7.7,5,6.0,0,,7.6,0,,79,7.6,49.0,9,7.7,26,7.5,13,7.0,0,,7.3,29,7.6,25,6.8,33,7.1
32,3,6,17,1,3,2,5,15,13,8,5,22,7.2,28,6.3,15,5.8,0,,17.0,9,8.0,4,9.2,4,5.8,0,,7.6,0,,75,6.8,47.0,12,7.2,23,6.1,11,5.8,0,,6.3,21,6.0,18,6.6,39,6.7
32,4,7,27,1,0,7,3,4,16,17,13,26,8.1,29,6.9,19,6.9,0,,25.0,12,8.2,7,7.7,6,5.2,0,,7.3,1,8.0,95,7.5,49.0,13,7.7,22,6.6,13,7.5,0,,7.1,32,7.7,24,6.2,37,6.5
35,17,4,14,1,1,6,11,17,25,12,2,30,7.2,38,6.3,15,6.5,0,,25.0,10,8.6,10,6.8,5,5.8,0,,7.4,0,,93,6.7,57.0,19,6.8,28,6.1,10,6.9,0,,6.4,34,6.9,33,6.4,41,6.3
35,21,10,171,2,2,2,4,4,15,40,65,114,9.4,114,8.8,37,8.7,1,10.0,51.0,23,9.1,20,9.1,7,7.7,0,,9.0,0,,315,9.1,217.0,89,9.4,94,8.6,30,8.8,1,10.0,9.0,103,9.0,41,8.2,143,9.1
35,18,12,46,0,0,6,3,15,28,27,12,53,8.2,54,7.0,18,7.3,0,,35.0,21,9.1,10,8.0,3,5.7,0,,8.4,0,,149,7.5,92.0,31,7.9,44,6.7,14,7.5,0,,7.1,57,7.5,32,7.4,58,7.2
35,19,3,7,0,4,5,12,28,16,7,3,24,7.1,42,5.9,9,6.8,0,,17.0,7,8.0,9,6.2,1,10.0,0,,7.1,0,,85,6.2,58.0,17,6.7,32,5.8,8,6.4,0,,6.1,25,6.4,27,6.0,46,6.2
35,22,5,13,4,2,2,5,8,29,15,8,32,7.7,35,6.5,16,6.9,0,,15.0,5,9.0,5,7.7,5,7.3,0,,8.1,0,,91,6.9,64.0,26,7.6,28,6.1,10,7.3,0,,6.9,31,7.6,30,7.2,45,6.6
35,15,5,10,1,3,5,14,21,18,11,3,24,6.5,47,6.0,9,6.5,0,,22.0,6,7.5,14,6.5,2,8.0,0,,7.0,0,,91,6.3,57.0,17,6.2,33,5.8,7,6.1,0,,6.0,30,6.4,29,6.0,42,6.0
35,16,6,36,3,0,0,3,12,26,30,13,44,8.6,54,7.6,16,6.5,1,7.0,22.0,11,9.3,7,7.0,4,6.8,0,,7.8,0,,129,7.9,92.0,32,8.6,47,7.7,11,6.6,1,7.0,7.9,45,7.9,32,7.6,60,7.7
35,13,6,19,1,0,0,5,18,25,24,16,38,8.0,50,6.9,16,7.1,1,8.0,35.0,11,8.1,19,7.4,4,6.8,1,8.0,7.6,0,,114,7.4,69.0,26,8.0,30,6.5,12,7.5,0,,7.2,44,7.5,30,7.2,51,6.9
35,14,3,8,4,3,2,11,29,13,5,2,30,6.6,32,5.9,10,6.4,0,,17.0,7,7.8,8,6.3,2,8.0,0,,7.1,0,,80,6.1,55.0,22,6.3,24,5.7,8,6.0,0,,5.9,28,6.6,29,6.0,38,5.6
35,9,3,29,2,5,11,19,23,11,8,10,48,6.5,45,5.4,14,6.7,1,10.0,50.0,29,7.4,15,6.2,4,8.5,1,10.0,7.2,0,,121,6.0,59.0,18,5.8,30,5.0,10,6.0,0,,5.4,43,5.6,29,5.9,53,6.0
35,11,3,7,2,2,6,10,21,11,9,4,22,6.6,33,5.6,12,6.4,0,,15.0,5,7.2,6,6.0,4,7.2,0,,6.6,0,,75,6.2,50.0,16,6.4,26,5.4,8,6.3,0,,5.9,26,5.8,24,6.1,36,6.0
35,12,4,5,1,3,2,3,27,23,12,5,24,7.0,44,6.2,10,6.5,0,,17.0,5,7.7,9,6.3,3,8.3,0,,7.0,0,,85,6.5,59.0,18,6.8,34,6.1,7,6.1,0,,6.4,34,6.9,27,6.4,38,5.9
35,10,6,23,0,1,3,11,12,34,17,11,42,7.3,46,6.8,16,5.9,0,,32.0,15,8.1,12,7.1,5,5.4,0,,7.3,0,,118,7.0,71.0,26,7.0,33,6.7,11,6.3,0,,6.8,47,7.1,29,6.9,49,6.6
35,6,15,7,6,5,14,23,11,7,3,0,27,4.9,47,4.4,9,5.2,0,,20.0,6,4.8,12,4.5,2,7.0,0,,4.8,0,,91,4.6,60.0,20,5.3,33,4.4,7,4.7,0,,4.7,36,5.0,27,5.2,40,4.4
35,8,4,19,0,0,8,11,24,21,17,8,35,7.4,50,6.3,13,6.2,1,10.0,29.0,10,7.7,16,6.4,3,5.7,0,,7.0,0,,112,6.8,69.0,24,7.3,33,6.2,10,6.4,1,10.0,6.6,50,6.7,30,6.4,42,6.5
35,7,5,27,0,1,2,7,16,26,26,15,42,8.0,52,7.2,15,6.7,0,,46.0,18,9.0,19,8.0,7,6.6,0,,8.3,0,,125,7.5,64.0,23,7.6,32,6.8,8,7.0,0,,7.1,50,7.7,32,7.0,51,7.0
35,4,4,25,0,2,2,10,10,29,24,3,37,7.7,43,6.7,18,7.3,0,,34.0,9,8.5,13,6.7,10,7.6,0,,7.8,0,,109,7.1,63.0,27,7.3,29,6.6,7,6.8,0,,6.9,46,7.3,28,6.4,43,6.7
35,5,6,38,3,2,2,11,23,34,23,13,56,7.6,61,7.0,17,6.6,0,,45.0,21,8.3,19,7.1,3,4.7,0,,7.6,0,,155,7.1,90.0,34,7.3,41,6.9,14,7.1,0,,7.0,57,6.9,31,6.4,64,7.2
35,3,5,7,1,2,8,12,30,19,6,4,25,6.8,50,6.0,11,6.4,0,,23.0,7,8.0,12,5.8,4,6.2,0,,6.5,0,,94,6.1,62.0,17,6.4,37,5.9,7,6.4,0,,6.1,27,6.3,30,6.5,51,6.1
35,2,5,34,1,3,3,14,24,41,24,15,62,7.9,66,7.0,17,6.9,0,,45.0,18,7.8,20,7.2,7,6.6,0,,7.5,0,,164,7.3,100.0,42,7.8,45,6.9,10,6.9,0,,7.3,71,7.5,35,6.7,63,6.9
33,11,4,28,2,0,3,2,5,10,17,7,26,8.1,32,7.9,10,6.0,0,,25.0,12,8.0,9,8.9,4,4.8,0,,8.0,0,,78,7.8,44.0,14,7.9,23,7.6,6,6.3,0,,7.6,26,7.7,20,7.3,38,7.7
33,12,5,27,1,2,0,2,7,8,25,7,33,8.6,28,7.3,13,7.0,0,,19.0,7,9.6,8,8.2,4,6.5,0,,8.5,0,,84,7.8,55.0,25,8.5,20,7.1,9,7.3,0,,7.7,38,8.2,24,7.6,30,7.3
35,1,9,20,3,4,7,21,25,29,9,3,43,7.0,55,6.3,15,6.4,0,,29.0,10,8.3,11,6.1,7,6.6,0,,7.0,0,,130,6.5,82.0,31,6.6,43,6.3,8,6.4,0,,6.4,56,6.6,28,6.4,51,6.6
33,9,6,33,0,4,0,3,6,12,18,15,25,8.6,46,7.8,12,6.9,0,,18.0,6,9.2,8,6.7,4,7.0,0,,7.5,0,,97,7.9,63.0,18,8.5,36,8.0,8,7.2,0,,8.1,33,8.4,18,8.1,44,7.5
33,10,4,12,0,2,1,5,7,24,14,2,26,8.0,24,6.7,14,6.5,0,,10.0,4,8.8,3,7.3,3,6.0,0,,7.5,0,,71,7.0,53.0,21,8.0,21,6.5,11,6.5,0,,7.1,26,7.2,17,7.0,33,7.2
33,5,6,35,0,1,1,3,8,16,24,8,31,8.7,38,7.8,14,6.3,0,,22.0,11,9.5,8,7.9,3,6.0,0,,8.4,0,,102,7.9,62.0,19,8.5,30,7.8,11,6.4,0,,7.7,37,8.2,21,7.7,42,7.2
33,6,6,37,1,9,2,5,7,13,23,10,44,8.3,38,7.1,13,6.8,0,,34.0,18,8.7,10,7.0,4,6.8,0,,7.8,0,,113,7.4,63.0,25,8.3,28,7.1,9,6.7,0,,7.4,36,7.2,23,7.4,54,7.6
33,8,7,19,0,3,3,5,10,20,10,0,24,7.5,34,6.2,11,6.5,0,,16.0,7,7.7,6,7.6,3,5.0,0,,7.1,0,,77,6.8,52.0,16,7.6,28,5.9,8,7.1,0,,6.7,27,6.0,18,6.5,36,7.1
33,7,4,23,1,1,3,4,5,15,23,7,32,8.3,30,7.2,14,6.6,0,,20.0,10,8.8,6,6.3,4,6.5,0,,7.5,0,,86,7.6,56.0,21,8.3,24,7.4,10,6.7,0,,7.6,29,7.6,23,7.5,42,7.4
33,4,5,18,1,0,1,3,3,8,18,4,17,8.5,28,7.1,8,6.4,0,,13.0,5,10.0,4,9.0,4,6.2,0,,8.4,0,,61,7.5,40.0,11,8.3,24,6.7,4,5.5,0,,7.0,17,8.0,18,7.5,32,6.8
35,20,8,12,3,4,8,13,24,6,7,4,32,7.2,34,5.0,12,5.3,0,,16.0,9,8.1,6,6.6,1,10.0,0,,7.6,0,,89,5.9,61.0,22,6.6,28,4.7,11,5.0,0,,5.3,33,6.3,27,6.1,40,5.4
33,2,6,19,2,0,1,3,7,20,12,5,21,8.0,32,7.4,10,6.6,0,,16.0,7,9.0,6,8.4,3,5.7,0,,8.2,0,,75,7.2,46.0,13,8.0,25,7.0,7,7.0,0,,7.1,23,7.7,21,6.3,35,7.2
33,3,6,22,3,0,3,6,4,12,8,5,21,6.9,26,6.4,11,6.6,0,,19.0,8,8.9,7,7.3,4,4.5,0,,7.0,0,,69,7.1,38.0,12,6.5,18,5.8,7,7.8,0,,6.4,24,6.8,18,6.6,29,6.4
33,1,8,28,1,1,1,12,5,23,12,3,33,7.8,33,6.7,12,4.9,0,,21.0,12,9.0,6,7.6,3,4.0,0,,7.4,0,,94,7.1,56.0,20,7.5,26,6.4,9,5.5,0,,6.5,25,6.8,19,6.4,47,6.5
34,19,6,9,2,1,5,8,18,9,13,2,21,7.2,37,6.1,5,5.6,0,,13.0,4,8.8,7,6.7,2,7.0,0,,7.3,0,,73,6.2,50.0,16,7.1,30,5.9,3,4.7,0,,6.1,25,6.3,17,6.0,34,6.3
34,20,6,30,1,2,3,11,14,18,8,7,36,7.9,40,6.5,11,6.1,0,,29.0,14,9.4,10,7.4,5,5.4,0,,8.0,0,,100,6.8,59.0,21,7.4,30,6.2,6,6.4,0,,6.5,38,7.2,24,6.6,44,6.3
34,17,6,14,0,1,0,6,7,18,20,11,30,7.7,28,7.3,15,7.1,0,,16.0,8,8.4,3,8.0,5,7.1,0,,8.1,0,,83,7.3,58.0,21,7.7,25,7.1,10,7.1,0,,7.3,28,7.7,24,7.2,41,7.0
34,18,4,10,3,2,3,7,16,10,13,3,18,7.2,37,5.9,9,6.8,0,,16.0,5,7.5,8,5.6,3,7.7,0,,6.6,0,,71,6.5,48.0,12,7.3,29,5.9,6,6.4,0,,6.3,23,6.4,23,6.4,37,6.4
34,14,5,9,2,7,1,3,15,17,12,4,21,7.1,35,6.1,12,6.8,0,,12.0,5,7.7,4,7.5,3,9.0,0,,8.0,0,,75,6.4,55.0,15,7.2,31,5.8,9,5.9,0,,6.2,22,6.1,19,7.2,40,6.9
34,12,8,24,0,0,1,9,11,21,22,6,39,8.1,42,6.6,9,6.6,0,,24.0,12,8.2,8,7.5,4,7.2,0,,7.8,0,,102,7.2,64.0,26,8.1,32,6.4,5,6.6,0,,7.0,37,7.1,26,7.0,45,6.9
34,13,5,7,3,0,5,11,19,14,6,1,18,6.6,40,6.0,7,6.2,0,,19.0,8,6.7,9,6.0,2,7.0,0,,6.4,0,,71,6.0,46.0,9,6.9,31,6.0,5,6.0,0,,6.1,21,6.2,19,6.3,41,6.1
34,16,4,20,2,1,1,12,13,19,15,2,28,8.0,36,6.3,13,6.7,0,,22.0,9,8.9,8,7.2,5,7.0,0,,7.9,0,,89,7.0,54.0,18,8.0,28,5.9,8,6.5,0,,6.7,34,7.0,20,7.4,37,6.7
34,15,5,11,1,2,3,5,12,23,6,2,28,6.9,27,6.2,8,6.4,0,,17.0,9,7.1,5,7.6,3,4.7,0,,6.8,0,,70,6.6,46.0,18,7.0,22,5.9,5,7.2,0,,6.5,23,6.6,21,6.6,31,6.5
34,11,5,13,2,1,1,7,24,14,13,5,30,7.1,33,6.4,12,6.1,0,,20.0,9,7.8,7,6.7,3,5.7,0,,7.1,1,6.0,85,6.7,55.0,20,7.0,26,6.3,9,6.1,0,,6.5,40,6.7,21,6.8,31,6.2
34,10,7,21,1,1,3,4,5,21,14,13,29,8.2,40,7.0,14,6.2,0,,15.0,6,9.5,5,5.7,4,5.2,0,,7.4,0,,90,7.3,68.0,22,7.9,35,7.2,10,6.4,0,,7.2,33,7.1,21,6.3,45,7.2
34,9,3,9,4,0,2,3,11,14,4,1,13,7.3,22,6.2,7,7.0,0,,11.0,6,8.2,2,7.5,3,8.3,0,,8.2,0,,51,6.5,29.0,6,7.0,19,6.0,4,5.0,0,,6.2,15,6.5,16,6.6,22,6.7
34,8,6,29,2,3,1,0,10,18,29,18,39,8.6,49,7.4,15,6.8,0,,35.0,18,9.1,10,7.4,6,7.0,0,,8.1,0,,116,7.7,69.0,20,8.4,39,7.4,9,6.6,0,,7.6,44,8.0,22,7.3,52,7.3
34,7,4,16,2,2,2,5,15,21,15,8,27,7.6,37,6.4,13,6.9,0,,21.0,11,8.2,7,7.2,3,4.7,0,,7.5,0,,90,7.1,55.0,15,7.2,29,6.3,10,7.4,0,,6.9,34,6.8,23,6.8,37,7.1
34,4,7,34,1,2,1,8,8,28,28,13,41,8.1,52,7.8,18,6.4,1,10.0,27.0,14,8.5,8,6.7,5,5.8,0,,7.4,0,,130,7.7,87.0,26,8.0,44,8.0,13,6.6,1,10.0,7.8,49,7.7,27,7.1,56,7.6
34,6,4,21,1,0,6,2,8,15,28,11,31,8.5,44,7.1,13,6.3,0,,27.0,14,8.8,9,7.8,4,6.2,0,,8.2,0,,96,7.6,62.0,16,8.3,35,7.0,9,6.4,0,,7.2,39,7.6,25,7.1,43,7.1
34,5,8,29,0,0,0,5,11,24,19,8,29,8.2,45,7.4,16,7.4,0,,24.0,11,9.0,7,8.0,5,6.5,0,,8.3,0,,104,7.7,68.0,17,7.9,38,7.3,11,7.8,0,,7.4,36,7.4,22,7.2,47,7.6
34,3,2,13,2,4,6,5,10,26,8,0,21,7.4,34,6.2,11,6.7,0,,19.0,10,7.9,7,6.8,2,8.5,0,,7.5,0,,76,6.6,47.0,10,7.1,27,6.0,9,6.2,0,,6.2,31,6.6,21,6.5,30,6.5
36,21,6,5,2,2,7,12,21,12,11,8,28,7.1,37,6.0,10,6.3,0,,14.0,5,7.6,4,6.8,4,7.2,0,,7.1,0,,86,6.1,62.0,22,7.1,33,5.9,6,6.1,0,,6.3,27,6.5,29,6.4,41,6.1
34,2,7,24,1,3,4,11,16,24,18,7,45,7.2,44,6.6,14,6.7,0,,38.0,23,7.5,10,6.7,5,6.4,0,,7.1,0,,115,6.8,63.0,21,6.9,33,6.5,9,6.6,0,,6.7,45,6.7,23,6.8,51,6.7
36,18,4,9,1,2,7,12,22,22,8,6,30,7.0,39,6.0,15,6.6,0,,21.0,9,7.8,8,6.5,4,7.5,0,,7.2,0,,93,6.4,61.0,20,6.8,30,5.9,11,6.6,0,,6.3,25,7.0,31,6.4,48,6.3
36,19,3,10,2,4,4,8,18,21,12,5,27,7.5,40,6.2,13,6.9,0,,16.0,5,8.6,8,6.5,3,5.3,0,,7.1,0,,87,6.6,62.0,21,7.3,31,6.1,10,7.2,0,,6.7,24,7.1,32,6.5,47,6.5
36,15,7,14,3,3,3,10,26,26,11,5,36,6.8,45,6.4,17,6.9,0,,26.0,12,7.5,11,6.6,3,7.7,0,,7.4,0,,108,6.5,70.0,23,6.6,33,6.2,14,6.7,0,,6.4,36,6.8,31,6.5,52,6.4
36,20,7,19,1,1,0,9,14,35,16,8,44,7.4,42,7.2,12,6.6,0,,28.0,14,8.0,10,8.2,3,5.3,0,,7.8,0,,110,7.1,71.0,29,7.1,31,6.8,9,6.8,0,,6.9,39,7.2,34,6.9,47,7.0
36,17,7,15,0,1,2,8,16,29,29,16,47,7.8,50,7.0,14,6.7,0,,24.0,10,8.5,11,6.6,3,5.3,0,,7.4,0,,123,7.3,86.0,36,7.7,38,7.0,11,7.0,0,,7.3,40,7.8,36,7.0,58,6.8
36,16,6,15,2,3,4,14,21,32,12,5,37,7.2,52,6.4,13,6.0,0,,27.0,14,8.1,10,6.3,3,7.7,0,,7.2,0,,114,6.5,73.0,22,6.9,40,6.3,10,5.5,0,,6.3,36,6.4,34,6.2,55,6.4
36,12,6,8,0,2,5,5,22,30,18,5,38,7.2,39,6.4,13,6.5,0,,22.0,10,6.8,9,6.7,3,4.7,0,,6.5,0,,101,6.7,66.0,27,7.2,29,6.2,10,7.0,0,,6.8,35,6.8,33,6.5,43,6.5
36,11,6,23,1,2,2,2,21,29,28,14,50,7.9,52,7.3,14,7.2,0,,29.0,13,8.4,12,7.8,4,6.5,0,,8.1,0,,128,7.5,86.0,36,7.8,39,7.1,10,7.3,0,,7.4,56,7.7,32,6.9,46,7.1
36,14,6,18,1,0,1,3,15,29,21,13,44,8.0,41,6.8,12,7.1,0,,20.0,10,8.0,6,7.0,3,6.0,0,,7.5,0,,107,7.3,77.0,33,8.0,35,6.7,9,7.1,0,,7.3,39,7.5,31,6.9,48,7.1
36,10,4,13,3,0,5,15,36,13,10,2,37,7.0,39,5.9,16,6.6,0,,20.0,9,7.8,7,6.3,4,7.0,0,,7.0,0,,101,6.3,68.0,26,6.7,30,5.7,12,6.4,0,,6.2,31,6.3,29,6.1,51,6.4
36,7,4,24,2,2,4,4,18,28,19,9,40,7.5,41,6.9,18,6.2,1,10.0,26.0,14,8.1,7,6.3,4,5.5,0,,7.2,0,,114,7.1,74.0,25,7.4,34,7.1,14,6.4,1,10.0,7.1,35,6.9,30,6.6,52,7.0
36,9,9,13,0,1,3,7,29,27,12,9,41,7.4,44,6.2,16,6.1,0,,25.0,11,8.0,11,6.6,3,5.7,0,,7.2,0,,110,6.6,74.0,29,7.3,32,5.9,13,6.2,0,,6.5,41,6.9,35,6.5,49,6.5
36,8,6,10,1,6,4,17,30,23,10,6,39,6.7,45,6.1,17,5.9,0,,29.0,13,7.0,11,6.2,4,6.8,0,,6.5,0,,113,6.1,72.0,25,6.6,33,5.9,13,5.9,0,,6.1,33,6.5,33,5.8,59,5.7
36,6,6,20,0,2,8,9,31,24,12,5,42,7.2,45,5.7,14,6.9,0,,25.0,12,8.2,8,5.9,3,6.7,0,,7.0,0,,117,6.5,79.0,29,7.0,37,5.7,11,6.9,0,,6.3,38,6.8,33,6.1,57,6.3
37,22,3,34,0,0,2,5,16,22,38,24,47,8.3,62,7.7,27,8.1,0,,31.0,14,8.3,10,7.6,6,7.7,0,,8.0,0,,144,8.0,102.0,31,8.2,50,7.8,20,8.0,0,,7.9,47,8.1,32,7.5,71,7.8
36,2,5,21,2,3,2,8,16,45,15,4,46,7.5,46,6.7,15,6.2,0,,23.0,11,7.6,9,7.4,3,5.7,0,,7.4,0,,121,6.9,83.0,34,7.4,36,6.5,12,6.5,0,,6.8,41,7.1,34,6.9,53,6.5
36,5,5,15,2,2,2,6,21,33,14,7,38,7.5,44,6.4,15,6.5,0,,26.0,12,7.8,11,7.3,3,5.7,0,,7.5,0,,107,6.8,69.0,25,7.4,32,6.1,12,6.6,0,,6.7,41,7.3,33,6.7,46,6.4
36,1,8,32,2,3,2,4,12,32,34,16,58,8.1,52,7.4,16,5.9,0,,34.0,21,8.8,9,8.2,4,6.0,0,,8.4,0,,145,7.5,90.0,35,7.8,42,7.2,12,6.0,0,,7.2,51,7.7,37,7.3,58,7.1
36,4,7,31,2,2,3,6,26,32,23,5,58,7.8,49,6.6,13,6.9,0,,36.0,17,8.3,15,7.1,4,6.8,0,,7.6,0,,137,7.2,83.0,40,7.7,33,6.4,8,7.1,0,,7.0,49,7.5,34,6.6,60,6.8
36,3,4,12,4,0,6,13,20,20,13,4,34,6.9,41,6.3,12,6.2,0,,22.0,9,7.4,9,6.7,4,5.5,0,,6.9,0,,96,6.5,64.0,24,6.9,31,6.1,8,6.4,0,,6.5,28,6.7,27,6.3,50,6.4
37,21,3,20,1,0,2,4,9,21,32,12,36,8.2,41,7.4,13,7.3,1,10.0,23.0,11,8.3,8,7.9,3,5.7,0,,7.9,0,,104,7.8,68.0,23,8.2,32,7.3,10,7.5,1,10.0,7.6,32,7.8,31,7.2,45,7.5
37,20,6,15,2,2,7,11,21,32,8,6,34,7.3,46,6.1,18,6.0,0,,20.0,6,7.8,9,6.6,4,5.8,0,,6.8,0,,110,6.5,78.0,26,7.0,37,6.0,14,6.2,0,,6.3,29,6.5,29,6.1,55,6.3
37,19,2,9,0,2,2,9,21,39,14,7,29,7.6,49,6.7,17,6.7,0,,24.0,8,7.4,12,6.9,3,5.3,0,,7.0,0,,105,6.9,70.0,19,7.6,36,6.6,14,6.8,0,,6.9,37,7.0,25,6.7,46,6.7
37,17,3,21,0,2,2,8,24,40,14,9,36,7.7,55,7.0,21,6.8,1,10.0,27.0,9,8.4,12,7.1,5,5.7,0,,7.4,0,,123,7.2,83.0,24,7.2,42,7.0,16,6.9,1,10.0,7.1,37,7.1,30,6.6,59,7.0
37,14,4,34,1,1,3,10,17,35,37,15,56,7.9,61,7.3,19,7.5,0,,35.0,16,7.9,13,7.8,4,6.2,0,,7.8,0,,157,7.6,101.0,38,7.9,47,7.2,15,7.6,0,,7.5,62,7.6,37,6.9,59,7.4
37,16,12,19,1,7,14,22,23,32,12,6,51,6.2,55,5.9,22,6.3,0,,33.0,16,5.4,12,6.1,4,8.5,0,,6.2,0,,148,6.1,94.0,32,6.6,43,5.7,18,5.7,0,,5.9,42,6.1,35,5.8,69,5.9
37,18,6,45,1,1,1,7,15,32,25,19,66,8.1,48,7.2,19,7.3,0,,48.0,27,8.9,14,7.4,4,6.5,0,,8.1,0,,152,7.5,86.0,37,7.8,33,7.1,15,7.2,0,,7.4,45,7.5,30,6.6,62,7.4
37,15,5,46,0,1,2,4,13,21,48,26,63,8.5,63,8.0,18,7.7,0,,43.0,23,8.9,15,8.5,3,6.0,0,,8.6,0,,166,8.1,101.0,38,8.3,47,7.8,15,7.8,0,,7.9,61,8.3,34,7.6,66,8.0
37,13,6,13,0,5,8,14,34,28,16,2,42,6.9,55,6.2,15,5.9,0,,28.0,15,7.2,10,7.0,2,7.0,0,,7.1,0,,126,6.3,84.0,25,6.8,44,5.9,13,5.9,0,,6.1,39,6.4,36,6.1,57,6.2
37,11,8,13,4,2,10,14,34,19,7,3,29,6.3,51,5.9,16,5.8,0,,20.0,7,5.9,10,7.1,2,8.0,0,,6.7,0,,114,5.9,76.0,20,6.1,40,5.6,14,5.4,0,,5.6,38,5.6,30,5.7,51,5.8
37,10,9,84,0,0,1,4,6,23,46,51,94,9.0,76,8.4,23,7.9,0,,56.0,26,9.0,23,8.7,5,6.3,0,,8.8,0,,224,8.6,135.0,64,8.9,51,8.3,18,8.1,0,,8.5,71,8.7,38,7.8,94,8.3
37,7,6,34,0,0,2,4,14,35,31,15,54,8.4,51,7.4,19,6.9,0,,36.0,17,8.3,14,7.6,4,4.5,0,,7.8,0,,141,7.8,88.0,35,8.5,37,7.4,15,7.1,0,,7.7,55,8.0,35,7.4,52,7.4
37,12,7,26,3,3,5,11,38,33,19,16,57,7.2,66,6.7,22,5.9,0,,45.0,23,7.5,15,7.2,6,6.9,0,,7.3,0,,161,6.7,98.0,32,6.9,49,6.6,16,5.7,0,,6.5,56,6.8,37,6.3,70,6.4
37,6,6,30,3,0,4,3,21,38,27,15,48,7.8,60,7.2,17,7.3,0,,37.0,17,8.0,15,7.1,4,7.0,0,,7.5,0,,147,7.5,89.0,29,7.6,44,7.1,13,7.5,0,,7.4,51,7.5,36,6.9,60,7.3
37,8,4,16,0,0,2,12,25,25,18,7,37,7.7,46,6.6,18,6.5,0,,28.0,11,8.5,12,7.0,4,6.5,0,,7.6,0,,109,7.1,72.0,24,7.2,34,6.4,14,6.4,0,,6.7,39,7.2,35,6.9,49,6.7
37,9,6,28,0,1,2,9,21,38,27,12,51,8.0,55,7.1,20,6.6,0,,37.0,19,7.8,13,7.5,4,6.8,0,,7.6,0,,144,7.4,89.0,30,8.2,41,7.0,16,6.7,0,,7.3,47,7.7,36,6.9,63,7.0
37,5,3,26,0,1,2,11,25,31,26,9,49,7.9,52,6.8,17,6.7,0,,31.0,14,7.7,12,7.1,3,5.7,0,,7.4,0,,134,7.3,87.0,33,8.0,39,6.7,14,6.8,0,,7.1,44,7.3,36,6.8,62,7.1
37,3,3,27,0,0,4,9,19,40,28,9,51,7.6,58,7.2,16,7.2,0,,37.0,16,7.6,16,7.6,4,6.5,0,,7.5,0,,139,7.4,87.0,33,7.5,41,7.0,12,7.3,0,,7.3,54,7.5,38,6.8,55,7.0
37,1,8,26,1,1,2,9,14,37,42,16,53,7.9,63,7.2,21,7.1,0,,34.0,13,7.8,17,7.6,3,5.7,0,,7.6,0,,156,7.4,102.0,38,7.9,45,7.0,18,7.3,0,,7.3,52,7.8,43,6.9,68,6.9
37,2,6,38,3,3,1,10,14,33,33,21,58,8.2,66,7.3,23,7.4,0,,44.0,19,8.5,16,8.0,7,6.6,0,,8.2,0,,162,7.6,103.0,37,8.1,49,7.0,16,7.5,0,,7.5,48,7.8,39,7.2,76,7.4
37,4,6,13,4,3,7,14,46,25,11,3,38,6.7,62,6.0,19,6.1,0,,32.0,11,6.5,17,6.5,2,7.5,0,,6.6,0,,132,6.2,87.0,25,6.7,44,5.8,17,6.1,0,,6.0,42,6.5,32,6.0,64,5.8
30,1,4,10,1,0,0,4,8,15,6,1,13,7.4,20,6.9,10,6.9,0,,11.0,3,8.7,5,6.4,3,4.3,0,,6.6,0,,49,6.9,33.0,9,7.5,15,7.0,7,7.4,0,,7.2,16,7.5,18,6.8,22,6.6
30,20,7,12,0,3,4,7,11,4,5,0,14,7.4,21,4.7,10,6.2,0,,14.0,6,9.1,6,5.3,2,8.5,0,,7.2,0,,53,6.1,32.0,7,6.5,15,4.5,8,5.5,0,,4.9,14,5.1,18,6.1,30,5.4
28,15,4,6,1,0,2,6,9,4,5,0,5,6.8,19,5.4,9,6.8,0,,6.0,2,7.5,2,8.0,2,7.5,0,,7.9,0,,37,6.1,27.0,2,8.0,17,5.2,7,6.4,0,,5.7,9,5.5,12,6.4,22,6.1
28,14,7,4,4,5,0,4,2,2,1,0,3,6.0,15,2.6,8,5.0,0,,5.0,1,10.0,2,2.5,2,10.0,0,,7.5,0,,29,4.3,21.0,1,2.0,13,2.5,6,4.1,0,,3.1,7,2.1,9,5.4,17,3.8
