sid,eid,1,10,2,3,4,5,6,7,8,9,Aged 18-29,Aged 18-29_avg,Aged 30-44,Aged 30-44_avg,Aged 45+,Aged 45+_avg,Aged under 18,Aged under 18_avg,Females,Females Aged 18-29,Females Aged 18-29_avg,Females Aged 30-44,Females Aged 30-44_avg,Females Aged 45+,Females Aged 45+_avg,Females under 18,Females under 18_avg,Females_avg,IMDb staff,IMDb staff_avg,IMDb users,IMDb users_avg,Males,Males Aged 18-29,Males Aged 18-29_avg,Males Aged 30-44,Males Aged 30-44_avg,Males Aged 45+,Males Aged 45+_avg,Males under 18,Males under 18_avg,Males_avg,Non-US users,Non-US users_avg,Top 1000 voters,Top 1000 voters_avg,US users,US users_avg
1,13,0,10,1,0,3,7,15,19,10,4,10,8.2,24,6.6,25,7.1,0,,7.0,2,10.0,2,6.5,3,7.0,0,,7.5,0,,69,7.1,51.0,7,8.1,21,6.6,22,7.0,0,,7.1,16,7.6,21,6.9,39,6.8
1,12,1,7,2,3,5,9,17,16,6,2,10,7.1,25,6.2,24,6.1,0,,10.0,3,9.0,3,6.0,4,6.2,0,,7.1,0,,68,6.3,49.0,6,6.7,21,6.2,20,6.2,0,,6.4,14,6.5,19,6.4,41,6.2
1,10,0,13,0,0,3,4,7,20,21,7,12,8.2,26,7.4,27,7.6,0,,10.0,3,9.0,3,7.7,4,8.2,0,,8.4,0,,75,7.7,55.0,8,8.0,22,7.4,23,7.5,0,,7.6,17,8.1,20,7.4,44,7.4
1,11,0,11,1,1,5,3,7,17,20,9,11,8.3,30,7.1,23,7.1,0,,10.0,3,9.3,5,7.1,2,7.0,0,,7.8,0,,74,7.5,54.0,7,8.2,24,7.1,21,7.2,0,,7.4,17,7.3,22,7.5,43,7.3
1,7,3,52,1,2,1,1,7,17,23,41,24,9.2,52,8.6,51,8.5,1,10.0,19.0,4,9.0,8,9.0,6,8.8,0,,9.1,0,,148,8.7,111.0,19,9.3,43,8.5,45,8.5,1,10.0,8.7,32,8.4,27,8.6,91,8.8
1,8,1,12,1,1,3,13,10,28,13,9,15,7.5,30,6.7,32,7.2,0,,11.0,4,9.0,3,6.7,4,7.8,0,,7.7,0,,91,7.1,66.0,10,7.2,26,6.7,28,7.2,0,,7.1,23,6.9,25,7.0,50,7.0
1,5,2,12,0,5,8,11,23,25,14,5,14,7.7,38,6.4,38,6.8,0,,16.0,5,9.0,7,7.0,4,8.2,0,,7.9,0,,105,6.7,74.0,8,7.4,30,6.3,34,6.7,0,,6.6,21,7.1,28,6.9,64,6.5
1,6,1,14,0,1,7,8,17,25,16,10,15,7.3,37,7.1,35,7.0,0,,14.0,4,8.5,5,8.4,5,7.2,0,,8.1,0,,99,7.1,73.0,10,6.9,31,7.0,30,7.0,0,,7.0,23,7.3,29,7.1,58,6.9
1,9,0,11,0,3,2,6,20,23,11,3,12,7.7,31,6.9,26,6.8,0,,8.0,2,7.5,3,6.7,3,7.7,0,,7.2,0,,79,7.0,61.0,9,7.8,27,6.9,23,6.7,0,,7.0,24,6.8,22,6.7,42,7.0
1,3,1,15,3,4,3,13,26,28,19,10,16,8.0,46,7.0,45,6.7,0,,20.0,4,9.0,7,6.3,9,7.6,0,,7.5,0,,122,7.1,87.0,11,7.7,38,7.2,36,6.5,0,,7.0,27,7.4,33,6.9,74,6.9
1,2,8,23,6,3,15,19,24,24,20,9,21,7.5,50,5.8,60,6.8,0,,26.0,6,8.2,9,5.9,11,7.7,0,,7.1,0,,151,6.5,104.0,14,7.3,40,5.7,48,6.7,0,,6.4,33,6.3,31,6.6,90,6.5
1,1,3,60,3,4,2,28,25,55,46,20,55,8.0,80,7.4,77,7.5,1,9.0,39.0,13,7.5,12,7.4,13,8.0,0,,7.6,0,,246,7.6,174.0,41,8.3,67,7.4,63,7.4,1,9.0,7.6,52,7.6,42,7.5,144,7.5
1,4,0,18,2,3,6,10,19,35,20,6,18,8.0,41,7.2,41,7.0,0,,18.0,6,9.6,6,6.8,6,7.6,0,,7.9,0,,119,7.2,81.0,11,7.5,34,7.3,35,7.0,0,,7.1,27,7.3,29,7.2,66,7.1
4,20,0,11,1,2,0,0,5,6,6,3,8,8.8,9,7.1,13,7.0,0,,8.0,2,10.0,4,8.2,2,6.0,0,,7.1,0,,34,7.8,22.0,5,8.8,5,7.3,11,7.2,0,,7.8,8,8.3,12,7.2,20,7.5
4,19,0,6,1,0,0,3,4,13,3,2,7,7.7,7,6.7,15,7.2,0,,5.0,1,10.0,1,7.0,3,6.3,0,,7.0,0,,32,7.3,24.0,5,7.8,6,6.7,12,7.2,0,,7.4,8,7.7,10,7.6,20,7.2
4,18,1,8,0,0,0,5,6,7,6,4,9,7.9,7,7.0,17,7.2,0,,6.0,2,8.0,2,7.0,2,5.5,0,,6.6,0,,37,7.4,27.0,6,8.0,5,7.0,15,7.1,0,,7.5,8,7.6,13,7.0,24,7.3
4,17,2,7,0,0,4,6,7,7,3,1,6,7.1,9,5.7,16,6.8,0,,5.0,1,10.0,1,4.0,3,5.7,0,,5.8,0,,37,6.5,26.0,4,7.5,8,6.0,13,6.8,0,,7.0,6,7.6,14,6.6,24,6.7
4,16,2,10,0,0,2,2,7,8,5,4,8,7.3,10,7.2,17,7.1,0,,8.0,2,5.5,2,6.5,4,7.5,0,,5.7,0,,40,7.3,27.0,5,8.0,8,7.4,13,7.2,0,,7.5,9,7.8,12,6.8,24,7.2
4,14,0,9,1,0,0,4,7,10,4,1,6,7.8,7,6.7,18,7.5,0,,7.0,1,10.0,2,7.0,4,7.5,0,,7.6,0,,36,7.4,24.0,4,8.0,5,6.5,14,7.4,0,,7.5,7,7.6,13,7.3,23,7.6
4,11,0,7,0,1,4,2,3,12,4,5,6,8.2,8,6.6,18,7.1,0,,4.0,1,10.0,1,7.0,2,7.0,0,,7.8,0,,38,7.3,28.0,4,8.5,7,6.5,16,7.1,0,,7.4,7,8.0,14,7.3,24,7.3
4,15,1,9,0,3,2,3,8,7,6,1,6,8.6,12,6.4,17,6.9,0,,5.0,1,10.0,1,3.0,3,5.7,0,,5.5,0,,40,6.9,30.0,4,8.5,11,6.8,14,7.0,0,,7.3,7,7.4,13,6.2,27,7.0
4,13,1,6,2,2,1,3,5,7,2,2,7,6.4,7,6.0,13,7.0,0,,2.0,1,10.0,0,,1,10.0,0,,10.0,0,,31,6.5,25.0,5,6.1,7,6.0,12,6.7,0,,6.6,7,7.5,14,6.6,19,6.6
4,10,0,7,0,1,5,2,2,10,7,2,6,7.7,7,7.1,17,6.7,0,,4.0,1,10.0,1,7.0,2,7.0,0,,7.8,0,,36,7.2,26.0,4,7.2,6,7.2,15,6.7,0,,7.1,7,8.0,14,7.0,23,6.8
4,12,1,10,0,4,2,3,5,11,9,4,6,7.4,11,6.7,24,7.2,0,,7.0,1,10.0,2,6.0,3,7.3,0,,6.9,0,,49,7.2,35.0,4,8.0,9,7.0,21,7.2,0,,7.4,8,7.6,14,6.4,32,7.3
4,7,0,8,0,1,1,2,2,15,10,0,10,7.7,8,7.3,19,7.5,0,,7.0,3,9.0,2,7.0,2,6.5,0,,7.8,0,,39,7.5,29.0,6,7.4,5,7.3,17,7.5,0,,7.6,8,8.0,13,8.0,26,7.5
4,3,0,13,1,4,2,7,4,12,4,2,10,6.9,9,7.4,23,6.7,0,,7.0,2,10.0,2,5.5,3,6.3,0,,7.1,0,,49,7.0,36.0,7,6.6,7,8.0,20,6.8,0,,7.2,9,7.2,15,7.0,29,6.9
4,4,0,12,0,1,0,4,2,5,8,7,8,9.3,9,7.4,17,8.0,0,,7.0,2,10.0,2,7.5,3,7.7,0,,8.4,0,,39,8.1,27.0,5,9.3,7,7.4,14,7.9,0,,8.2,9,8.5,15,7.5,23,8.0
4,5,0,9,2,0,3,4,6,11,1,2,7,8.5,8,7.6,20,6.6,0,,7.0,2,10.0,0,,5,6.9,0,,7.9,0,,38,7.0,28.0,4,6.8,8,7.6,15,6.5,0,,7.1,6,8.9,14,7.4,27,6.7
4,8,1,17,1,0,4,2,3,9,12,6,8,8.6,14,8.0,24,7.4,0,,9.0,2,8.0,4,8.8,3,8.0,0,,7.6,0,,55,7.8,37.0,5,9.1,10,8.0,21,7.4,0,,7.9,12,8.0,14,7.9,30,7.9
4,2,0,12,0,2,5,4,5,8,5,1,8,8.3,8,5.4,21,7.2,0,,6.0,3,10.0,1,3.0,2,6.5,0,,7.3,0,,42,7.2,31.0,4,7.8,7,5.8,19,7.2,0,,7.1,7,8.1,16,6.8,27,6.8
4,9,0,7,4,3,4,1,10,8,3,1,6,8.0,11,6.4,18,5.9,0,,5.0,1,10.0,1,4.0,3,6.7,0,,6.5,0,,41,6.3,30.0,4,8.0,10,6.9,15,5.9,0,,6.6,9,7.2,15,6.5,25,6.4
4,6,0,21,1,3,1,2,7,17,17,8,15,8.0,18,7.7,35,7.8,0,,12.0,6,8.7,2,7.5,4,7.5,0,,8.1,0,,77,7.8,55.0,8,7.8,15,8.0,31,7.7,0,,7.9,16,7.6,20,7.5,47,7.8
4,1,0,13,3,0,1,5,4,13,10,1,10,8.7,10,6.4,22,7.3,0,,7.0,2,10.0,1,5.0,4,7.0,0,,7.5,0,,50,7.4,35.0,7,8.4,9,6.6,18,7.3,0,,7.4,12,7.3,20,7.6,27,7.3
5,14,1,3,0,1,0,4,10,7,1,2,4,6.8,6,5.7,15,6.8,0,,3.0,0,,0,,3,5.7,0,,5.7,0,,29,6.5,22.0,3,7.0,6,5.7,12,6.9,0,,6.8,7,6.3,12,6.8,17,6.9
5,19,0,8,0,1,0,1,3,4,10,3,5,8.5,6,7.1,14,7.7,0,,5.0,0,,3,5.7,2,10.0,0,,8.1,0,,30,8.0,20.0,4,9.0,3,7.7,12,7.3,0,,7.8,4,9.0,9,7.6,19,7.8
5,17,0,6,1,1,0,3,4,13,3,1,6,7.3,7,6.5,15,7.2,0,,5.0,1,7.0,2,6.0,2,6.0,0,,6.3,0,,32,7.1,24.0,4,8.0,5,6.7,13,7.3,0,,7.5,6,6.9,12,7.1,21,7.4
5,16,2,3,0,2,4,3,6,7,0,1,3,4.7,9,5.2,13,5.7,0,,5.0,0,,2,4.5,3,7.0,0,,5.1,0,,28,5.8,20.0,2,4.0,7,5.5,10,5.8,0,,5.7,5,4.8,13,6.2,18,5.7
5,13,0,4,0,1,4,1,6,9,4,4,7,7.2,6,6.0,16,7.2,0,,3.0,0,,1,3.0,2,8.0,0,,6.3,0,,33,7.0,26.0,6,7.2,5,6.6,14,7.0,0,,7.2,5,7.8,14,6.7,23,6.9
5,12,0,4,0,2,0,3,3,9,3,1,4,7.8,5,5.2,13,7.1,0,,2.0,0,,1,3.0,1,10.0,0,,6.5,0,,25,7.0,20.0,3,8.0,4,6.0,12,6.8,0,,7.0,3,8.3,11,6.7,18,6.7
5,18,0,4,0,1,0,2,4,9,4,2,4,8.0,7,6.9,12,7.0,0,,2.0,0,,1,6.0,1,10.0,0,,8.0,0,,26,7.3,21.0,3,8.3,6,7.1,11,6.7,0,,7.3,5,8.4,12,7.0,17,7.0
5,15,1,2,0,0,1,8,5,6,2,1,4,6.0,7,5.8,12,6.3,0,,4.0,0,,2,5.0,2,5.5,0,,5.2,0,,26,6.2,19.0,3,6.0,5,6.3,10,6.3,0,,6.4,5,5.7,12,6.6,17,6.3
5,11,0,2,0,1,1,6,4,7,3,0,3,7.3,8,5.7,10,6.4,0,,2.0,0,,1,5.0,1,10.0,0,,7.5,0,,24,6.4,19.0,2,7.5,7,5.9,9,6.1,0,,6.3,3,7.7,12,6.5,17,6.2
5,9,0,3,0,2,2,2,10,6,3,1,4,6.2,8,6.1,13,6.9,0,,4.0,0,,2,5.0,2,8.5,0,,6.8,0,,29,6.5,21.0,3,6.3,6,6.4,11,6.6,0,,6.7,4,7.0,12,6.2,19,6.6
5,6,1,6,0,2,4,6,3,7,2,1,4,6.8,8,5.4,16,6.7,0,,3.0,0,,1,7.0,2,5.5,0,,6.0,0,,32,6.4,25.0,3,7.7,7,5.1,14,6.7,0,,6.6,5,6.1,13,6.0,21,6.7
5,10,1,4,1,0,5,1,3,12,4,3,4,7.5,7,6.4,17,6.8,1,8.0,4.0,0,,1,6.0,3,5.7,0,,5.8,0,,34,6.7,25.0,3,7.7,6,6.5,14,6.9,1,8.0,7.2,4,6.8,13,6.7,23,7.1
5,5,0,2,0,1,1,7,7,6,3,1,4,6.0,9,5.5,12,6.8,0,,2.0,0,,1,6.0,1,10.0,0,,8.0,0,,28,6.4,23.0,3,6.3,8,5.5,11,6.5,0,,6.3,4,6.5,11,6.7,20,6.5
5,8,1,4,0,1,1,6,8,4,3,0,4,6.0,7,5.4,14,6.8,0,,4.0,0,,1,5.0,3,5.7,0,,5.5,0,,28,6.4,21.0,3,6.3,6,5.5,11,6.8,0,,6.7,4,5.8,11,6.4,20,6.6
5,7,1,8,3,0,1,5,3,10,7,3,4,7.2,8,6.4,21,7.3,0,,3.0,1,7.0,0,,2,5.5,0,,6.0,0,,41,7.0,30.0,2,7.5,8,6.4,19,7.3,0,,7.2,6,5.4,15,7.2,24,7.5
5,4,0,4,0,3,1,2,5,7,2,3,3,8.3,7,5.2,14,6.8,0,,4.0,0,,1,3.0,3,6.3,0,,5.5,0,,27,6.9,20.0,2,8.5,6,5.8,11,6.9,0,,6.9,4,7.0,10,6.5,18,6.5
5,3,0,5,1,1,3,4,6,8,2,1,4,7.5,7,6.1,14,6.3,0,,3.0,0,,1,10.0,2,6.0,0,,7.3,0,,31,6.6,22.0,3,7.7,6,6.1,12,6.4,0,,6.7,6,6.2,12,6.2,18,6.8
5,2,1,11,0,0,0,1,5,6,8,3,6,9.0,7,7.8,15,7.5,0,,4.0,1,7.0,1,10.0,2,5.5,0,,7.0,0,,35,8.0,24.0,4,9.2,6,7.7,13,7.6,0,,8.1,9,7.7,11,7.4,17,8.1
2,20,2,8,0,1,1,2,7,12,2,3,9,7.4,9,6.8,16,6.8,0,,7.0,2,10.0,3,5.7,2,5.5,0,,6.2,0,,38,7.1,27.0,6,7.0,6,7.5,14,6.9,0,,7.2,12,7.5,10,8.1,20,6.8
2,18,0,10,0,0,3,5,7,16,3,1,11,7.7,13,6.4,17,6.6,0,,6.0,2,10.0,2,6.5,2,7.0,0,,7.9,0,,45,7.2,35.0,8,7.4,11,6.5,15,6.6,0,,6.9,13,7.4,13,7.4,26,6.6
2,19,1,8,1,1,4,2,9,12,5,1,8,8.2,9,6.6,21,6.4,0,,8.0,2,10.0,2,6.0,4,6.2,0,,7.1,0,,44,6.8,30.0,5,8.0,7,6.9,17,6.5,0,,7.0,9,7.9,13,7.3,28,6.6
2,16,0,10,0,1,4,6,5,13,6,3,8,8.5,14,6.1,19,7.1,0,,8.0,2,10.0,3,6.3,3,7.7,0,,7.6,0,,48,7.2,33.0,5,8.2,11,6.2,16,6.9,0,,7.1,10,7.8,15,7.2,29,6.9
2,15,1,14,0,0,1,5,4,12,13,6,11,8.3,13,7.7,21,7.9,0,,7.0,2,10.0,3,7.3,2,5.5,0,,7.7,0,,56,7.8,38.0,8,8.0,10,7.7,19,7.9,0,,8.0,15,7.3,17,7.5,28,8.1
2,14,1,7,1,2,5,2,6,6,3,3,6,7.3,9,5.5,15,6.9,0,,5.0,2,10.0,1,4.0,2,7.0,0,,7.4,0,,36,6.6,25.0,3,7.3,8,5.8,13,7.0,0,,6.8,8,6.5,13,7.4,21,6.9
2,12,0,12,0,1,5,3,7,14,3,1,9,8.3,13,6.3,18,7.1,0,,6.0,2,10.0,2,8.0,2,7.0,0,,8.0,0,,46,7.2,34.0,6,8.5,11,6.4,16,7.1,0,,7.3,12,7.6,16,7.0,27,7.2
2,17,0,12,0,0,2,7,8,14,1,1,9,8.3,9,6.5,21,7.1,0,,6.0,2,10.0,1,6.0,3,7.7,0,,8.0,0,,45,7.2,33.0,6,8.2,8,6.6,18,7.0,0,,7.3,10,8.1,11,7.7,26,7.0
2,13,1,8,0,2,4,4,3,10,4,3,7,8.0,10,6.6,18,6.5,0,,6.0,2,10.0,2,6.0,2,7.0,0,,7.6,0,,39,6.9,29.0,4,8.5,8,6.8,16,6.4,0,,7.0,11,7.5,12,7.3,23,6.8
2,11,0,10,0,3,0,4,6,16,5,0,8,8.2,14,7.1,16,6.6,0,,5.0,2,10.0,1,7.0,2,6.5,0,,8.0,0,,44,7.2,33.0,5,7.8,13,7.2,14,6.7,0,,7.2,11,7.9,16,7.3,26,6.9
2,10,0,12,0,0,1,7,2,14,11,6,9,8.0,12,7.4,23,7.7,0,,7.0,3,10.0,2,7.0,2,7.0,0,,8.2,0,,53,7.8,37.0,5,7.2,10,7.4,21,7.7,0,,7.7,12,8.1,15,7.5,28,7.3
2,9,0,11,0,2,7,6,7,7,7,3,9,7.5,15,5.5,20,7.1,0,,7.0,3,10.0,2,5.5,2,7.0,0,,7.4,0,,50,7.0,37.0,5,7.0,13,5.5,18,7.2,0,,6.7,11,7.1,15,7.2,29,6.5
2,7,0,9,0,1,1,7,7,14,2,1,7,8.3,12,5.8,20,6.9,0,,5.0,2,10.0,1,7.0,2,6.5,0,,8.0,0,,42,7.1,34.0,4,8.5,11,5.7,18,6.9,0,,6.9,9,7.9,13,7.4,28,6.6
2,5,0,12,1,2,1,2,7,12,14,5,8,8.6,17,7.3,24,7.6,0,,7.0,2,10.0,3,7.7,2,6.0,0,,7.9,0,,56,7.6,41.0,5,8.2,14,7.3,22,7.7,0,,7.7,14,7.5,14,7.3,33,7.6
2,8,2,17,0,0,1,6,7,17,10,10,10,7.8,22,6.8,31,7.8,0,,13.0,3,9.0,4,7.8,6,8.0,0,,8.2,0,,70,7.7,49.0,6,7.4,17,6.9,25,7.7,0,,7.5,14,6.9,13,8.4,45,7.5
2,6,0,14,0,1,5,4,6,13,10,3,11,8.0,15,7.3,23,6.9,0,,5.0,2,10.0,1,6.0,2,7.0,0,,7.9,0,,56,7.4,43.0,8,7.4,13,7.7,21,6.9,0,,7.3,14,7.3,14,7.6,31,7.2
2,4,1,7,0,0,5,6,9,17,5,2,9,7.3,18,6.0,20,6.8,0,,9.0,2,10.0,4,5.8,3,7.0,0,,7.1,0,,52,6.8,38.0,6,7.1,14,6.2,17,6.8,0,,6.7,12,7.1,11,7.8,34,6.6
2,3,0,14,2,0,0,5,7,13,15,4,9,8.7,19,7.0,23,7.2,0,,8.0,2,10.0,4,7.5,2,6.0,0,,7.5,0,,60,7.6,43.0,6,8.6,15,7.1,21,7.2,0,,7.5,16,7.4,15,7.9,33,7.4
2,2,0,14,1,1,0,4,7,11,11,1,9,8.2,18,7.1,19,7.4,0,,10.0,2,10.0,5,5.9,3,7.3,0,,7.1,0,,50,7.6,36.0,6,8.1,13,7.3,16,7.3,0,,7.5,13,7.5,12,8.3,31,7.4
6,13,0,4,0,0,1,0,2,10,7,4,3,8.0,10,7.8,13,7.7,0,,4.0,0,,2,7.5,2,7.0,0,,7.2,0,,28,7.8,22.0,3,8.0,8,7.9,11,7.8,0,,7.9,5,7.7,11,7.6,19,7.8
2,1,0,9,0,2,1,7,8,16,7,6,10,8.2,17,6.4,21,7.1,0,,7.0,2,10.0,3,7.0,2,6.5,0,,7.3,0,,56,7.2,41.0,7,8.0,14,6.5,19,7.1,0,,7.2,12,7.4,17,6.9,35,7.0
6,12,0,8,0,0,0,3,4,6,11,0,5,8.3,11,6.9,12,8.1,0,,4.0,0,,2,6.5,2,7.5,0,,7.0,0,,32,7.8,24.0,4,9.0,9,7.0,10,8.2,0,,7.9,7,7.3,13,7.6,19,8.0
6,11,2,4,0,3,3,5,1,3,7,1,3,3.0,9,5.1,13,7.2,0,,4.0,0,,1,4.0,3,8.0,0,,7.0,0,,29,6.2,23.0,3,3.0,8,5.2,10,7.2,0,,6.2,7,4.0,10,6.6,16,7.0
6,10,0,6,1,1,4,0,5,10,2,0,4,6.2,11,5.5,12,7.4,0,,6.0,1,10.0,2,6.0,3,6.7,0,,6.7,0,,29,6.8,21.0,2,6.5,9,5.4,9,7.4,0,,6.7,5,5.8,11,6.7,21,7.0
6,8,0,3,1,0,2,4,4,2,2,1,2,8.0,8,4.8,7,7.6,0,,3.0,0,,2,5.5,1,10.0,0,,7.0,0,,19,6.5,15.0,2,8.0,6,4.4,6,7.2,0,,6.5,3,7.3,11,5.9,14,6.5
6,9,0,2,0,2,2,1,6,5,2,2,2,6.0,9,5.1,9,7.6,0,,3.0,0,,2,6.5,1,10.0,0,,7.7,0,,22,6.5,18.0,2,6.0,7,4.6,8,7.3,0,,6.4,3,6.7,11,6.2,18,6.7
6,7,0,4,0,1,6,3,7,3,3,2,4,6.5,10,5.2,12,7.1,0,,2.0,0,,1,4.0,1,10.0,0,,7.0,0,,29,6.4,25.0,4,6.5,9,5.4,11,6.9,0,,6.4,5,6.7,16,5.9,21,6.4
6,5,0,4,1,2,4,5,10,6,3,0,4,6.2,18,5.2,11,6.9,0,,6.0,1,6.0,4,5.2,1,10.0,0,,6.4,0,,35,6.1,27.0,2,8.5,14,5.3,10,6.6,0,,6.2,3,6.3,12,5.9,28,6.3
6,6,0,3,1,3,1,6,8,4,3,0,3,6.0,9,4.9,13,6.6,0,,3.0,0,,1,6.0,2,8.0,0,,7.3,0,,29,6.0,23.0,3,6.0,8,4.7,11,6.3,0,,6.0,4,6.2,14,5.5,20,6.2
6,3,0,2,0,1,2,2,6,7,5,2,2,7.5,12,6.0,11,7.5,0,,4.0,0,,2,6.5,2,8.0,0,,7.2,0,,27,6.8,22.0,2,7.5,10,5.8,9,7.2,0,,6.8,5,6.4,11,6.7,20,7.1
6,2,4,5,1,3,5,1,8,6,3,3,6,3.4,12,4.8,17,6.7,0,,2.0,0,,1,4.0,1,10.0,0,,7.0,0,,39,5.9,33.0,5,4.1,11,4.9,16,6.4,0,,5.7,5,5.1,17,5.9,27,5.9
6,1,0,8,2,0,2,1,11,13,2,0,6,8.4,16,5.8,11,6.8,0,,6.0,0,,5,6.1,1,10.0,0,,6.9,0,,39,6.9,28.0,6,8.4,11,5.7,10,6.5,0,,7.0,6,6.2,15,6.8,26,7.2
6,4,0,2,0,0,4,3,7,5,7,0,2,7.5,10,5.7,12,7.1,0,,4.0,0,,2,6.0,2,9.0,0,,7.5,0,,28,6.6,21.0,2,7.5,8,5.6,10,6.9,0,,6.6,3,6.7,15,6.0,20,6.6
41,21,8,42,0,1,2,9,11,25,32,18,51,8.2,39,7.6,24,7.8,1,10.0,20.0,7,7.2,7,7.6,5,7.8,0,,7.5,0,,148,7.9,96.0,42,8.3,31,7.6,18,7.8,1,10.0,7.9,37,8.1,27,7.5,57,7.6
40,21,5,26,2,1,3,11,14,37,24,14,37,7.5,47,7.3,25,7.3,1,7.0,26.0,5,8.4,11,6.9,6,8.4,0,,7.8,0,,137,7.3,90.0,30,7.4,36,7.3,19,6.9,1,7.0,7.2,46,7.5,32,7.2,52,7.0
38,1,6,59,0,0,1,12,22,46,63,43,108,8.3,90,7.5,27,7.4,0,,53.0,26,8.1,18,7.5,7,7.6,0,,7.8,0,,252,7.9,176.0,80,8.3,70,7.5,20,7.3,0,,7.9,97,7.7,42,7.4,101,7.9
39,1,6,28,1,1,4,6,19,57,56,23,78,7.9,67,7.4,27,7.3,2,8.0,36.0,17,7.7,14,8.0,3,8.0,1,9.0,8.0,0,,201,7.6,137.0,58,8.0,51,7.2,24,7.2,1,7.0,7.5,69,7.5,35,7.4,81,7.5
39,19,4,32,1,1,6,7,9,29,46,19,66,8.3,50,7.0,20,7.3,1,5.0,37.0,20,8.7,10,7.2,4,8.5,0,,8.1,0,,154,7.6,103.0,44,8.2,38,6.9,16,7.2,1,5.0,7.5,55,7.7,25,6.9,57,7.3
39,21,4,40,1,0,1,1,12,31,44,27,73,8.5,38,8.0,23,7.2,2,8.5,34.0,18,8.7,8,8.6,6,6.9,0,,8.4,0,,161,8.1,105.0,53,8.4,30,7.9,17,7.1,2,8.5,8.0,53,8.0,30,7.5,58,7.9
39,20,4,10,3,3,7,12,32,29,9,4,38,6.6,38,6.0,18,6.1,1,4.0,24.0,9,5.9,9,6.0,3,7.3,0,,6.2,0,,113,6.2,76.0,27,6.6,28,5.9,15,6.0,1,4.0,6.1,44,6.0,24,6.4,41,6.1
39,17,4,36,1,2,0,6,21,37,42,19,64,8.0,50,7.2,22,7.4,0,,35.0,19,8.2,7,7.8,3,8.7,0,,8.1,0,,168,7.6,108.0,42,7.8,42,7.1,19,7.2,0,,7.4,57,7.5,28,7.2,62,7.4
39,18,7,15,1,8,5,9,36,23,19,2,40,6.7,43,6.4,21,6.4,0,,16.0,6,6.5,4,6.8,3,7.3,0,,6.8,0,,125,6.5,89.0,32,6.7,38,6.3,17,6.3,0,,6.5,43,6.1,27,6.4,44,6.7
39,14,8,18,5,5,9,26,42,26,11,1,52,6.0,52,6.2,27,7.1,0,,24.0,11,6.3,7,6.5,5,8.8,0,,7.0,0,,151,6.2,107.0,39,5.9,43,6.1,22,6.7,0,,6.1,56,6.0,29,6.3,58,6.4
39,16,5,23,1,1,3,7,19,45,31,13,52,7.6,46,7.0,21,6.9,2,8.5,24.0,10,8.1,6,7.4,4,8.0,1,9.0,7.7,0,,148,7.3,102.0,40,7.5,40,7.0,17,6.9,1,8.0,7.2,54,7.4,33,7.2,55,7.0
39,13,8,28,3,5,6,16,24,41,18,5,57,7.0,47,6.3,21,6.6,0,,28.0,13,7.5,7,6.5,6,5.5,0,,6.7,0,,154,6.7,99.0,42,6.8,39,6.2,15,6.9,0,,6.6,51,6.6,27,6.5,56,6.4
39,10,8,196,1,2,3,3,10,26,44,93,166,9.1,97,8.6,35,8.8,3,10.0,71.0,41,9.1,20,8.9,5,9.6,1,10.0,9.2,0,,386,9.0,241.0,121,9.1,75,8.5,30,8.6,1,10.0,8.9,116,8.8,34,8.2,134,8.9
39,12,5,19,1,3,3,5,11,40,37,12,56,7.6,47,7.4,17,7.5,0,,19.0,10,7.6,5,7.7,3,7.3,0,,7.5,0,,136,7.4,100.0,44,7.6,41,7.4,14,7.4,0,,7.4,49,7.2,26,7.2,57,7.6
39,7,6,52,0,3,4,11,22,30,35,21,75,7.9,51,7.4,18,7.0,1,10.0,44.0,22,8.3,13,7.8,2,7.0,1,10.0,8.0,0,,184,7.6,107.0,51,7.7,37,7.2,16,6.9,0,,7.4,57,7.5,27,7.2,61,7.3
39,15,11,12,2,4,7,10,22,32,21,2,39,6.2,47,6.0,17,6.4,0,,16.0,5,8.0,5,7.3,3,6.3,0,,7.4,0,,123,6.3,86.0,32,6.0,40,5.8,14,6.3,0,,6.0,37,6.5,26,6.4,51,5.8
39,8,4,25,0,2,4,10,16,41,35,13,53,7.6,52,6.9,19,7.4,2,9.0,33.0,13,7.7,12,7.4,5,7.7,1,8.0,7.5,0,,150,7.3,93.0,38,7.5,39,6.6,14,7.3,0,,7.1,52,7.1,28,7.3,56,7.1
39,11,9,31,3,2,5,9,15,46,32,14,62,7.7,50,7.0,25,6.6,2,8.5,26.0,14,8.3,7,7.2,3,6.7,1,10.0,7.7,0,,166,7.2,114.0,45,7.4,42,6.9,22,6.6,1,7.0,7.0,53,7.0,27,6.8,69,7.1
39,9,3,14,1,2,4,7,23,35,25,11,46,7.4,41,6.7,23,7.2,0,,18.0,8,6.4,7,7.2,2,8.5,0,,7.0,0,,125,7.1,91.0,36,7.5,33,6.6,21,7.1,0,,7.1,47,7.1,26,7.3,51,6.9
39,6,6,51,1,1,4,8,19,38,40,22,77,8.0,58,7.3,22,7.4,1,9.0,36.0,17,8.3,12,7.9,4,6.8,1,9.0,8.1,0,,190,7.7,124.0,58,7.9,44,7.1,18,7.4,0,,7.5,70,7.7,26,7.2,64,7.3
