,index,sid,eid,1,10,2,3,4,5,6,7,8,9,Aged 18-29,Aged 18-29_avg,Aged 30-44,Aged 30-44_avg,Aged 45+,Aged 45+_avg,Aged under 18,Aged under 18_avg,Females,Females Aged 18-29,Females Aged 18-29_avg,Females Aged 30-44,Females Aged 30-44_avg,Females Aged 45+,Females Aged 45+_avg,Females under 18,Females under 18_avg,Females_avg,IMDb staff,IMDb staff_avg,IMDb users,IMDb users_avg,Males,Males Aged 18-29,Males Aged 18-29_avg,Males Aged 30-44,Males Aged 30-44_avg,Males Aged 45+,Males Aged 45+_avg,Males under 18,Males under 18_avg,Males_avg,Non-US users,Non-US users_avg,Top 1000 voters,Top 1000 voters_avg,US users,US users_avg
281,1794,37,15,5,46,0,1,2,4,13,20,48,26,63,8.5,62,8.0,18,7.7,0,,43.0,23,8.9,15,8.5,3,6.0,0,,8.6,0,,165,8.2,100.0,38,8.3,46,7.8,15,7.8,0,,8.0,61,8.3,33,7.7,65,8.0
282,1819,38,5,6,38,0,1,1,13,20,43,28,19,61,7.9,59,7.2,23,6.9,0,,40.0,21,8.2,13,7.9,4,8.8,0,,8.1,0,,169,7.5,106.0,38,7.7,46,7.0,19,6.7,0,,7.1,54,7.6,31,6.8,63,7.0
283,1825,37,14,4,34,1,1,3,10,17,33,37,15,55,7.9,60,7.4,19,7.5,0,,35.0,16,7.9,13,7.8,4,6.2,0,,7.8,0,,155,7.6,99.0,37,7.9,46,7.2,15,7.6,0,,7.5,61,7.6,35,6.9,58,7.4
284,1826,37,13,6,13,0,5,8,14,34,27,16,2,42,6.9,54,6.2,15,5.9,0,,28.0,15,7.2,10,7.0,2,7.0,0,,7.1,0,,125,6.3,83.0,25,6.8,43,5.9,13,5.9,0,,6.0,39,6.4,35,6.1,56,6.1
285,1837,37,11,8,13,4,2,10,14,34,17,7,3,30,6.2,48,5.8,16,5.8,0,,19.0,8,5.8,8,7.2,2,8.0,0,,6.7,0,,112,5.9,75.0,20,6.1,39,5.5,14,5.4,0,,5.6,37,5.6,29,5.7,50,5.8
286,1838,37,12,7,26,3,3,5,11,38,32,19,16,58,7.2,64,6.7,22,5.9,0,,45.0,24,7.5,14,7.2,6,6.9,0,,7.3,0,,160,6.7,97.0,32,6.9,48,6.6,16,5.7,0,,6.4,56,6.8,36,6.3,69,6.4
287,1878,37,8,4,16,0,0,2,12,24,25,17,7,37,7.7,44,6.6,18,6.5,0,,28.0,12,8.4,11,7.1,4,6.5,0,,7.6,0,,107,7.1,70.0,23,7.3,33,6.4,14,6.4,0,,6.7,38,7.2,33,6.9,48,6.7
288,1879,37,7,6,34,0,0,2,4,14,34,30,15,54,8.5,49,7.4,19,6.9,0,,36.0,18,8.2,13,7.6,4,4.5,0,,7.8,0,,139,7.8,86.0,34,8.6,36,7.3,15,7.1,0,,7.7,54,8.0,33,7.4,51,7.4
289,1880,37,10,9,84,0,0,1,4,6,21,46,50,95,9.0,72,8.4,23,7.9,0,,55.0,28,9.0,20,8.8,5,6.3,0,,8.8,0,,221,8.6,133.0,63,8.9,50,8.3,18,8.1,0,,8.5,69,8.7,36,7.7,93,8.3
290,1881,37,9,6,28,0,1,2,9,21,37,27,12,52,8.0,53,7.1,20,6.6,0,,37.0,20,7.7,12,7.5,4,6.8,0,,7.6,0,,143,7.4,88.0,30,8.2,40,7.0,16,6.7,0,,7.3,47,7.7,35,6.9,62,7.0
291,1882,37,6,6,30,3,0,4,3,21,37,27,15,49,7.8,58,7.2,17,7.3,0,,37.0,18,7.9,14,7.1,4,7.0,0,,7.5,0,,146,7.5,88.0,29,7.6,43,7.1,13,7.5,0,,7.4,51,7.5,35,6.9,59,7.3
292,1883,37,5,3,26,0,1,2,11,25,30,25,9,49,7.9,50,6.8,17,6.7,0,,31.0,15,7.6,11,7.1,3,5.7,0,,7.4,0,,132,7.3,85.0,32,8.0,38,6.7,14,6.8,0,,7.1,43,7.3,34,6.7,61,7.1
293,1885,37,4,6,13,4,4,7,14,46,24,11,3,40,6.6,60,6.0,19,6.1,0,,33.0,13,6.1,16,6.5,2,7.5,0,,6.5,0,,132,6.1,86.0,25,6.7,43,5.7,17,6.1,0,,6.0,43,6.4,31,6.0,63,5.7
294,1886,37,3,3,27,0,0,5,9,19,38,28,10,52,7.6,58,7.2,15,7.1,0,,38.0,17,7.3,17,7.6,3,5.7,0,,7.4,0,,139,7.3,86.0,33,7.6,40,7.0,12,7.3,0,,7.3,55,7.5,36,6.7,54,7.0
295,1888,37,2,6,38,3,3,1,10,14,31,35,21,59,8.2,66,7.3,22,7.4,0,,45.0,20,8.4,17,8.0,6,6.5,0,,8.2,0,,162,7.6,102.0,37,8.2,48,7.0,16,7.5,0,,7.5,49,7.8,37,7.2,75,7.4
296,1889,37,1,8,26,1,1,2,9,14,37,41,16,53,7.9,62,7.2,21,7.1,0,,35.0,14,7.7,17,7.6,3,5.7,0,,7.5,0,,155,7.4,100.0,37,7.9,44,7.0,18,7.3,0,,7.3,52,7.7,41,6.8,67,6.9
297,2111,36,22,12,86,1,0,4,5,4,17,37,52,93,9.0,75,8.3,23,7.3,0,,64.0,33,9.4,22,8.9,6,7.3,0,,9.2,0,,218,8.4,130.0,59,8.8,52,8.0,17,7.3,0,,8.3,75,8.9,35,7.3,84,7.9
298,2113,36,21,6,5,2,2,7,12,21,11,11,8,28,7.1,36,6.0,10,6.3,0,,14.0,5,7.7,4,6.8,4,7.2,0,,7.1,0,,85,6.1,61.0,22,7.1,32,5.9,6,6.1,0,,6.3,27,6.5,27,6.4,40,6.1
299,2114,36,20,7,19,1,1,0,9,14,32,16,8,42,7.4,41,7.2,12,6.6,0,,27.0,13,8.1,10,8.2,3,5.3,0,,7.8,0,,107,7.1,69.0,28,7.1,30,6.8,9,6.8,0,,6.9,38,7.2,31,6.8,46,7.0
300,2115,36,19,3,10,2,4,4,8,18,20,12,5,27,7.5,39,6.2,13,6.9,0,,16.0,5,8.6,8,6.5,3,5.3,0,,7.1,0,,86,6.6,61.0,21,7.3,30,6.0,10,7.2,0,,6.7,24,7.1,31,6.5,46,6.4
301,2135,36,18,4,9,1,2,7,12,21,21,8,6,30,7.1,37,6.0,15,6.6,0,,20.0,9,8.0,7,6.5,4,7.5,0,,7.3,0,,91,6.4,60.0,20,6.8,29,5.8,11,6.6,0,,6.3,25,7.0,29,6.4,47,6.2
302,2136,36,16,6,15,2,3,4,14,21,31,12,5,37,7.2,51,6.4,13,6.0,0,,27.0,14,8.1,10,6.3,3,7.7,0,,7.2,0,,113,6.5,72.0,22,6.9,39,6.2,10,5.5,0,,6.2,36,6.4,33,6.1,54,6.4
303,2137,36,17,7,15,0,1,2,8,15,28,29,16,47,7.8,49,7.0,14,6.7,0,,24.0,10,8.5,11,6.6,3,5.3,0,,7.4,0,,121,7.3,85.0,36,7.7,37,7.0,11,7.0,0,,7.3,40,7.8,35,7.0,57,6.8
304,2259,36,15,7,14,3,3,3,10,26,25,11,5,37,6.8,43,6.4,17,6.9,0,,26.0,13,7.5,10,6.7,3,7.7,0,,7.4,0,,107,6.4,69.0,23,6.6,32,6.2,14,6.7,0,,6.4,36,6.8,30,6.5,51,6.4
305,2264,36,12,6,8,0,2,5,5,22,29,18,5,38,7.2,38,6.4,13,6.5,0,,22.0,10,6.8,9,6.7,3,4.7,0,,6.5,0,,100,6.7,65.0,27,7.2,28,6.2,10,7.0,0,,6.8,35,6.8,32,6.5,42,6.5
306,2265,36,10,4,13,3,0,5,15,36,11,10,2,37,7.0,37,5.9,16,6.6,0,,19.0,9,7.8,6,6.2,4,7.0,0,,7.0,0,,99,6.3,67.0,26,6.7,29,5.7,12,6.4,0,,6.2,30,6.3,28,6.0,50,6.4
307,2266,36,14,6,18,1,0,1,3,15,28,20,13,43,8.0,40,6.7,12,7.1,0,,20.0,10,8.0,6,7.0,3,6.0,0,,7.5,0,,105,7.3,75.0,32,8.0,34,6.6,9,7.1,0,,7.3,38,7.5,29,6.9,47,7.1
308,2268,36,11,6,23,1,2,2,2,21,28,28,14,50,7.9,51,7.3,14,7.2,0,,29.0,13,8.4,12,7.8,4,6.5,0,,8.1,0,,127,7.5,85.0,36,7.8,38,7.1,10,7.3,0,,7.4,56,7.7,31,6.9,45,7.1
309,2269,36,7,4,24,2,2,4,4,18,26,19,9,40,7.5,39,6.9,18,6.2,1,10.0,26.0,14,8.1,7,6.3,4,5.5,0,,7.2,0,,112,7.1,72.0,25,7.4,32,7.1,14,6.4,1,10.0,7.1,34,6.9,28,6.6,51,7.0
310,2270,36,13,7,23,0,0,2,5,8,36,26,19,52,7.8,44,7.6,16,6.7,0,,37.0,20,8.1,12,8.2,5,5.3,0,,7.8,0,,126,7.5,75.0,31,7.7,31,7.4,11,7.2,0,,7.5,40,7.7,37,7.2,62,7.3
311,2272,36,9,9,13,0,1,3,7,28,26,12,9,41,7.4,42,6.1,16,6.1,0,,24.0,11,8.0,10,6.8,3,5.7,0,,7.3,0,,108,6.5,73.0,29,7.2,31,5.8,13,6.2,0,,6.5,40,6.9,34,6.4,48,6.5
312,2273,36,4,7,30,2,2,3,6,26,30,22,5,56,7.8,47,6.5,13,6.9,0,,35.0,17,8.3,14,6.8,4,6.8,0,,7.5,0,,133,7.2,80.0,38,7.7,32,6.3,8,7.1,0,,7.0,47,7.4,32,6.5,58,6.8
313,2274,36,5,5,15,2,2,2,6,21,30,14,7,37,7.5,42,6.4,15,6.5,0,,25.0,12,7.8,10,7.3,3,5.7,0,,7.5,0,,104,6.8,67.0,24,7.4,31,6.0,12,6.6,0,,6.7,39,7.3,31,6.7,45,6.3
314,2275,36,6,6,20,0,2,8,9,31,23,12,5,42,7.2,44,5.7,14,6.9,0,,25.0,12,8.2,8,5.9,3,6.7,0,,7.0,0,,116,6.5,78.0,29,7.0,36,5.6,11,6.9,0,,6.3,38,6.8,32,6.0,56,6.2
315,2277,36,1,8,32,2,3,2,4,12,30,33,16,57,8.1,50,7.4,16,5.9,0,,33.0,21,8.8,8,8.4,4,6.0,0,,8.4,0,,142,7.5,88.0,34,7.8,41,7.2,12,6.0,0,,7.2,49,7.7,35,7.3,57,7.1
316,2278,36,3,4,12,4,0,6,13,20,19,13,4,35,6.9,39,6.3,12,6.2,0,,22.0,10,7.3,8,6.8,4,5.5,0,,6.9,0,,95,6.5,63.0,24,6.9,30,6.1,8,6.4,0,,6.5,28,6.7,26,6.3,49,6.4
317,2279,36,2,5,21,2,3,2,8,16,42,15,4,46,7.5,43,6.7,15,6.2,0,,22.0,12,7.6,7,7.5,3,5.7,0,,7.4,0,,118,6.9,81.0,33,7.4,35,6.5,12,6.5,0,,6.8,39,7.1,32,6.8,52,6.4
318,2280,36,8,6,10,1,6,4,17,28,21,10,6,37,6.8,43,6.0,17,5.9,0,,27.0,12,7.2,10,6.1,4,6.8,0,,6.5,0,,109,6.1,70.0,24,6.6,32,5.9,13,5.9,0,,6.0,31,6.5,30,5.8,58,5.7
319,2284,33,12,5,25,1,2,0,2,7,7,24,7,32,8.7,27,7.3,12,6.6,0,,18.0,7,9.6,8,8.2,3,5.3,0,,8.3,0,,80,7.7,53.0,24,8.5,19,7.1,9,7.4,0,,7.7,37,8.2,21,7.5,28,7.2
320,2296,33,11,4,27,2,1,3,2,5,10,15,7,26,7.7,31,7.9,9,5.2,0,,23.0,11,8.0,9,8.9,3,3.0,0,,7.7,0,,76,7.7,43.0,14,7.9,22,7.6,6,6.3,0,,7.6,26,7.7,17,6.9,36,7.5
321,2297,33,10,4,11,0,2,1,5,7,23,14,2,26,8.0,23,6.6,13,6.2,0,,9.0,4,8.8,3,7.3,2,4.0,0,,7.1,0,,69,7.0,52.0,21,8.0,20,6.4,11,6.5,0,,7.1,26,7.2,15,6.8,31,7.1
322,2298,35,1,9,19,4,4,7,21,25,28,9,3,43,7.0,54,6.2,15,5.9,0,,29.0,10,8.3,11,6.1,7,4.8,0,,6.7,0,,129,6.4,81.0,31,6.6,42,6.2,8,6.4,0,,6.4,56,6.6,26,6.2,50,6.5
323,2309,32,20,6,24,2,1,4,2,6,10,17,2,28,8.4,28,6.9,9,5.8,0,,17.0,10,9.1,5,7.0,2,3.5,0,,7.7,0,,74,7.3,47.0,17,8.1,22,6.9,7,6.6,0,,7.0,30,7.9,16,6.5,30,6.3
324,2310,32,19,3,13,0,0,0,1,5,5,14,5,19,7.8,12,8.0,8,6.3,0,,10.0,7,7.6,1,8.0,2,3.5,0,,6.7,0,,46,7.8,28.0,11,7.9,11,8.0,6,7.4,0,,7.9,12,7.2,14,7.4,21,7.6
325,2311,32,17,12,55,2,0,1,5,6,13,22,5,41,8.6,45,7.4,13,6.4,0,,35.0,19,8.4,13,7.8,3,2.7,0,,7.4,0,,121,7.6,64.0,21,8.8,32,7.2,10,7.8,0,,7.7,38,7.6,20,6.8,57,7.7
326,2312,32,18,5,23,1,0,1,3,11,13,16,4,26,8.0,32,7.1,8,6.1,0,,17.0,7,8.6,8,6.9,2,4.0,0,,7.2,0,,77,7.5,49.0,18,7.9,23,7.4,6,6.8,0,,7.5,33,7.5,19,6.8,29,6.9
327,2313,30,19,4,16,0,1,0,7,4,14,5,4,14,8.0,20,7.3,13,6.1,0,,9.0,2,10.0,5,6.6,2,6.5,0,,7.1,0,,55,7.3,39.0,11,7.6,15,7.5,11,6.0,0,,6.7,15,7.0,16,6.6,29,6.5
328,2314,30,18,9,9,0,3,0,9,13,5,4,1,19,7.1,16,5.4,12,5.0,0,,11.0,3,7.0,5,5.8,3,2.3,0,,5.7,0,,53,5.8,35.0,15,7.2,10,5.0,9,5.1,0,,5.8,20,5.8,13,6.0,21,5.3
329,2315,32,1,21,19,2,4,4,11,10,11,3,6,28,6.4,37,4.7,18,4.2,0,,15.0,6,7.7,7,7.1,2,3.0,0,,6.6,0,,91,5.6,67.0,21,6.3,30,4.2,16,4.4,0,,4.8,36,4.1,16,5.7,40,5.7
330,2316,30,20,7,11,0,3,4,7,10,4,5,0,14,7.4,20,4.6,9,5.7,0,,13.0,6,9.1,6,5.3,1,7.0,0,,6.9,0,,51,6.0,31.0,7,6.5,14,4.3,8,5.5,0,,4.9,14,5.1,16,5.8,28,5.2
331,2317,32,16,5,46,2,0,0,4,8,8,23,30,34,9.0,53,8.2,20,6.8,0,,24.0,8,9.2,8,7.8,8,5.2,0,,7.9,0,,126,8.2,84.0,25,9.0,45,8.2,12,7.2,0,,8.3,23,7.9,25,6.9,75,8.3
332,2322,30,16,8,7,2,4,4,5,14,6,3,1,15,6.4,16,4.9,12,4.2,0,,17.0,8,6.9,6,5.5,3,5.7,0,,6.0,0,,54,5.4,27.0,6,5.9,10,4.4,9,3.7,0,,4.5,17,4.4,21,5.1,21,4.8
333,2324,30,17,4,9,0,1,3,4,5,11,4,1,10,7.2,16,5.5,9,6.3,0,,10.0,4,9.5,5,6.3,1,4.0,0,,6.9,0,,42,6.6,26.0,5,7.1,11,5.2,8,6.6,0,,6.2,9,4.7,14,6.3,22,6.5
334,2325,30,15,13,5,6,1,3,0,6,5,3,1,7,5.8,16,3.0,10,3.8,0,,9.0,2,10.0,5,5.0,1,6.0,0,,6.4,0,,43,4.5,25.0,4,6.2,10,2.3,9,3.6,0,,3.4,12,2.7,16,3.5,18,4.4
335,2708,30,14,4,6,4,1,4,4,5,6,4,1,8,5.9,16,5.1,8,5.1,0,,7.0,3,7.3,3,5.0,1,6.0,0,,5.5,0,,39,5.7,24.0,4,6.2,12,4.8,7,5.0,0,,5.0,12,3.7,17,5.5,15,5.5
336,2715,30,13,4,2,3,7,2,7,5,5,0,2,6,4.8,17,4.8,8,4.1,0,,7.0,2,10.0,4,4.8,1,5.0,0,,5.6,0,,37,4.8,25.0,3,4.0,13,4.9,7,4.0,0,,4.3,10,4.4,17,4.7,18,4.2
337,2729,30,11,34,7,5,3,5,5,4,6,0,0,23,4.0,26,2.0,10,3.6,0,,24.0,11,4.8,7,3.0,4,3.8,0,,4.0,0,,69,3.4,37.0,11,3.7,19,1.9,6,3.6,0,,2.7,23,2.9,13,4.1,33,2.5
338,2730,30,12,3,13,0,1,2,2,6,9,4,2,13,7.7,18,5.8,7,6.3,0,,15.0,6,10.0,8,6.8,1,6.0,0,,7.5,0,,42,7.2,23.0,6,7.4,10,5.2,6,6.4,0,,6.3,15,6.1,12,6.7,18,6.2
339,2742,30,9,2,13,1,1,1,6,13,7,4,0,11,7.8,24,6.0,7,5.8,0,,12.0,4,10.0,7,6.8,1,6.0,0,,7.3,0,,48,6.9,30.0,6,7.5,17,5.6,6,5.8,0,,5.9,15,6.4,16,6.1,21,5.7
340,2743,30,8,6,11,1,1,4,6,9,5,6,0,8,7.3,22,5.0,10,5.6,0,,5.0,2,10.0,2,6.5,1,4.0,0,,6.8,0,,49,6.2,35.0,5,7.5,20,4.7,8,5.8,0,,5.4,13,4.6,14,5.7,24,5.7
341,2744,30,10,3,3,0,1,3,4,7,6,2,0,10,6.2,10,5.3,5,6.1,0,,8.0,4,7.8,3,5.3,1,6.0,0,,6.2,0,,29,5.8,17.0,5,6.0,7,5.2,4,6.0,0,,5.8,9,5.9,13,5.8,12,5.5
342,2745,30,7,8,9,0,0,3,9,8,4,2,3,10,5.2,24,5.0,8,5.4,0,,14.0,4,8.8,8,5.6,2,5.5,0,,6.1,0,,46,6.0,28.0,5,4.2,16,4.5,6,5.4,0,,4.7,18,4.7,12,5.8,19,4.6
343,2781,30,5,2,4,0,2,2,4,7,12,2,2,7,6.5,17,5.9,7,7.0,0,,10.0,2,10.0,6,6.3,2,8.0,0,,7.3,0,,37,6.4,21.0,4,6.2,11,5.7,5,6.6,0,,6.1,12,6.3,12,6.3,15,6.0
344,2782,30,6,2,3,0,3,2,6,11,7,3,0,7,6.2,15,5.2,9,6.6,0,,6.0,2,10.0,3,6.3,1,7.0,0,,7.4,0,,37,5.9,25.0,4,5.2,12,4.9,8,6.5,0,,5.6,9,4.9,10,6.5,17,6.0
345,2790,30,2,6,4,0,2,4,10,5,7,1,0,9,6.2,15,4.8,9,5.0,0,,9.0,2,10.0,5,5.6,2,8.5,0,,6.5,0,,39,5.3,25.0,6,5.9,10,4.2,7,4.6,0,,4.5,13,5.3,16,5.8,16,4.4
346,2791,30,3,4,14,1,3,3,4,14,8,8,0,14,7.3,25,5.7,11,6.4,0,,18.0,6,10.0,8,7.1,4,7.8,0,,7.9,0,,59,6.6,32.0,7,6.1,17,5.2,7,6.0,0,,5.7,18,5.6,18,5.8,27,6.5
347,2792,30,1,4,9,1,0,0,4,7,15,7,1,13,7.4,19,7.0,9,6.5,0,,10.0,3,8.7,5,6.4,2,1.5,0,,6.1,0,,48,6.8,32.0,9,7.5,14,7.1,7,7.4,0,,7.2,16,7.5,17,6.7,20,6.4
348,2793,30,4,4,10,3,3,1,7,13,6,5,1,12,6.0,22,5.1,10,6.3,0,,21.0,9,7.5,9,5.1,3,6.3,0,,6.2,0,,53,6.2,25.0,3,4.0,13,5.1,7,6.1,0,,5.1,17,4.6,12,5.4,26,5.5
349,2882,32,15,4,11,1,0,1,3,2,20,10,2,15,7.8,18,6.9,12,6.5,0,,9.0,4,8.8,3,7.3,2,3.5,0,,7.0,0,,54,7.1,36.0,10,7.7,15,6.7,10,7.1,0,,7.0,16,7.0,17,6.9,25,6.8
350,2883,32,12,6,18,0,0,1,1,7,14,19,3,19,8.0,30,7.9,13,6.8,0,,18.0,8,8.4,7,8.3,2,4.0,0,,8.0,0,,69,7.4,45.0,10,7.9,23,7.8,11,7.2,0,,7.5,21,7.8,19,7.3,37,7.4
351,2884,32,11,5,20,1,1,4,1,4,10,16,3,23,8.3,27,7.1,10,6.0,0,,23.0,11,8.5,10,7.3,2,3.5,0,,7.4,0,,65,7.4,37.0,11,8.3,17,7.0,8,6.7,0,,7.2,21,7.4,16,6.8,35,7.1
352,2886,32,13,1,6,1,2,1,7,8,10,5,0,14,7.1,15,6.2,7,6.3,0,,9.0,4,7.2,2,7.5,3,7.0,0,,7.5,0,,41,6.5,26.0,9,7.1,13,5.8,4,6.2,0,,6.3,9,6.8,14,6.3,22,6.4
353,2887,32,14,5,19,1,1,1,8,4,9,15,6,21,7.9,26,7.6,14,6.5,0,,11.0,6,8.7,2,9.0,3,5.7,0,,7.2,0,,69,7.3,50.0,14,8.0,24,7.6,11,7.0,0,,7.5,16,7.4,19,6.6,41,7.4
354,2888,32,10,6,33,0,1,2,6,6,11,19,6,27,8.5,27,7.5,19,6.2,0,,29.0,15,8.7,9,8.3,5,4.9,0,,8.0,0,,90,7.7,44.0,11,8.2,18,7.2,14,6.6,0,,7.3,22,8.1,18,6.6,46,7.3
355,2905,32,9,11,95,2,0,0,1,7,10,33,34,57,9.1,78,8.5,23,7.7,1,10.0,53.0,22,8.5,23,9.0,8,6.5,0,,8.5,0,,193,8.6,106.0,34,9.1,54,8.3,15,8.2,1,10.0,8.6,49,8.5,27,7.2,97,8.5
356,2906,32,6,2,3,3,2,2,3,14,9,1,0,9,5.4,17,5.7,8,5.4,0,,9.0,4,7.0,3,7.3,2,4.0,0,,5.5,0,,39,5.7,24.0,4,6.0,14,5.5,6,5.8,0,,5.7,8,6.0,15,6.1,22,5.4
357,2907,32,5,5,21,0,1,1,2,8,12,24,3,17,7.7,32,7.7,17,6.4,0,,16.0,6,8.2,6,7.7,4,5.2,0,,7.4,0,,77,7.6,48.0,10,7.6,24,7.5,13,7.0,0,,7.3,29,7.6,23,6.7,31,6.9
358,2908,32,7,3,18,1,0,4,5,8,8,9,6,24,7.6,15,7.2,12,6.8,0,,14.0,8,8.7,2,9.0,4,4.5,0,,6.9,0,,62,7.4,37.0,15,7.1,13,7.0,8,8.3,0,,7.2,18,7.2,18,6.1,29,7.1
359,2909,32,8,5,12,1,0,4,2,7,12,3,3,12,6.6,21,6.7,11,5.7,0,,10.0,5,7.9,2,7.5,3,2.7,0,,6.4,0,,49,6.7,32.0,6,6.6,18,6.5,8,6.7,0,,6.6,14,6.6,15,6.5,26,6.6
360,2911,32,4,7,26,1,0,7,3,4,15,17,13,26,8.1,28,6.9,18,6.6,0,,24.0,12,8.2,7,7.7,5,3.8,0,,7.1,1,8.0,93,7.5,48.0,13,7.7,21,6.5,13,7.5,0,,7.1,32,7.7,22,5.9,35,6.3
361,2912,32,3,6,16,1,3,2,5,15,12,8,5,22,7.2,27,6.2,14,5.3,0,,16.0,9,8.0,4,9.2,3,4.3,0,,7.2,0,,73,6.8,46.0,12,7.2,22,6.0,11,5.8,0,,6.3,21,6.0,16,6.4,37,6.5
362,2914,32,2,7,8,1,4,2,4,14,4,3,0,15,6.6,17,4.9,10,4.5,0,,8.0,4,9.0,2,6.0,2,3.5,0,,6.7,0,,47,5.6,33.0,10,6.2,15,4.7,8,5.0,0,,5.1,14,5.9,13,5.9,23,4.9
363,2915,34,22,6,26,0,1,0,5,8,22,28,22,36,8.4,54,7.6,17,6.7,0,,24.0,10,8.1,10,7.3,4,4.0,0,,7.1,0,,118,7.8,81.0,25,8.3,43,7.5,13,7.3,0,,7.8,44,7.7,33,7.3,55,7.6
364,2916,34,20,6,29,1,2,3,11,14,16,8,7,36,7.9,38,6.4,10,5.5,0,,27.0,14,9.4,9,7.4,4,6.0,0,,7.9,0,,97,7.2,58.0,21,7.4,29,6.1,6,6.4,0,,6.5,37,7.3,22,6.5,42,6.1
365,2917,34,18,4,9,3,2,3,7,16,8,13,3,17,7.2,36,5.8,8,6.3,0,,15.0,5,7.5,8,5.6,2,6.5,0,,6.3,0,,68,6.4,46.0,11,7.4,28,5.9,6,6.4,0,,6.2,22,6.4,20,6.1,35,6.2
366,2918,34,19,6,8,2,2,5,8,18,8,13,2,21,7.2,36,6.0,5,4.3,0,,12.0,4,8.8,7,6.7,1,4.0,0,,7.0,0,,72,6.1,50.0,16,7.1,29,5.8,4,4.2,0,,6.0,25,6.3,15,5.6,33,6.0
367,2934,34,16,4,19,2,1,1,12,13,18,15,2,28,8.0,35,6.2,12,6.3,0,,21.0,9,8.9,8,7.2,4,6.2,0,,7.7,0,,87,7.0,53.0,18,8.0,27,5.9,8,6.5,0,,6.7,34,7.0,18,7.3,35,6.6
368,2945,34,21,11,57,2,2,0,0,4,9,37,37,57,9.0,70,8.4,15,5.8,0,,42.0,22,9.1,16,9.0,4,6.5,0,,8.8,0,,159,8.3,100.0,34,9.0,54,8.2,11,6.1,0,,8.2,58,8.6,27,7.1,63,7.8
369,2946,34,17,6,13,0,1,0,6,7,17,20,11,31,7.6,26,7.3,14,6.9,0,,15.0,8,8.4,3,8.0,4,6.8,0,,7.8,0,,81,7.3,57.0,22,7.6,23,7.2,10,7.1,0,,7.3,28,7.7,22,7.0,39,6.9
370,2947,34,15,5,10,1,2,3,5,12,22,6,2,28,6.9,26,6.1,7,5.7,0,,16.0,9,7.1,5,7.6,2,2.0,0,,6.5,0,,68,6.5,45.0,18,7.0,21,5.8,5,7.2,0,,6.5,23,6.6,19,6.4,29,6.3
371,2948,34,13,5,6,3,0,5,11,19,13,6,1,18,6.6,39,6.0,6,5.6,0,,18.0,8,6.7,9,6.0,1,4.0,0,,6.1,0,,69,5.9,45.0,9,6.9,30,6.0,5,6.0,0,,6.1,21,6.2,17,6.1,39,5.9
372,2949,34,9,3,8,4,0,2,3,11,13,3,1,13,7.3,20,6.0,6,6.3,0,,9.0,6,8.2,1,7.0,2,7.5,0,,7.9,0,,48,6.3,28.0,6,7.0,18,5.9,4,5.0,0,,6.1,14,6.4,14,6.4,20,6.5
373,2950,34,8,6,28,2,3,1,0,10,16,29,18,39,8.6,47,7.4,14,6.4,0,,33.0,18,9.1,9,7.4,5,6.2,0,,8.0,0,,113,7.6,68.0,20,8.4,38,7.4,9,6.6,0,,7.6,43,8.0,20,7.1,50,7.3
374,2956,34,12,8,23,0,0,1,9,11,20,22,6,39,8.1,41,6.6,8,6.0,0,,23.0,12,8.2,8,7.5,3,6.3,0,,7.6,0,,100,7.2,63.0,26,8.1,31,6.4,5,6.6,0,,7.0,37,7.1,24,6.9,43,6.8
375,2961,34,14,5,8,2,7,1,3,15,16,12,4,21,7.1,34,6.1,11,6.5,0,,11.0,5,7.7,4,7.5,2,8.5,0,,7.8,0,,73,6.3,54.0,15,7.2,30,5.8,9,5.9,0,,6.2,22,6.1,17,7.0,38,6.8
376,2962,34,11,5,12,2,1,1,7,24,13,13,5,30,7.1,32,6.4,11,5.7,0,,19.0,9,7.8,7,6.7,2,3.5,0,,6.9,1,6.0,83,6.7,54.0,20,7.0,25,6.2,9,6.1,0,,6.4,40,6.7,19,6.6,29,6.0
377,2963,34,10,7,20,1,1,3,4,5,20,13,13,29,8.2,38,7.0,13,5.8,0,,14.0,6,9.5,5,5.7,3,3.7,0,,7.1,0,,87,7.3,66.0,22,7.9,33,7.2,10,6.4,0,,7.2,32,7.1,18,5.9,43,7.1
378,2964,34,5,8,28,0,0,0,5,11,22,19,8,29,8.2,44,7.4,15,7.1,0,,23.0,11,9.0,7,8.0,4,4.5,0,,8.1,0,,101,7.6,67.0,17,7.9,37,7.3,11,7.8,0,,7.4,36,7.4,19,7.0,45,7.5
379,2965,34,7,4,15,2,2,2,5,15,20,15,8,27,7.6,36,6.4,12,6.6,0,,20.0,11,8.2,7,7.2,2,2.0,0,,7.3,0,,88,7.0,54.0,15,7.2,28,6.3,10,7.4,0,,6.9,34,6.8,21,6.6,35,7.0
380,2966,34,4,7,33,1,2,1,8,8,27,27,13,40,8.1,51,7.9,17,6.0,1,10.0,26.0,14,8.5,8,6.7,4,5.0,0,,7.2,0,,127,7.7,85.0,25,8.0,43,8.1,13,6.5,1,10.0,7.8,48,7.7,24,6.9,54,7.5
