,index,sid,eid,1,10,2,3,4,5,6,7,8,9,Aged 18-29,Aged 18-29_avg,Aged 30-44,Aged 30-44_avg,Aged 45+,Aged 45+_avg,Aged under 18,Aged under 18_avg,Females,Females Aged 18-29,Females Aged 18-29_avg,Females Aged 30-44,Females Aged 30-44_avg,Females Aged 45+,Females Aged 45+_avg,Females under 18,Females under 18_avg,Females_avg,IMDb staff,IMDb staff_avg,IMDb users,IMDb users_avg,Males,Males Aged 18-29,Males Aged 18-29_avg,Males Aged 30-44,Males Aged 30-44_avg,Males Aged 45+,Males Aged 45+_avg,Males under 18,Males under 18_avg,Males_avg,Non-US users,Non-US users_avg,Top 1000 voters,Top 1000 voters_avg,US users,US users_avg
381,2967,34,2,7,23,1,3,4,11,16,22,18,7,45,7.2,42,6.6,13,6.3,0,,36.0,23,7.5,9,6.7,4,5.8,0,,6.9,0,,112,6.7,62.0,21,6.9,32,6.5,9,6.6,0,,6.7,44,6.7,21,6.6,49,6.6
382,2968,34,6,4,20,1,0,6,2,8,14,28,11,31,8.5,43,7.1,12,6.1,0,,26.0,14,8.8,9,7.8,3,5.0,0,,8.1,0,,94,7.5,61.0,16,8.3,34,7.0,9,6.4,0,,7.2,39,7.6,23,7.0,41,7.0
383,2969,35,20,8,11,3,4,8,13,23,5,7,4,32,7.2,32,4.9,11,5.0,0,,14.0,9,8.1,5,6.8,0,,0,,7.6,0,,86,5.8,60.0,22,6.6,27,4.6,11,5.0,0,,5.3,32,6.3,25,5.9,38,5.2
384,2970,35,22,5,12,4,2,2,5,8,27,15,8,31,7.8,34,6.5,15,6.6,0,,14.0,5,9.0,5,7.7,4,6.5,0,,7.9,0,,88,6.8,62.0,25,7.6,27,6.0,10,7.3,0,,6.9,30,7.6,27,7.1,43,6.5
385,2971,35,21,9,169,2,3,2,4,3,14,40,64,114,9.4,112,8.8,36,8.7,1,10.0,50.0,23,9.1,20,9.1,6,7.0,0,,9.0,0,,310,9.1,215.0,89,9.4,92,8.7,30,8.8,1,10.0,9.1,102,9.0,38,8.2,141,9.1
386,2972,34,3,2,12,2,4,6,5,10,25,8,0,21,7.4,33,6.2,10,6.3,0,,18.0,10,7.9,7,6.8,1,7.0,0,,7.3,0,,74,6.6,46.0,10,7.1,26,5.9,9,6.2,0,,6.2,31,6.6,19,6.2,28,6.3
387,2973,35,17,4,13,1,1,6,11,17,23,12,2,30,7.2,36,6.2,14,6.3,0,,23.0,10,8.6,9,6.8,4,5.0,0,,7.3,0,,90,6.6,56.0,19,6.8,27,6.0,10,6.9,0,,6.4,33,6.9,31,6.2,39,6.2
388,2974,35,18,12,45,0,0,6,3,15,26,26,12,53,8.2,51,7.0,17,7.0,0,,33.0,21,9.1,9,8.0,2,3.5,0,,8.3,0,,145,7.5,90.0,31,7.9,42,6.7,14,7.5,0,,7.1,55,7.4,29,7.3,56,7.1
389,2975,34,1,8,22,5,7,9,19,19,8,9,4,41,6.7,42,5.3,12,5.8,0,,27.0,16,7.3,8,5.9,3,5.7,0,,6.5,0,,110,5.8,67.0,24,6.7,33,5.0,9,5.9,0,,5.6,37,5.4,19,5.7,52,6.1
390,2976,35,19,3,6,0,4,5,12,27,15,7,3,24,7.1,40,5.9,8,6.4,0,,15.0,7,8.0,8,6.2,0,,0,,6.9,0,,82,6.2,57.0,17,6.7,31,5.7,8,6.4,0,,6.1,24,6.4,25,5.8,44,6.1
391,2977,35,16,6,35,3,0,0,3,11,25,30,13,45,8.6,51,7.6,15,6.2,1,7.0,20.0,11,9.3,6,7.2,3,5.7,0,,7.8,0,,126,7.9,91.0,33,8.6,45,7.7,11,6.6,1,7.0,7.9,44,8.0,30,7.5,58,7.6
392,2978,35,15,5,9,1,3,5,14,21,17,11,3,24,6.5,46,6.0,8,6.1,0,,21.0,6,7.5,14,6.5,1,6.0,0,,6.8,0,,89,6.2,56.0,17,6.2,32,5.8,7,6.1,0,,6.0,30,6.4,27,5.9,40,5.8
393,2979,35,11,3,6,2,2,6,10,21,10,9,4,22,6.6,32,5.6,11,6.1,0,,14.0,5,7.2,6,6.0,3,6.3,0,,6.3,0,,73,6.2,49.0,16,6.4,25,5.4,8,6.3,0,,5.9,26,5.8,22,5.9,34,5.9
394,2980,35,14,3,7,4,3,2,11,29,12,5,2,30,6.6,31,5.8,9,6.0,0,,16.0,7,7.8,8,6.3,1,6.0,0,,6.9,0,,78,6.0,54.0,22,6.3,23,5.6,8,6.0,0,,5.8,28,6.6,27,5.9,36,5.4
395,2981,35,12,4,4,1,3,2,3,27,22,12,5,25,7.0,42,6.1,9,6.1,0,,16.0,5,7.7,9,6.3,2,7.5,0,,6.8,0,,83,6.4,58.0,19,6.8,32,6.0,7,6.1,0,,6.4,34,6.9,25,6.2,36,5.8
396,2982,35,13,6,18,1,0,0,5,18,24,24,16,38,8.0,49,6.9,15,6.9,1,8.0,34.0,11,8.1,19,7.4,3,5.7,1,8.0,7.5,0,,112,7.4,68.0,26,8.0,29,6.5,12,7.5,0,,7.2,44,7.5,28,7.0,49,6.8
397,2983,35,9,3,28,2,5,11,18,23,10,7,10,47,6.5,43,5.3,13,6.4,1,10.0,48.0,29,7.4,14,6.0,3,8.0,1,10.0,7.0,0,,117,5.9,57.0,17,5.9,29,4.9,10,6.0,0,,5.4,41,5.5,26,5.8,51,5.8
398,2984,35,8,4,18,0,0,8,11,23,20,17,8,35,7.4,48,6.3,12,6.0,1,10.0,27.0,10,7.7,15,6.5,2,3.5,0,,6.9,0,,109,6.7,68.0,24,7.3,32,6.2,10,6.4,1,10.0,6.6,49,6.7,28,6.2,40,6.4
399,2985,35,7,5,26,0,1,2,7,16,24,25,15,41,8.1,50,7.2,14,6.4,0,,44.0,18,9.0,18,8.0,6,5.7,0,,8.2,0,,121,7.5,62.0,22,7.7,31,6.8,8,7.0,0,,7.1,48,7.7,29,6.8,49,6.9
400,2986,35,5,6,37,3,2,2,11,22,34,23,13,57,7.6,59,7.1,16,6.3,0,,43.0,21,8.3,18,7.2,2,2.0,0,,7.5,0,,153,7.1,90.0,35,7.3,40,6.9,14,7.1,0,,7.0,56,6.9,29,6.2,62,7.1
401,2987,35,10,6,22,0,1,3,11,12,32,17,11,41,7.3,45,6.8,15,5.6,0,,31.0,15,8.1,12,7.1,4,5.2,0,,7.1,0,,115,7.0,69.0,25,7.0,32,6.7,11,6.3,0,,6.8,46,7.1,26,6.7,47,6.5
402,2988,35,3,5,6,1,2,8,12,29,18,6,4,24,6.9,49,5.9,10,5.9,0,,21.0,6,8.6,12,5.8,3,5.0,0,,6.3,0,,91,6.0,61.0,17,6.4,36,5.9,7,6.4,0,,6.0,27,6.3,27,6.3,49,6.0
403,2989,35,4,4,24,0,2,2,10,10,28,24,3,37,7.7,42,6.7,17,7.0,0,,33.0,9,8.5,13,6.7,9,7.0,0,,7.7,0,,107,7.1,62.0,27,7.3,28,6.5,7,6.8,0,,6.9,46,7.3,26,6.3,41,6.6
404,2990,35,6,15,6,6,5,14,23,11,6,3,0,27,4.9,46,4.4,8,4.6,0,,19.0,6,4.8,12,4.5,1,4.0,0,,4.4,0,,89,4.6,59.0,20,5.3,32,4.3,7,4.7,0,,4.7,36,5.0,25,5.0,38,4.2
405,2994,33,8,7,18,0,3,3,5,10,19,10,0,24,7.5,33,6.1,10,6.0,0,,15.0,7,7.7,6,7.6,2,2.5,0,,6.7,0,,75,6.7,51.0,16,7.6,27,5.9,8,7.1,0,,6.7,27,6.0,16,6.2,34,7.0
406,2995,33,4,5,17,1,0,1,3,3,7,18,4,17,8.5,27,7.1,7,5.8,0,,12.0,5,10.0,4,9.0,3,5.0,0,,8.1,0,,59,7.5,39.0,11,8.3,23,6.7,4,5.5,0,,7.0,17,8.0,16,7.3,30,6.6
407,2996,33,7,4,22,1,1,3,4,5,14,22,7,31,8.3,29,7.2,13,6.3,0,,19.0,10,8.8,6,6.3,3,5.3,0,,7.3,0,,83,7.6,54.0,20,8.3,23,7.5,10,6.7,0,,7.6,28,7.6,20,7.3,40,7.3
408,2997,33,9,6,32,0,4,0,3,6,11,18,15,25,8.6,45,7.9,11,6.3,0,,17.0,6,9.2,8,6.7,3,6.0,0,,7.3,0,,95,7.8,62.0,18,8.5,35,8.0,8,7.2,0,,8.1,33,8.4,16,8.1,42,7.4
409,2998,33,5,6,34,0,1,1,3,8,15,24,8,31,8.7,37,7.8,13,5.9,0,,21.0,11,9.5,8,7.9,2,4.0,0,,8.2,0,,100,7.9,61.0,19,8.5,29,7.8,11,6.4,0,,7.7,37,8.2,19,7.6,40,7.1
410,2999,33,6,6,36,1,9,2,5,7,12,22,10,44,8.4,36,7.0,12,6.4,0,,33.0,19,8.8,9,6.4,3,5.7,0,,7.6,0,,110,7.4,61.0,24,8.3,27,7.1,9,6.7,0,,7.4,35,7.2,20,7.1,52,7.6
411,3000,35,2,5,33,1,3,3,14,24,39,24,15,62,7.9,64,7.0,16,6.7,0,,43.0,18,7.8,19,7.3,6,5.7,0,,7.3,0,,161,7.3,99.0,42,7.8,44,6.9,10,6.9,0,,7.3,70,7.5,33,6.6,61,6.9
412,3001,33,3,6,21,3,0,3,6,4,11,8,5,21,6.9,25,6.3,10,6.1,0,,18.0,8,8.9,7,7.3,3,2.7,0,,6.7,0,,67,7.1,37.0,12,6.5,17,5.7,7,7.8,0,,6.4,24,6.8,16,6.3,27,6.2
413,3002,33,2,6,18,2,0,1,3,7,19,12,5,21,8.0,31,7.4,9,6.2,0,,15.0,7,9.0,6,8.4,2,3.5,0,,8.0,0,,73,7.2,45.0,13,8.0,24,7.0,7,7.0,0,,7.1,23,7.7,19,6.1,33,7.1
414,3003,33,1,8,27,1,1,1,12,5,22,12,3,33,7.8,32,6.7,11,4.4,0,,20.0,12,9.1,6,7.6,2,1.0,0,,7.1,0,,92,7.1,55.0,20,7.5,25,6.3,9,5.5,0,,6.5,25,6.8,17,6.1,45,6.4
415,3004,27,1,3,10,1,0,4,2,5,5,3,2,7,7.9,12,5.0,11,6.0,0,,7.0,2,10.0,3,5.7,2,9.5,0,,7.8,0,,35,6.8,23.0,4,7.8,9,5.0,9,5.4,0,,5.6,8,3.2,9,5.7,19,6.7
416,3005,27,20,3,9,3,0,2,7,8,16,7,3,8,7.9,24,6.3,13,6.9,0,,9.0,4,7.2,3,6.7,2,6.5,0,,7.7,0,,58,6.6,36.0,3,7.3,21,6.2,11,6.9,0,,6.5,16,5.8,10,5.3,27,6.9
417,3006,28,1,5,8,1,3,1,4,17,4,7,3,9,7.9,27,6.2,11,6.0,0,,13.0,4,9.0,8,6.3,1,6.0,0,,7.0,0,,53,6.3,34.0,4,8.5,19,6.2,10,6.0,0,,6.4,15,5.6,9,5.7,28,6.6
418,3007,29,20,9,14,1,2,6,6,7,4,1,1,12,6.8,23,4.3,7,4.5,0,,12.0,6,8.4,4,6.2,1,5.0,0,,6.5,0,,51,5.8,31.0,5,6.0,19,4.1,6,4.4,0,,4.6,16,4.8,13,5.7,25,5.0
419,3008,24,1,1,8,1,0,1,4,8,8,5,1,8,7.6,12,6.3,7,6.5,0,,3.0,2,7.0,1,7.0,0,,0,,7.0,0,,37,7.0,24.0,5,7.2,11,6.3,7,6.5,0,,6.6,11,5.8,11,6.3,14,7.2
420,3009,25,20,7,8,2,4,5,4,10,4,8,0,10,6.9,20,4.3,12,5.1,0,,14.0,3,8.7,10,3.3,1,6.0,0,,4.5,0,,52,5.7,28.0,6,7.1,10,5.2,11,5.0,0,,5.5,19,4.9,17,4.8,20,5.2
421,3010,25,19,17,11,7,2,1,7,5,5,1,3,11,7.8,27,3.0,14,2.9,0,,19.0,5,7.2,12,2.7,2,1.5,0,,3.3,0,,59,4.8,34.0,5,7.9,15,3.3,12,3.2,0,,3.6,17,3.3,10,4.7,31,3.3
422,3011,25,16,3,24,0,0,2,5,2,4,11,11,11,9.2,23,6.7,15,8.5,0,,12.0,1,10.0,7,5.8,3,8.0,0,,7.1,0,,62,8.1,39.0,9,9.3,16,7.0,12,8.3,0,,8.2,12,6.5,10,6.2,31,8.4
423,3012,25,18,0,2,1,1,0,5,3,8,2,1,3,7.7,11,5.6,6,7.9,0,,4.0,1,10.0,3,6.7,0,,0,,7.5,0,,23,6.5,16.0,1,6.0,8,5.2,6,7.9,0,,6.1,6,5.1,7,6.3,12,6.7
424,3013,25,17,1,8,0,0,0,4,9,9,3,2,7,7.7,16,6.5,8,6.5,0,,4.0,1,10.0,3,9.0,0,,0,,9.2,0,,36,7.2,27.0,5,7.1,13,6.3,8,6.5,0,,6.5,11,6.3,10,6.7,18,6.7
425,3423,25,15,1,12,1,0,1,6,6,12,5,3,6,7.6,24,6.6,7,7.1,0,,8.0,2,8.5,6,6.7,0,,0,,7.4,0,,47,7.3,29.0,3,6.3,18,6.5,7,7.1,0,,6.6,12,6.5,10,6.4,19,6.8
426,3437,25,14,3,7,1,0,1,6,14,3,3,3,7,7.4,20,5.7,9,5.7,0,,15.0,5,9.2,8,5.5,2,7.5,0,,7.1,0,,41,6.5,22.0,1,2.0,12,5.9,7,5.6,0,,5.7,8,4.0,9,6.2,25,6.3
427,3439,25,12,1,2,1,0,2,2,4,3,4,1,3,6.7,10,5.6,5,6.6,0,,3.0,1,10.0,2,5.0,0,,0,,6.7,0,,20,6.3,15.0,1,8.0,8,5.8,5,6.6,0,,6.2,6,5.5,8,6.1,10,6.2
428,3440,25,13,4,13,2,0,1,2,6,14,4,1,15,7.4,21,6.7,8,6.1,0,,9.0,6,5.1,2,6.5,1,1.0,0,,4.9,0,,47,7.0,35.0,8,8.4,19,6.8,7,6.7,0,,7.3,13,6.6,13,6.0,27,6.9
429,3453,25,11,3,4,0,2,1,3,13,5,1,3,10,7.3,13,4.9,7,6.2,0,,7.0,4,8.8,2,2.0,1,6.0,0,,5.3,0,,35,6.2,23.0,5,7.5,11,5.8,6,6.2,0,,6.2,13,5.9,11,6.0,14,5.7
430,3454,25,10,1,8,0,1,3,6,10,1,2,3,7,8.3,13,5.5,8,5.4,0,,7.0,3,9.3,3,8.7,1,10.0,0,,8.4,0,,35,6.7,21.0,3,9.7,10,5.4,7,5.3,0,,5.6,7,4.7,12,5.5,19,5.9
431,3460,25,6,4,9,2,0,1,3,9,7,12,1,11,8.4,20,6.1,14,6.1,0,,15.0,4,9.5,7,6.9,4,5.0,0,,6.9,0,,48,6.8,29.0,6,8.0,12,5.5,10,6.7,0,,6.5,16,6.4,15,6.4,26,6.4
432,3461,25,9,3,6,2,2,2,2,4,3,4,0,7,8.0,11,4.5,4,5.8,0,,3.0,2,6.5,1,10.0,0,,0,,7.7,0,,28,6.0,19.0,4,9.5,10,4.4,4,5.8,0,,5.7,7,3.1,10,4.6,12,6.4
433,3465,25,7,2,4,0,2,2,2,10,6,1,0,4,7.2,13,5.4,9,5.8,0,,3.0,1,10.0,2,5.5,0,,0,,7.0,0,,29,6.1,23.0,2,6.0,11,5.4,9,5.8,0,,5.7,8,5.0,9,5.4,16,5.9
434,3466,25,8,1,2,1,2,1,3,8,2,7,1,5,8.3,9,4.8,8,7.2,0,,2.0,1,10.0,1,6.0,0,,0,,8.0,0,,28,6.2,20.0,3,7.7,8,4.6,8,7.2,0,,6.1,9,5.0,10,4.7,11,6.6
435,3467,25,3,0,9,1,0,1,3,4,9,4,1,8,7.7,12,6.0,7,7.2,0,,3.0,2,10.0,1,5.0,0,,0,,8.3,0,,32,7.5,24.0,5,7.1,11,6.1,7,7.2,0,,6.7,9,6.0,8,6.4,15,6.8
436,3475,25,4,1,2,1,0,0,3,11,2,5,0,5,7.5,12,5.6,5,6.3,0,,3.0,1,10.0,2,7.5,0,,0,,8.3,0,,25,6.3,19.0,3,6.7,10,5.3,5,6.3,0,,5.9,8,5.3,8,5.6,11,6.2
437,3511,25,5,2,6,0,0,1,5,5,5,3,0,4,7.0,12,6.2,6,5.7,0,,3.0,1,10.0,2,7.5,0,,0,,8.3,0,,27,6.7,19.0,2,5.5,10,6.1,6,5.7,0,,5.8,8,4.9,7,5.7,12,6.4
438,3512,25,1,2,18,1,1,2,3,2,15,8,1,12,7.5,24,7.5,9,8.3,0,,9.0,6,7.4,3,7.0,0,,0,,7.3,0,,53,7.5,36.0,5,7.4,21,7.5,9,8.3,0,,7.7,16,7.5,15,6.2,26,7.7
439,3513,25,2,1,3,0,0,2,3,12,4,0,1,5,7.4,11,5.2,7,5.9,0,,3.0,1,10.0,1,5.0,1,5.0,0,,6.7,0,,26,6.3,20.0,3,7.3,10,5.2,6,6.0,0,,5.6,6,4.5,7,5.6,14,5.7
440,3596,29,19,4,4,6,1,3,6,6,2,3,0,7,6.7,15,3.9,5,3.5,0,,6.0,2,10.0,3,4.0,1,6.0,0,,5.6,0,,35,5.0,21.0,4,6.8,12,3.9,4,3.0,0,,4.1,10,4.6,12,4.5,15,3.8
441,3598,29,15,4,4,3,1,3,2,4,7,3,2,6,8.1,15,5.3,5,5.3,0,,6.0,1,10.0,3,6.0,1,2.0,0,,6.2,0,,33,5.8,21.0,4,7.5,12,5.1,4,6.2,0,,5.8,9,4.7,8,5.1,14,6.0
442,3599,29,17,5,7,1,0,1,5,4,7,2,0,7,6.8,16,5.2,3,4.7,0,,6.0,3,9.0,2,3.0,1,6.0,0,,5.8,0,,32,6.1,20.0,3,5.7,14,5.6,2,4.0,0,,5.3,10,4.9,9,4.8,12,5.3
443,3600,29,18,10,24,0,1,4,5,7,11,9,4,19,8.1,38,6.8,8,5.9,0,,14.0,7,7.7,6,5.3,1,7.0,0,,6.7,0,,75,6.9,51.0,11,8.7,32,7.1,7,5.7,0,,7.2,24,6.9,18,6.8,38,7.1
444,3601,29,14,3,12,1,1,3,9,11,3,5,1,11,7.2,17,4.8,13,6.5,1,10.0,21.0,6,8.8,6,6.6,8,7.5,1,10.0,7.9,0,,49,6.6,21.0,4,5.5,11,4.4,5,5.5,0,,5.0,19,6.5,11,5.1,21,5.5
445,3602,29,13,5,10,0,3,3,5,10,2,1,2,10,6.8,17,5.6,5,4.5,0,,8.0,5,7.6,2,7.0,1,6.0,0,,7.1,0,,41,6.1,24.0,4,8.0,14,5.4,4,4.0,0,,5.0,12,4.5,13,5.0,16,5.8
446,3603,29,12,4,7,0,0,4,5,9,5,1,1,7,7.6,17,5.1,6,5.6,0,,6.0,3,10.0,2,4.5,1,7.0,0,,6.8,0,,36,6.1,24.0,3,7.0,15,5.2,5,5.2,0,,5.5,12,4.7,11,6.0,16,6.1
447,3604,29,16,10,8,2,3,3,1,6,3,0,1,10,6.1,11,3.3,7,1.5,0,,9.0,3,10.0,3,4.3,3,1.0,0,,4.5,0,,37,5.0,20.0,6,3.9,8,3.0,4,2.2,0,,3.4,11,3.4,13,5.3,15,3.3
448,3617,29,11,5,9,1,0,3,7,9,2,3,0,11,7.3,14,5.1,8,5.0,0,,12.0,7,10.0,3,6.0,2,7.5,0,,7.7,0,,39,6.1,22.0,4,4.0,11,4.7,6,4.7,0,,4.7,14,5.0,11,6.1,16,5.1
449,3618,29,6,4,6,0,0,4,6,4,7,4,0,10,7.5,13,5.4,7,5.9,0,,8.0,4,9.5,3,6.7,1,7.0,0,,8.0,0,,35,6.1,21.0,5,6.2,9,4.7,6,5.7,0,,5.3,12,5.4,12,6.3,16,6.3
450,3619,29,10,8,8,2,1,5,3,2,4,0,1,7,5.4,13,4.1,7,3.6,0,,6.0,2,10.0,3,6.0,1,4.0,0,,5.8,0,,34,5.3,22.0,4,5.0,10,4.0,6,3.5,0,,3.8,14,3.6,11,4.3,12,4.2
451,3621,29,7,15,4,7,2,5,1,6,2,0,0,10,3.9,21,2.8,5,2.9,0,,8.0,4,5.5,2,4.0,2,3.0,0,,4.2,0,,42,3.6,28.0,5,3.2,19,2.7,3,3.0,0,,2.8,18,2.6,11,3.7,15,3.1
452,3622,29,5,3,1,2,2,4,4,2,3,0,0,4,5.0,10,4.2,3,4.3,0,,3.0,1,10.0,1,7.0,1,4.0,0,,7.0,0,,21,4.4,14.0,2,4.0,9,3.8,2,4.5,0,,4.2,8,3.6,7,5.3,7,4.7
453,3623,29,4,3,1,1,2,5,5,1,3,1,0,4,5.2,9,3.6,5,4.6,0,,3.0,1,10.0,1,5.0,1,5.0,0,,6.7,0,,22,4.6,15.0,2,4.5,8,3.4,4,4.5,0,,4.0,9,3.7,7,5.7,7,4.4
454,3624,29,9,3,14,1,0,3,2,5,9,3,2,13,8.0,10,5.3,9,6.5,0,,13.0,8,10.0,1,7.0,4,4.2,0,,7.6,0,,42,7.2,19.0,4,7.2,9,5.0,5,7.5,0,,6.3,16,6.3,8,7.3,12,6.8
455,3645,29,2,8,24,1,1,1,2,0,9,9,5,18,9.0,24,6.6,9,4.6,0,,19.0,9,9.4,9,6.9,1,7.0,0,,8.2,0,,60,7.5,33.0,8,8.4,15,6.5,8,4.2,0,,6.2,15,5.7,13,6.8,26,7.1
456,3646,24,16,2,7,0,0,2,3,3,12,4,1,8,8.4,13,5.9,10,6.3,0,,6.0,5,10.0,1,4.0,0,,0,,8.1,0,,34,7.0,25.0,2,7.0,12,6.2,10,6.3,0,,6.4,13,5.8,12,6.2,15,6.7
457,3647,24,17,2,1,0,0,1,6,9,6,2,1,5,7.7,12,4.9,9,6.3,0,,4.0,1,10.0,2,5.5,1,6.0,0,,6.8,0,,28,6.0,22.0,3,7.3,10,4.7,8,6.3,0,,5.8,9,4.1,7,5.7,15,6.5
458,3648,29,1,4,4,2,4,3,3,8,4,1,1,6,5.7,18,4.8,3,5.7,0,,9.0,2,9.0,6,5.5,1,7.0,0,,6.3,0,,34,5.3,18.0,3,6.7,12,4.4,2,5.0,0,,4.7,10,4.9,13,4.8,13,5.0
459,3649,29,3,7,7,2,4,4,6,4,2,3,0,7,7.4,20,3.9,6,4.5,0,,9.0,2,9.0,5,3.4,2,7.5,0,,5.0,0,,39,5.2,25.0,4,8.0,15,4.2,4,3.5,0,,4.6,11,3.4,11,4.0,18,5.2
460,3650,24,18,9,1,7,4,5,4,3,2,1,0,4,6.0,15,1.9,13,3.0,0,,6.0,2,7.0,2,1.5,2,2.5,0,,3.4,0,,36,3.5,26.0,1,4.0,13,2.0,11,3.1,0,,2.7,11,2.2,11,3.4,18,2.6
461,3654,24,19,7,22,6,0,4,2,4,7,3,1,11,8.9,25,4.4,10,4.9,0,,14.0,4,10.0,8,3.7,2,10.0,0,,6.2,0,,56,6.6,32.0,6,8.6,17,4.7,8,3.9,0,,5.2,23,5.0,9,5.9,20,5.3
462,3655,24,12,3,7,0,2,0,3,6,10,3,1,6,9.0,14,5.8,9,5.5,0,,9.0,3,9.0,4,7.5,2,4.0,0,,6.6,0,,35,6.7,20.0,2,8.5,10,5.3,7,6.2,0,,5.8,10,4.9,12,5.6,17,6.4
463,3656,24,10,1,4,0,0,0,7,7,8,1,1,5,7.4,12,5.6,10,6.5,0,,6.0,2,8.5,2,7.5,2,8.0,0,,7.3,0,,29,6.6,21.0,2,6.5,10,5.6,8,6.5,0,,6.1,7,4.7,9,6.3,17,6.4
464,3657,24,14,1,2,2,1,2,3,6,4,3,1,4,7.0,11,4.5,7,6.9,0,,3.0,2,8.0,1,3.0,0,,0,,6.3,0,,25,5.9,19.0,1,6.0,10,4.7,7,6.9,0,,5.6,7,5.1,10,5.7,12,5.6
465,3658,24,13,0,7,2,1,0,6,5,7,1,1,6,6.8,12,5.9,9,5.6,0,,11.0,4,8.0,5,5.9,2,6.5,0,,7.0,0,,30,6.8,16.0,1,7.0,7,5.9,7,5.4,0,,5.7,9,5.7,10,6.0,13,5.9
466,3659,24,11,2,2,1,1,4,4,2,4,1,1,6,6.3,9,4.5,5,5.0,0,,3.0,1,10.0,2,4.0,0,,0,,6.0,0,,22,5.5,17.0,4,6.0,7,4.7,5,5.0,0,,4.8,8,4.2,7,5.4,9,5.2
467,3660,24,15,2,2,0,3,3,4,3,2,3,0,4,7.8,7,4.6,7,5.3,0,,3.0,1,10.0,2,4.5,0,,0,,6.3,0,,22,5.4,15.0,2,7.5,5,4.7,7,5.3,0,,5.0,7,5.0,9,4.8,9,5.1
468,3661,24,9,2,7,1,0,3,1,3,12,7,0,8,6.7,14,6.2,8,6.2,0,,4.0,3,6.0,1,5.0,0,,0,,5.8,0,,36,6.9,26.0,4,7.5,13,6.3,8,6.2,0,,6.4,11,6.9,11,5.7,15,5.5
469,3662,24,5,5,1,0,0,4,5,7,3,4,1,4,7.0,14,4.5,9,5.0,0,,3.0,1,10.0,2,5.0,0,,0,,6.7,0,,30,5.3,23.0,2,5.0,11,4.0,9,5.0,0,,4.5,11,3.4,9,5.4,13,5.3
470,3663,24,7,5,12,8,1,2,5,4,4,1,1,2,7.0,20,4.7,17,3.3,0,,6.0,1,10.0,3,4.7,2,1.5,0,,3.3,0,,43,5.7,34.0,1,4.0,17,5.2,15,3.7,0,,4.4,13,5.0,7,5.0,25,3.6
471,3664,24,6,1,1,0,1,3,5,4,2,1,0,3,7.3,7,3.8,6,6.0,0,,2.0,1,10.0,1,4.0,0,,0,,7.0,0,,18,5.4,14.0,1,5.0,6,3.7,6,6.0,0,,4.9,7,3.7,6,5.3,7,5.4
472,3665,24,2,1,2,1,3,3,7,6,6,0,0,7,6.3,9,4.2,8,5.7,0,,4.0,2,6.5,1,3.0,1,4.0,0,,5.0,0,,29,5.4,20.0,4,6.2,8,4.4,7,5.9,0,,5.3,12,4.3,11,4.4,10,5.8
473,3666,24,8,1,2,3,0,2,2,9,0,5,0,4,5.8,8,5.3,7,5.6,0,,4.0,1,10.0,1,6.0,1,8.0,0,,7.5,0,,24,5.8,16.0,2,3.5,7,5.2,6,5.3,0,,5.1,9,4.6,9,4.9,9,5.9
474,3667,24,3,3,14,0,1,1,1,3,12,1,4,9,8.5,20,5.5,6,7.2,0,,8.0,1,10.0,7,4.7,0,,0,,5.9,0,,40,7.5,27.0,7,8.5,13,5.9,6,7.2,0,,7.0,17,6.7,8,6.2,15,6.5
475,3668,24,4,2,4,1,1,2,7,9,4,1,1,8,6.4,9,4.5,9,5.2,0,,5.0,4,8.0,1,5.0,0,,0,,6.7,0,,32,5.9,21.0,3,5.0,8,4.4,9,5.2,0,,4.8,10,4.6,13,5.6,14,5.2
476,3669,26,20,1,8,1,0,0,6,5,9,7,6,14,7.8,15,5.9,9,7.7,0,,7.0,3,7.0,4,6.2,0,,0,,6.5,0,,43,7.3,31.0,10,8.1,11,5.8,9,7.7,0,,7.2,11,5.8,8,6.1,23,7.3
477,3670,26,18,2,8,0,0,4,3,6,12,4,5,9,8.4,16,5.3,12,6.6,0,,10.0,3,9.7,3,8.3,3,8.7,0,,8.6,0,,44,7.0,28.0,5,8.0,13,5.1,9,6.5,0,,6.2,10,4.4,9,6.3,24,7.2
478,3671,26,19,2,2,0,2,1,4,3,4,2,1,5,8.3,9,4.1,4,6.0,0,,4.0,1,10.0,3,5.7,0,,0,,6.8,0,,21,5.9,14.0,3,8.7,6,3.8,4,6.0,0,,5.7,6,3.2,7,5.1,9,6.5
479,3672,26,17,5,4,3,2,5,6,4,5,2,1,6,6.2,18,4.1,8,5.2,0,,8.0,2,6.0,4,4.8,1,7.0,0,,5.3,0,,37,5.2,25.0,3,7.0,14,4.2,7,4.7,0,,4.7,14,3.8,11,4.8,15,5.4
480,3673,26,14,2,21,1,4,3,1,4,12,8,6,20,8.5,22,6.7,8,6.2,0,,13.0,5,9.7,7,7.1,1,10.0,0,,7.8,0,,62,7.6,38.0,14,8.5,15,6.4,7,6.1,0,,7.0,16,6.5,13,6.0,30,7.4
481,3674,26,16,5,6,0,3,1,2,8,8,8,0,8,7.7,19,5.2,11,6.1,0,,7.0,1,10.0,4,6.8,2,5.5,0,,6.9,0,,41,6.2,31.0,6,7.4,15,5.2,9,6.0,0,,5.8,13,4.9,9,5.7,21,6.1
